Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	20	11	22	11	23	0	26	6	2	4	12
V2	140	13	30	0	0	6	54	19	25	6	0
V3	1	110	33	16	4	0	7	27	2	30	0
V4	191	1	0	4	0	0	0	0	5	1	62
V5	366	12	26	6	6	38	11	20	82	8	0
V6	40	69	2	73	0	8	0	0	14	14	18
V7	0	197	6	1	2	51	2	4	66	51	13
V8	4	27	2	5	0	23	1	0	17	49	0
V9	8	1	59	89	9	47	43	12	71	0	0
V10	137	4	0	0	27	41	35	9	32	17	0
V11	0	414	15	26	15	9	7	1	0	46	3
V12	175	219	5	35	22	25	18	3	4	13	9
V13	62	0	181	1	46	0	97	80	5	4	0
V14	92	0	75	94	14	42	48	45	8	16	0
V15	52	139	229	7	12	4	104	25	1	23	9
V16	4	3	320	36	0	8	41	114	4	19	0
V17	144	0	43	5	81	35	22	42	14	46	0
V18	112	23	110	76	2	20	23	17	31	1	10
V19	2	0	11	0	5	11	0	10	8	5	1
V20	6	17	55	67	24	0	20	34	6	0	0
V21	237	27	2	25	16	1	7	0	0	0	0
V22	12	7	0	9	0	0	0	0	4	0	0
V23	27	4	0	76	2	2	0	0	19	9	0
V24	31	0	3	8	0	33	0	2	18	14	17
V25	50	16	181	0	0	13	6	24	2	10	0
V26	0	93	25	17	3	0	4	29	2	0	0
V27	4	0	6	0	43	103	44	23	24	36	0
V28	236	14	18	5	4	5	6	17	12	0	0
V29	25	1	0	13	75	8	16	33	15	4	0
V30	27	5	1	5	0	18	0	0	32	19	7
V31	30	14	33	8	0	0	1	26	0	0	3
V32	8	26	5	95	13	115	2	7	79	0	9
V33	24	60	67	16	33	40	126	41	16	10	48
V34	2	19	37	0	4	46	3	28	21	42	0
V35	13	4	30	39	28	17	7	11	0	0	0
V36	6	125	31	4	3	0	15	12	0	0	8
V37	1	75	3	13	16	18	30	5	20	0	13
V38	0	15	21	4	0	0	2	8	11	6	0
V39	6	83	1	15	4	3	0	1	13	4	2
V40	9	52	11	14	87	34	46	25	18	7	35
V41	1	70	3	3	3	13	2	0	0	3	0
V42	37	48	150	159	4	0	48	43	0	1	8
V43	208	5	6	6	34	1	11	1	2	0	18
V44	15	40	5	0	9	13	15	8	11	6	0
V45	15	118	6	91	1	0	0	7	4	13	0
V46	72	42	4	25	74	36	48	25	23	0	11
V47	2	81	133	155	49	30	31	135	24	0	18
V48	2	83	17	3	0	0	1	0	1	3	7
V49	0	125	0	12	18	0	6	8	11	18	0
V50	296	1	2	30	18	1	12	3	0	29	32
V51	34	0	104	2	31	52	1	14	34	0	0
V52	8	115	3	0	20	13	16	0	3	99	0
V53	25	15	75	2	5	6	18	0	0	2	0
V54	34	9	44	0	32	0	45	31	1	17	0
V55	0	188	5	39	1	88	0	0	21	0	6
V56	4	54	75	41	19	13	23	90	5	0	9
V57	4	0	14	0	13	0	26	6	7	0	0
V58	52	14	38	12	0	42	0	2	4	12	2
V59	25	88	4	1	39	64	7	24	35	14	0
V60	294	0	3	43	18	0	5	7	2	0	13
V61	1	33	107	8	146	12	95	135	18	0	62
V62	39	52	22	188	111	28	37	38	23	0	24
V63	350	19	224	12	119	15	107	11	15	0	0
V64	20	123	96	20	12	2	15	33	7	8	0
V65	6	27	111	17	20	0	27	37	4	30	40
V66	94	462	98	9	3	41	31	4	101	120	0
V67	2	8	12	38	12	0	23	2	10	12	0
V68	17	248	128	90	17	1	34	17	0	36	0
V69	24	8	91	26	51	20	32	50	41	0	0
V70	1	55	47	37	0	0	1	7	0	28	0
V71	30	3	0	41	1	0	2	1	0	0	0
V72	88	1	2	34	2	5	2	2	11	2	0
V73	39	9	1	173	6	0	0	2	0	0	34
V74	42	0	16	83	1	107	3	5	53	28	0
V75	67	93	2	0	1	20	8	6	14	32	6
V76	36	0	323	72	6	45	6	31	74	12	0
V77	0	16	26	23	83	6	33	61	15	0	36
V78	8	34	0	3	2	4	1	1	34	10	0
V79	58	1	8	50	26	87	50	5	28	0	52
V80	77	11	13	14	2	75	5	5	24	94	0
V81	759	9	5	10	0	0	0	0	3	9	5
V82	72	0	33	44	172	81	18	107	129	15	0
V83	2	66	125	188	0	137	7	25	42	0	11
V84	8	2	131	1	6	0	4	19	4	0	0
V85	11	271	5	21	4	0	6	7	1	8	0
V86	24	330	1	0	9	9	3	3	12	23	0
V87	32	3	1	31	3	3	5	1	2	10	4
V88	4	37	7	4	27	5	7	18	0	0	2
V89	53	4	122	0	36	14	1	7	26	29	20
V90	3	126	7	4	0	26	0	1	26	30	22
V91	17	9	14	31	152	9	62	41	4	11	4
V92	65	7	24	0	17	62	58	33	44	0	48
V93	0	58	26	0	35	0	7	0	10	16	8
V94	88	23	0	14	0	23	1	0	58	103	0
V95	3	4	43	4	7	0	39	1	8	4	0
V96	193	3	5	10	47	124	46	39	60	0	0
V97	18	27	58	6	84	12	54	24	9	0	9
V98	15	49	30	38	0	34	9	9	22	10	0
V99	2	22	124	24	0	14	4	44	46	0	14
V100	0	5	2	90	49	4	47	17	4	0	0
