NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.05	18.438	11.695	10.663	0.108	0.992	50000.0
2	52.037	18.87	11.873	10.502	0.108	0.993	70000.0
3	53.114	19.139	12.507	11.378	0.111	0.991	70000.0
4	52.371	19.173	12.215	10.841	0.113	0.992	40000.0
5	53.979	19.599	13.587	12.002	0.111	0.99	30000.0
6	55.073	20.334	13.844	12.294	0.112	0.989	50000.0
7	55.332	20.591	13.838	12.585	0.114	0.989	150000.0
8	49.769	18.075	11.408	10.177	0.111	0.993	30000.0
9	54.47	20.18	13.382	12.148	0.113	0.989	50000.0
10	50.129	18.382	11.567	10.638	0.111	0.992	60000.0
