MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	3.85E-02	3.87E-04	5.37E-07	2.54E-07	3.42E-02	1.02E-02	4.11E-02	4.95E-02	1.12E-02	2.35E-03	9.74E-03	4.90E-03	1.81E-02	4.67E-02	1.21E-02	5.28E-02
1:Del:C:1	1.62E-03	1.34E-05	6.12E-08	2.43E-08	6.35E-03	6.28E-03	1.00E-02	2.79E-02	3.25E-03	1.12E-02	4.30E-03	2.03E-02	9.33E-03	6.62E-03	1.89E-02	9.43E-03
1:Del:C:2	0.00E+00	0.00E+00	2.67E-07	1.29E-07	7.81E-04	2.30E-03	1.69E-03	8.61E-04	2.61E-09	1.78E-03	1.05E-03	1.59E-03	8.69E-04	2.85E-03	4.84E-04	2.98E-03
1:Del:C:3	4.20E-46	5.77E-04	1.55E-04	0.00E+00	1.02E-03	2.60E-03	2.09E-03	2.78E-03	1.22E-03	1.59E-03	1.34E-02	5.56E-03	9.20E-03	3.76E-03	2.69E-03	5.11E-03
1:Del:C:4	1.54E-04	7.16E-04	6.99E-05	8.86E-05	4.47E-03	0.00E+00	1.76E-03	4.38E-03	2.75E-04	5.94E-04	3.05E-03	3.88E-03	1.69E-03	3.51E-03	4.17E-03	2.26E-03
1:Del:C:5	6.47E-06	2.22E-03	3.35E-04	0.00E+00	2.99E-03	1.19E-03	2.80E-46	9.61E-04	0.00E+00	3.92E-04	6.26E-03	2.64E-02	6.52E-03	7.67E-04	1.50E-02	8.04E-03
1:Del:T:0	7.44E-03	3.06E-03	1.20E-03	5.57E-08	2.58E-02	1.13E-02	8.19E-03	1.10E-02	1.82E-45	4.45E-03	1.29E-02	1.30E-02	1.80E-03	5.92E-02	5.21E-03	1.65E-02
1:Del:T:1	6.68E-03	1.92E-03	1.39E-04	3.00E-07	1.28E-02	1.99E-03	6.16E-03	9.88E-03	2.78E-08	7.14E-03	4.06E-03	2.15E-02	5.45E-04	9.92E-04	1.76E-03	1.57E-03
1:Del:T:2	8.48E-03	0.00E+00	0.00E+00	5.83E-08	2.59E-02	0.00E+00	2.47E-02	2.73E-02	0.00E+00	7.82E-07	3.60E-02	3.23E-02	5.94E-02	2.55E-07	1.43E-02	2.46E-02
1:Del:T:3	5.47E-03	2.65E-03	0.00E+00	4.80E-07	4.71E-08	1.20E-03	2.37E-02	2.62E-02	1.52E-08	1.61E-07	2.78E-02	7.62E-02	2.67E-02	2.18E-02	1.91E-02	2.80E-46
1:Del:T:4	9.43E-03	5.33E-03	2.90E-04	4.33E-08	2.85E-02	1.03E-07	1.70E-02	1.67E-02	2.62E-03	0.00E+00	9.14E-02	2.08E-02	2.07E-02	1.90E-02	2.13E-07	6.09E-03
1:Del:T:5	4.25E-07	2.47E-02	2.90E-08	9.62E-04	6.62E-03	2.63E-07	3.22E-07	8.69E-08	1.29E-06	1.05E-06	3.78E-07	4.65E-07	1.02E-01	7.92E-07	1.01E-06	1.22E-02
1:Ins:C:0	0.00E+00	8.99E-04	2.85E-07	1.14E-02	2.54E-02	1.69E-03	1.87E-03	1.46E-03	1.89E-03	2.41E-03	4.16E-03	2.82E-02	0.00E+00	3.20E-03	2.32E-02	2.76E-03
1:Ins:C:1	2.60E-07	1.84E-08	2.96E-08	2.81E-07	1.70E-07	4.42E-04	1.15E-08	2.30E-08	1.26E-07	1.11E-03	1.18E-05	2.19E-04	1.04E-07	6.22E-07	6.05E-08	2.58E-06
1:Ins:C:2	9.97E-05	1.77E-05	6.92E-05	7.65E-08	6.27E-04	1.35E-04	5.75E-06	1.19E-04	5.80E-04	9.32E-04	3.63E-04	3.18E-08	1.83E-04	1.04E-06	5.23E-04	1.45E-03
1:Ins:C:3	4.13E-04	5.70E-05	2.35E-04	8.49E-08	2.52E-04	4.68E-08	1.85E-09	4.38E-04	2.66E-04	2.13E-04	1.11E-03	1.18E-03	3.46E-05	7.54E-04	1.92E-03	7.71E-04
