NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.536	16.935	10.116	10.305	0.1	0.992	50000.0
2	41.899	16.75	9.72	9.691	0.1	0.994	50000.0
3	41.884	16.701	9.522	9.638	0.1	0.994	60000.0
4	43.782	17.445	10.284	10.535	0.1	0.991	40000.0
5	41.897	16.807	9.758	10.158	0.101	0.992	70000.0
6	40.307	16.414	9.227	9.494	0.097	0.994	40000.0
7	38.515	15.133	8.959	8.904	0.091	0.995	50000.0
8	41.44	16.58	9.499	9.725	0.096	0.994	60000.0
9	44.35	18.046	10.665	11.027	0.109	0.991	50000.0
10	45.036	18.206	10.951	11.377	0.101	0.99	40000.0
