Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	1.30E+01	1.17E+01	0.00E+00	5.47E-01	4.44E+00	4.42E+00	6.60E+00	6.09E+00	4.20E+00	2.23E+01
V2	7.29E+00	1.00E-01	9.45E-01	1.77E+00	9.26E+00	2.26E+00	2.69E+00	3.60E+00	2.08E+00	1.51E+01
V3	4.56E+00	5.14E+00	8.03E-01	2.99E+01	5.18E+00	3.00E-01	2.80E+01	1.24E+01	1.33E+00	7.46E+00
V4	8.79E+00	1.37E+00	2.47E+01	1.12E+00	2.17E+00	5.12E-01	1.40E+00	4.47E+00	2.96E+01	1.06E+01
V5	2.14E+01	4.34E+00	8.55E+00	6.62E+00	1.00E+01	7.76E+00	7.73E+00	4.38E+00	8.78E+00	2.21E+01
V6	2.66E+00	4.90E-01	1.27E+00	3.74E+00	6.67E-01	0.00E+00	3.75E+00	2.60E+00	2.62E+00	1.80E+00
V7	5.52E+00	1.53E+00	1.33E+01	1.37E+01	0.00E+00	2.13E+00	7.67E+00	1.30E+00	1.97E+01	7.07E+00
V8	6.29E-01	2.98E+00	2.67E-01	5.30E+00	5.07E+00	0.00E+00	6.84E+00	4.58E+00	6.87E-01	1.59E+00
V9	4.38E+00	1.22E+00	1.90E+00	3.96E-01	0.00E+00	4.47E+00	1.80E+00	7.92E-01	4.57E+00	5.05E+00
V10	8.54E+00	3.72E+00	4.43E+00	1.21E+01	2.00E+00	1.41E+00	1.35E+01	4.20E+00	5.18E+00	8.78E+00
V11	1.62E+01	4.88E+00	5.96E-01	2.42E+01	1.90E+00	4.52E-01	2.70E+01	6.29E+00	2.76E+00	2.11E+01
V12	1.78E+00	1.01E+01	2.94E+00	8.79E-01	8.43E+00	3.94E-01	1.79E+00	1.21E+01	6.43E+00	2.95E+00
V13	8.77E+00	4.38E+00	4.12E+00	4.32E+00	2.37E+00	3.18E+00	5.77E+00	3.76E+00	4.82E+00	9.61E+00
V14	2.39E+00	4.05E+00	5.93E+00	4.50E+00	1.02E+00	1.98E+00	3.91E+00	4.62E+00	6.70E+00	4.14E+00
V15	4.70E+00	2.57E+00	1.80E+00	1.63E+01	4.30E+00	2.69E-01	1.24E+01	4.88E+00	2.34E+00	7.74E+00
V16	4.76E+00	3.29E+00	0.00E+00	1.89E+00	1.45E+00	4.53E+00	3.51E+00	1.33E+00	4.21E+00	5.78E+00
V17	1.94E+00	2.43E+00	0.00E+00	1.51E+01	4.04E+00	3.32E+00	1.54E+01	7.02E+00	2.70E+00	9.64E+00
V18	0.00E+00	1.04E+00	3.35E-01	0.00E+00	0.00E+00	1.03E+00	0.00E+00	5.00E-01	8.03E-01	0.00E+00
V19	1.61E+00	3.92E+00	8.49E+00	8.59E-01	1.54E+01	1.35E+00	1.84E+00	1.40E+01	8.73E+00	3.56E+00
V20	3.01E+01	2.09E+01	9.48E+00	7.06E+00	2.85E+00	2.10E+00	7.51E+00	1.44E+01	1.35E+01	5.05E+01
V21	1.75E+00	4.33E+00	7.59E+00	0.00E+00	2.18E+00	7.63E+00	7.70E+00	1.65E+00	1.06E+01	3.07E+00
V22	4.41E+00	8.49E-01	0.00E+00	1.21E+00	1.20E+01	2.90E+00	1.47E+00	1.22E+01	6.80E-01	9.01E+00
V23	2.30E+00	1.47E+01	3.23E+00	3.56E+00	4.24E+00	1.33E-01	3.66E+00	1.31E+01	3.96E+00	4.33E+00
V24	5.48E+00	4.07E-01	3.00E+01	1.47E+00	1.81E+00	3.78E+00	2.70E+00	9.45E-01	3.08E+01	5.87E+00
V25	0.00E+00	1.87E+00	1.50E+00	2.35E+00	2.47E+00	2.83E+00	3.24E+00	2.65E+00	3.00E+00	0.00E+00
V26	2.64E+00	3.25E+00	4.65E+00	1.63E-01	4.38E+00	6.51E-01	3.07E-01	2.38E+00	5.49E+00	4.19E+00
V27	4.21E+00	1.33E+00	5.01E+00	8.10E+00	1.30E+00	1.92E+00	7.85E+00	3.34E+00	6.41E+00	4.91E+00
V28	8.56E+00	5.12E-01	4.11E+00	1.32E+00	4.95E+00	5.93E-01	1.61E+00	5.19E+00	4.47E+00	1.09E+01
V29	6.15E-01	8.85E-01	2.47E+00	9.14E+00	3.97E+00	0.00E+00	8.99E+00	4.65E+00	2.59E+00	1.78E+00
V30	7.05E+00	2.52E+00	1.32E+00	2.87E+00	2.61E+00	5.37E-01	3.31E+00	3.44E+00	2.81E+00	7.65E+00
V31	1.19E+00	5.77E-01	0.00E+00	4.96E-01	0.00E+00	9.55E-01	6.32E-01	0.00E+00	3.96E-01	1.36E+00
V32	7.06E+00	2.02E+00	3.49E+00	6.85E+00	2.52E+00	9.12E-01	6.24E+00	1.91E+00	3.76E+00	9.86E+00
V33	9.80E-01	8.16E-01	4.82E+00	9.30E+00	7.27E-01	1.19E+00	9.85E+00	4.29E+00	5.20E+00	1.30E+00
V34	3.58E+00	2.58E-01	2.23E+00	1.74E+00	1.74E+00	3.06E-01	2.02E+00	2.24E+00	1.81E+00	3.24E+00
V35	1.15E+00	2.40E+00	3.26E+00	6.86E-01	2.69E-01	1.13E+00	6.11E-01	1.88E+00	3.61E+00	1.61E+00
V36	1.25E+00	2.83E+00	1.46E+01	3.42E+00	3.41E+00	1.22E+00	3.65E+00	4.30E+00	1.59E+01	9.71E-01
V37	8.65E+00	8.69E-01	2.98E-01	1.64E+01	6.05E-01	1.06E+00	1.26E+01	4.71E+00	1.22E+00	1.23E+01
