Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	5	43	246	95	41	103	124	12	0	0	19	6	9	41	0	2
V2	10	30	0	1	7	0	4	2	20	0	1	0	0	0	0	4
V3	296	70	14	1	4	1	0	4	6	0	4	21	5	4	11	3
V4	2	5	0	97	11	0	105	0	89	50	0	55	5	0	0	0
V5	13	59	0	23	0	0	27	43	27	1	5	17	0	8	0	17
V6	17	19	163	0	23	41	0	53	20	3	0	34	10	27	0	0
V7	36	10	53	0	2	7	0	21	33	8	0	7	5	0	0	9
V8	24	12	104	6	68	152	12	0	0	0	25	1	56	21	0	0
V9	217	94	180	0	86	120	0	0	5	5	6	7	0	0	10	0
V10	274	11	49	1	19	27	1	0	1	0	0	0	1	5	0	12
V11	34	2	5	18	3	5	71	1	14	0	1	0	0	7	3	10
V12	1	29	2	14	6	2	41	0	0	18	4	0	2	1	0	0
V13	0	24	2	17	5	1	13	46	10	0	4	0	2	2	12	0
V14	5	22	1	23	0	0	11	0	1	9	0	0	9	0	0	0
V15	3	83	83	0	5	34	1	20	41	6	1	12	0	2	0	0
V16	41	0	2	10	1	2	20	1	2	1	0	0	0	1	0	5
V17	40	56	38	5	6	16	0	3	0	0	11	0	7	1	0	14
V18	42	0	0	1	12	0	2	8	13	1	13	35	2	3	0	1
V19	63	31	78	5	20	56	4	5	8	0	6	0	11	5	10	0
V20	7	13	12	38	22	0	22	122	75	25	21	91	0	17	0	0
V21	13	132	0	225	10	1	106	10	3	0	5	2	13	0	25	0
V22	3	3	8	109	1	12	43	0	0	0	1	6	8	0	0	0
V23	4	0	0	7	74	2	4	34	23	47	46	20	27	14	0	0
V24	3	20	50	7	5	9	15	19	53	0	7	0	0	16	0	7
V25	0	0	20	29	0	9	21	3	3	0	0	2	0	1	0	1
V26	56	12	26	39	2	5	31	3	1	1	6	0	13	0	38	2
V27	3	0	2	82	2	1	87	1	0	5	0	0	0	1	0	0
V28	0	10	30	10	25	25	4	0	4	0	17	0	0	0	0	0
V29	0	22	0	209	8	1	72	1	0	0	1	2	4	4	0	0
V30	19	82	5	56	73	0	49	3	2	9	36	8	28	7	0	9
V31	49	5	14	4	18	18	2	0	0	7	19	0	0	16	0	36
V32	5	0	14	10	91	11	13	0	0	5	15	0	22	11	0	0
V33	0	14	288	59	2	179	53	53	8	0	2	16	8	7	0	2
V34	6	5	9	85	6	88	7	4	0	24	0	8	0	3	0	0
V35	13	0	8	38	24	2	36	5	9	28	0	1	2	6	0	0
V36	0	3	8	100	4	16	100	0	0	0	7	0	2	7	2	0
V37	56	0	27	10	15	14	21	22	41	1	11	0	0	0	45	0
V38	107	0	15	0	98	16	0	22	0	29	32	16	6	0	0	0
V39	5	50	21	4	5	16	2	0	0	16	4	0	8	0	0	0
V40	3	56	11	31	2	2	26	24	4	23	3	4	1	0	0	0
V41	23	4	2	14	20	1	19	30	0	10	0	0	35	4	0	0
V42	109	13	0	10	41	0	17	44	68	0	0	23	0	13	0	8
V43	61	62	100	7	29	36	7	51	0	19	72	32	15	20	0	2
V44	18	59	8	25	39	0	37	47	43	0	5	0	41	21	45	0
V45	14	5	4	10	0	8	14	0	4	14	0	8	0	0	0	4
V46	0	35	33	0	0	44	0	0	0	0	20	0	1	0	0	0
V47	72	30	20	15	25	18	21	17	48	0	0	25	21	12	53	19
V48	0	0	4	17	79	1	10	8	9	4	18	3	20	18	0	2
V49	516	32	19	17	6	24	1	65	0	0	0	37	14	6	0	0
V50	67	0	0	0	0	1	0	3	2	0	0	1	0	0	0	10
V51	13	68	49	2	0	14	0	2	3	0	2	5	6	0	26	1
V52	8	5	23	45	20	12	18	87	11	0	0	18	0	2	0	0
V53	143	0	0	32	0	6	14	3	8	4	0	3	0	3	0	27
V54	12	104	12	108	0	4	51	4	0	88	0	0	0	0	0	0
V55	246	0	3	7	123	11	1	0	1	0	4	0	15	21	0	4
V56	9	185	3	17	1	4	5	0	3	30	0	0	8	0	0	0
V57	34	45	86	12	27	22	0	40	26	1	6	0	20	10	0	0
V58	51	60	0	43	3	2	50	1	0	65	3	0	6	0	0	0
V59	0	0	52	18	2	63	8	32	44	6	13	11	0	1	16	5
V60	60	0	16	128	5	11	55	23	10	11	2	0	4	0	0	0
V61	0	51	18	2	27	2	4	97	21	0	16	2	6	14	6	3
V62	84	47	22	16	3	19	1	19	9	0	7	1	7	5	0	21
