Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V63	48	39	9	5	38	22	2	7	1	24	19	7	0	0	2	0
V64	79	0	95	0	0	22	5	0	0	0	0	4	4	0	6	9
V65	2	361	15	0	6	7	2	0	0	6	10	2	7	0	0	12
V66	6	166	0	0	25	2	0	19	29	26	3	7	25	2	0	3
V67	3	138	0	0	89	1	1	11	11	9	19	0	9	0	0	3
V68	41	0	12	29	6	9	51	0	0	14	0	0	2	2	0	1
V69	67	51	43	0	71	31	0	0	0	0	61	0	36	30	0	4
V70	56	127	3	0	0	3	0	0	0	0	34	0	4	0	0	16
V71	9	0	26	5	58	34	1	28	58	17	57	49	8	45	0	2
V72	136	0	0	16	0	1	10	9	9	4	3	2	0	0	0	23
V73	20	75	21	46	7	11	29	0	0	29	1	0	0	2	0	0
V74	38	0	6	3	53	17	2	0	3	21	34	3	13	35	0	0
V75	69	61	5	0	0	2	0	30	8	3	3	10	0	0	49	5
V76	45	6	78	1	4	64	0	0	0	0	2	0	1	3	0	0
V77	62	0	2	6	27	3	8	14	11	0	24	1	2	7	0	8
V78	12	18	13	0	4	12	0	0	0	5	0	0	0	4	0	1
V79	42	30	64	0	42	89	0	0	5	36	1	0	0	74	0	0
V80	3	25	3	7	34	5	3	0	3	0	2	0	8	5	0	0
V81	91	0	1	25	1	2	11	69	60	7	0	0	0	0	0	8
V82	5	4	16	4	7	11	0	9	2	0	3	3	1	1	4	0
V83	37	2	0	32	0	5	26	14	0	4	2	0	0	5	7	0
V84	42	3	72	15	1	8	48	32	15	0	0	18	16	0	43	1
V85	242	18	24	4	13	12	5	0	0	41	7	1	6	0	58	3
V86	55	177	0	22	68	7	23	55	23	37	22	27	20	10	25	6
V87	96	163	87	1	10	38	3	0	0	9	6	1	2	0	0	22
V88	5	13	25	95	22	41	46	8	42	42	0	0	6	0	0	0
V89	26	0	0	21	26	0	15	0	3	5	11	11	11	17	2	0
V90	41	3	138	1	27	39	9	7	24	0	22	13	2	9	5	0
V91	15	4	39	0	0	33	0	3	9	7	2	0	0	4	10	0
V92	139	0	43	12	27	20	5	1	5	0	0	28	3	8	21	9
V93	1	0	127	16	68	23	6	9	28	2	29	2	23	36	0	0
V94	69	18	10	2	0	23	0	0	0	0	1	0	5	0	17	10
V95	34	152	0	75	1	4	65	5	21	2	3	2	20	3	5	12
V96	59	64	6	2	34	6	0	34	2	31	11	12	20	6	0	0
V97	13	3	89	9	6	22	12	5	16	0	0	12	5	0	48	0
V98	9	41	6	6	101	5	7	48	28	0	26	21	20	20	0	0
V99	0	171	2	0	4	1	0	16	16	0	6	20	13	0	0	7
V100	0	42	21	10	3	3	21	85	39	5	10	16	4	0	9	0
