MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	2.00E-02	1.45E-02	8.83E-04	1.60E-03
1:Del:C:1	5.68E-03	2.76E-03	7.22E-04	1.25E-03
1:Del:C:2	1.52E-04	3.59E-04	2.25E-04	0.00E+00
1:Del:C:3	1.05E-03	6.75E-04	2.45E-04	3.39E-04
1:Del:C:4	7.76E-04	7.02E-04	7.47E-05	8.61E-05
1:Del:C:5	1.26E-03	2.73E-04	2.51E-04	8.80E-04
1:Del:T:0	5.58E-03	3.96E-03	4.31E-04	5.25E-04
1:Del:T:1	2.52E-03	2.00E-03	1.39E-04	3.75E-04
1:Del:T:2	5.02E-03	3.36E-03	1.19E-04	1.75E-03
1:Del:T:3	4.78E-03	3.76E-03	1.34E-03	5.52E-04
1:Del:T:4	2.93E-03	3.74E-03	4.61E-04	1.86E-03
1:Del:T:5	6.55E-02	1.71E-03	9.90E-03	5.28E-02
1:Ins:C:0	1.03E-04	2.00E-04	3.65E-05	1.33E-04
1:Ins:C:1	5.26E-05	1.84E-04	4.75E-09	2.39E-04
1:Ins:C:2	1.44E-04	1.58E-04	8.26E-09	4.77E-05
1:Ins:C:3	4.89E-05	3.99E-05	6.01E-05	1.57E-04
1:Ins:C:4	6.70E-04	2.98E-04	2.37E-04	3.42E-04
1:Ins:C:5	6.30E-04	7.53E-05	3.02E-04	1.04E-03
1:Ins:T:0	9.58E-04	4.48E-04	9.81E-05	3.11E-04
1:Ins:T:1	4.23E-04	4.32E-04	4.79E-04	1.35E-04
1:Ins:T:2	2.80E-04	2.33E-04	7.99E-05	2.72E-04
1:Ins:T:3	1.35E-04	2.71E-04	7.77E-05	3.69E-04
1:Ins:T:4	3.51E-04	2.41E-04	1.37E-04	1.50E-03
1:Ins:T:5	6.41E-03	3.31E-03	2.95E-07	4.91E-02
2:Del:R:0	5.35E-04	2.31E-04	4.28E-09	2.45E-04
2:Del:R:1	3.49E-04	6.66E-04	1.01E-04	3.83E-04
2:Del:R:2	1.13E-04	1.25E-04	1.05E-04	1.62E-04
2:Del:R:3	1.28E-04	4.41E-05	6.03E-09	2.54E-05
2:Del:R:4	1.08E-04	1.12E-04	3.99E-08	1.18E-04
2:Del:R:5	4.95E-08	3.92E-08	7.66E-03	1.55E-08
3:Del:R:0	1.34E-02	6.35E-03	3.34E-03	0.00E+00
3:Del:R:1	6.57E-04	3.26E-05	7.88E-04	6.40E-04
3:Del:R:2	1.28E-04	2.16E-04	2.66E-05	1.90E-04
3:Del:R:3	1.40E-03	5.32E-04	6.64E-04	2.67E-04
3:Del:R:4	3.19E-08	1.58E-08	4.45E-09	8.73E-09
3:Del:R:5	5.76E-08	5.07E-08	6.34E-05	2.41E-08
4:Del:R:0	3.85E-04	3.16E-04	1.06E-03	3.27E-04
4:Del:R:1	8.95E-04	2.50E-04	6.58E-05	7.82E-05
4:Del:R:2	1.10E-04	2.17E-04	1.28E-04	0.00E+00
4:Del:R:3	3.19E-08	1.58E-08	4.45E-09	8.73E-09
4:Del:R:4	3.19E-08	1.58E-08	4.45E-09	8.73E-09
4:Del:R:5	3.19E-08	1.58E-08	4.45E-09	8.73E-09
5:Del:R:0	6.44E-04	1.04E-02	2.05E-04	1.37E-04
5:Del:R:1	3.15E-04	2.89E-04	8.75E-05	2.84E-04
5:Del:R:2	9.82E-05	1.06E-04	1.81E-08	7.09E-07
5:Del:R:3	3.19E-08	1.58E-08	4.45E-09	8.73E-09
5:Del:R:4	5.55E-05	2.68E-07	3.58E-08	1.37E-05
5:Del:R:5	2.01E-09	2.02E-08	1.26E-04	1.77E-05
2:Ins:R:0	7.62E-05	1.81E-04	1.12E-09	2.20E-04
2:Ins:R:1	1.46E-04	2.25E-04	1.07E-04	6.97E-05
2:Ins:R:2	1.52E-04	3.79E-09	1.26E-04	1.40E-04
2:Ins:R:3	9.97E-05	1.46E-04	9.92E-08	3.65E-05
2:Ins:R:4	4.69E-04	3.61E-05	3.35E-08	3.80E-04
2:Ins:R:5	9.02E-04	2.05E-04	2.03E-04	1.18E-03
3:Ins:R:0	6.93E-05	9.53E-05	1.74E-08	9.54E-09
3:Ins:R:1	2.10E-04	1.37E-04	2.21E-08	1.02E-08
3:Ins:R:2	8.04E-08	1.27E-07	5.45E-05	4.09E-08
3:Ins:R:3	9.11E-05	1.10E-04	1.34E-09	3.67E-05
3:Ins:R:4	5.29E-05	7.15E-08	5.70E-08	2.93E-05
3:Ins:R:5	1.91E-04	0.00E+00	1.77E-04	1.14E-04
4:Ins:R:0	2.25E-05	1.42E-04	7.79E-05	9.96E-08
4:Ins:R:1	1.51E-04	1.30E-04	4.39E-05	1.89E-04
4:Ins:R:2	3.01E-05	6.28E-08	5.11E-08	8.97E-05
4:Ins:R:3	8.37E-08	6.48E-08	4.90E-08	4.86E-05
4:Ins:R:4	4.47E-05	3.20E-07	3.76E-09	1.10E-04
4:Ins:R:5	2.32E-04	1.22E-04	1.07E-04	2.53E-04
5:Ins:R:0	8.33E-08	5.77E-08	5.67E-05	1.29E-08
5:Ins:R:1	3.74E-04	7.66E-04	1.51E-04	2.70E-04
5:Ins:R:2	1.14E-08	1.49E-05	2.06E-04	1.51E-04
5:Ins:R:3	3.19E-08	1.58E-08	4.45E-09	8.73E-09
5:Ins:R:4	5.23E-05	4.84E-08	2.24E-05	9.35E-05
5:Ins:R:5	3.19E-08	1.58E-08	4.45E-09	8.73E-09
2:Del:M:1	3.83E-04	2.88E-04	2.17E-10	8.42E-05
3:Del:M:1	2.18E-04	6.87E-04	5.26E-05	1.05E-04
3:Del:M:2	1.75E-04	2.30E-04	0.00E+00	2.63E-04
4:Del:M:1	3.33E-04	4.05E-04	1.34E-03	2.05E-04
4:Del:M:2	2.14E-04	2.32E-04	1.05E-04	1.15E-04
4:Del:M:3	1.96E-04	6.29E-05	6.26E-05	1.25E-04
5:Del:M:1	1.17E-07	1.43E-02	1.01E-03	0.00E+00
5:Del:M:2	2.81E-04	5.65E-03	4.78E-04	1.88E-04
5:Del:M:3	2.82E-08	2.84E-03	4.38E-11	5.00E-04
5:Del:M:4	2.07E-04	7.38E-04	7.59E-05	4.82E-05
5:Del:M:5	2.17E-04	7.82E-04	1.37E-04	4.29E-04
