NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.113	22.683	13.552	15.403	0.113	0.984	60000.0
2	58.453	23.173	13.809	15.602	0.111	0.984	70000.0
3	58.251	23.083	13.752	15.563	0.119	0.983	60000.0
4	56.259	21.96	13.166	14.835	0.111	0.984	60000.0
5	61.37	23.805	14.732	16.442	0.117	0.981	40000.0
6	61.317	23.304	15.073	15.94	0.112	0.983	50000.0
7	58.905	22.841	13.672	15.068	0.113	0.985	40000.0
8	55.462	22.147	12.826	14.962	0.113	0.984	90000.0
9	58.416	22.986	13.578	15.562	0.118	0.982	30000.0
10	56.821	22.223	13.308	14.864	0.115	0.985	30000.0
