NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.227	20.287	13.221	12.388	0.127	0.989	30000.0
2	52.224	19.22	12.227	11.198	0.123	0.992	50000.0
3	56.649	20.505	13.844	12.427	0.12	0.99	40000.0
4	52.304	19.437	12.071	11.478	0.118	0.991	40000.0
5	57.162	20.752	14.112	12.487	0.126	0.99	40000.0
6	53.291	19.383	12.876	11.62	0.118	0.99	60000.0
7	56.425	20.908	13.364	12.416	0.128	0.989	60000.0
8	54.281	19.837	13.052	11.944	0.123	0.991	30000.0
9	56.14	20.975	13.712	12.74	0.126	0.989	70000.0
10	54.011	19.762	12.573	11.515	0.124	0.991	60000.0
