NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	150.575	53.173	52.849	41.45	0.303	0.887	40000.0
2	145.794	49.935	46.927	36.42	0.292	0.922	40000.0
3	145.196	52.276	52.398	41.519	0.306	0.888	30000.0
4	147.45	50.816	51.118	40.449	0.296	0.903	40000.0
5	139.793	48.957	47.49	38.176	0.291	0.907	30000.0
6	137.353	49.445	47.54	38.719	0.301	0.903	20000.0
7	146.59	52.989	51.148	41.053	0.303	0.896	20000.0
8	142.438	49.31	47.613	38.003	0.294	0.907	40000.0
9	143.099	49.803	47.344	37.511	0.299	0.91	30000.0
10	153.358	53.535	54.396	42.0	0.304	0.884	30000.0
