Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	3.52E+00	5.25E+00	4.04E+00	3.01E+00	1.24E+00	8.00E-01
V2	2.96E+00	5.78E-01	1.38E+00	2.12E+00	4.77E-01	6.67E-01
V3	2.88E+00	2.13E+00	1.56E+00	3.41E+00	5.93E-01	1.80E+00
V4	4.23E-01	2.05E+00	1.72E+00	2.45E+00	1.19E+00	1.12E+00
V5	2.72E+00	1.13E+00	1.25E+00	3.00E-01	2.02E+00	3.08E+00
V6	8.84E-01	1.35E+00	4.67E-01	6.40E-01	8.27E-01	1.18E+00
V7	4.59E+00	1.91E+00	1.33E+00	2.02E+00	4.10E+00	2.59E+00
V8	8.83E-01	1.05E+00	1.53E+00	0.00E+00	3.35E-01	7.67E-01
V9	1.29E+00	5.04E-01	7.63E-01	3.73E-01	8.06E-01	8.94E-01
V10	0.00E+00	1.84E+00	8.19E-01	8.67E-01	1.58E+00	1.92E+00
V11	6.23E-01	2.76E+00	1.06E+00	2.43E+00	2.80E+00	2.32E+00
V12	1.57E+00	1.61E+00	1.78E+00	2.29E+00	4.90E-01	0.00E+00
V13	1.10E+00	1.16E+00	3.06E-01	8.95E-01	1.05E+00	6.84E-01
V14	6.50E-01	2.68E+00	3.96E+00	1.33E+00	4.42E+00	7.12E-01
V15	1.98E+00	1.26E+00	9.21E-01	1.17E+00	9.60E-01	7.75E-01
V16	1.10E+00	2.10E+00	3.42E+00	2.92E+00	2.13E+00	0.00E+00
V17	1.83E+00	8.70E-01	0.00E+00	1.41E+00	1.65E+00	1.20E+00
V18	1.74E+00	1.62E+00	0.00E+00	1.28E+00	1.59E+00	1.77E+00
V19	6.90E-01	1.79E+00	1.28E+00	7.27E-01	2.22E+00	4.82E-01
V20	2.21E+00	1.95E+00	4.60E+00	3.89E+00	1.13E+00	0.00E+00
V21	1.51E+00	3.63E+00	2.02E+00	3.89E-01	7.37E-01	1.21E+00
V22	2.10E+00	3.66E+00	1.83E+00	3.00E-01	3.96E-01	2.20E+00
V23	3.37E+00	3.67E+00	1.45E+00	4.96E-01	1.21E+00	0.00E+00
V24	3.06E+00	2.13E-01	2.21E+00	1.63E+00	0.00E+00	3.65E+00
V25	3.40E+00	3.36E+00	1.02E+00	0.00E+00	3.54E+00	8.83E-01
V26	3.59E-01	9.55E-01	8.44E-01	1.01E+00	7.03E-01	1.44E+00
V27	1.09E+00	2.07E+00	1.13E+00	9.12E-01	2.21E+00	1.26E+00
V28	2.58E+00	1.72E+00	1.30E+00	0.00E+00	0.00E+00	3.42E-01
V29	0.00E+00	2.19E+00	1.38E+00	0.00E+00	3.29E+00	6.71E-01
V30	2.11E+00	3.71E+00	3.17E+00	4.10E+00	1.51E+00	3.89E-01
V31	1.38E+00	7.37E-01	2.07E+00	1.85E+00	1.37E+00	0.00E+00
V32	1.24E+00	1.42E+00	3.64E+00	1.38E+00	2.06E+00	3.09E+00
V33	0.00E+00	1.95E+00	1.10E+00	2.68E+00	3.58E+00	0.00E+00
V34	3.30E+00	1.89E+00	2.74E+00	3.00E+00	2.60E+00	1.20E+00
V35	6.16E-01	2.19E+00	0.00E+00	9.32E-01	1.25E+00	1.78E+00
V36	3.34E+00	2.99E+00	2.00E+00	2.78E+00	2.55E+00	6.16E-01
V37	3.33E+00	3.25E+00	5.63E-01	1.33E-01	3.33E-01	9.71E-01
V38	0.00E+00	1.86E+00	2.00E+00	1.24E+00	1.85E+00	1.02E+00
V39	6.86E-01	2.07E+00	1.57E+00	2.29E+00	1.65E+00	0.00E+00
V40	7.95E-01	1.93E+00	1.56E+00	0.00E+00	1.67E+00	2.10E+00
V41	6.71E-01	2.02E+00	1.56E+00	1.45E+00	5.78E-01	9.87E-01
V42	2.06E+00	1.11E+00	7.63E-01	0.00E+00	1.77E+00	2.54E+00
V43	1.54E+00	1.05E+00	8.72E-01	7.63E-01	0.00E+00	1.10E+00
V44	9.66E-01	8.72E-01	1.67E+00	1.90E+00	1.87E+00	4.42E-01
V45	0.00E+00	2.16E+00	7.12E-01	2.62E+00	7.18E-01	1.48E+00
V46	9.10E-01	2.67E+00	3.34E+00	1.09E+00	2.20E+00	1.58E+00
V47	8.33E-01	1.05E+00	1.28E+00	1.29E+00	0.00E+00	4.47E-01
V48	2.62E+00	1.59E+00	2.05E+00	7.00E-01	1.74E+00	1.40E+00
V49	8.67E-01	1.55E+00	1.62E+00	2.24E+00	1.50E+00	0.00E+00
V50	1.64E+00	1.13E+00	9.68E-01	1.01E+00	2.60E+00	3.00E-01
V51	1.46E+00	2.04E+00	3.79E-01	8.92E-01	2.49E-01	1.55E+00
V52	2.54E+00	0.00E+00	1.05E+00	2.00E-01	1.03E+00	2.06E+00
V53	2.55E+00	2.64E+00	3.59E-01	3.19E+00	8.79E-01	1.73E+00
V54	3.88E+00	4.01E+00	2.75E+00	9.07E-01	2.30E+00	6.36E-01
V55	1.83E+00	4.00E-01	1.44E+00	0.00E+00	1.40E+00	1.02E+00
V56	7.75E-01	5.42E-01	1.08E+00	1.58E+00	0.00E+00	4.99E-01
V57	0.00E+00	1.00E-01	1.77E+00	5.67E+00	5.86E+00	4.64E+00
V58	2.83E+00	2.96E+00	1.67E+00	1.62E+00	2.20E+00	0.00E+00
V59	5.67E-01	1.47E+00	1.46E+00	1.41E+00	9.57E-01	1.17E+00
V60	3.03E+00	2.29E+00	6.36E-01	4.95E+00	1.83E+00	3.50E+00
V61	1.98E+00	1.71E+00	6.87E-01	4.77E-01	3.42E-01	1.98E+00
V62	5.04E-01	2.13E-01	5.32E+00	8.54E-01	1.57E+00	4.47E+00
V63	3.61E+00	1.74E+00	4.48E+00	2.13E-01	0.00E+00	2.90E+00
V64	8.41E-01	1.10E+00	0.00E+00	1.43E+00	7.22E-01	1.47E+00
V65	1.56E+00	3.06E+00	1.89E+00	1.69E+00	1.01E+00	2.01E+00
V66	1.14E+00	5.82E-01	1.10E+00	1.58E+00	7.33E-01	2.32E+00
V67	1.40E+00	2.13E-01	1.18E+00	1.07E+00	1.01E+00	1.56E+00
V68	2.71E+00	6.00E-01	2.92E+00	1.12E+00	4.73E-01	0.00E+00
V69	9.34E-01	4.73E-01	2.67E+00	5.00E-01	2.98E-01	2.86E+00
V70	9.55E-01	0.00E+00	9.43E-01	5.16E-01	0.00E+00	0.00E+00
V71	0.00E+00	1.33E-01	9.46E-01	1.01E+00	0.00E+00	1.26E+00
V72	1.10E+00	1.48E+00	2.58E+00	2.51E+00	1.06E+00	3.10E+00
V73	8.85E-01	3.53E+00	2.26E+00	2.84E+00	4.71E+00	0.00E+00
V74	3.13E+00	1.42E+00	1.25E+00	3.68E+00	1.61E+00	7.33E-01
V75	9.09E-01	2.66E+00	2.33E+00	3.04E+00	1.85E+00	2.04E+00
V76	1.38E+00	1.10E+00	0.00E+00	0.00E+00	1.60E+00	1.91E+00
V77	1.57E+00	4.53E+00	1.16E+00	1.43E+00	0.00E+00	4.05E+00
V78	4.89E+00	7.27E-01	1.73E+00	4.22E+00	1.03E+00	1.13E+00
V79	2.76E+00	3.09E+00	5.21E-01	1.55E+00	4.16E-01	6.84E-01
V80	3.79E-01	1.40E+00	1.66E+00	1.51E+00	5.96E-01	1.34E+00
V81	1.06E+00	1.65E+00	1.13E+00	2.47E+00	1.49E+00	2.42E+00
V82	1.48E+00	4.23E-01	2.11E+00	5.81E-01	1.61E+00	1.44E+00
V83	1.64E+00	1.95E+00	1.36E+00	1.50E+00	5.73E-01	0.00E+00
V84	7.61E-01	4.07E-01	0.00E+00	4.07E-01	9.32E-01	6.50E-01
V85	2.14E+00	1.61E+00	8.59E-01	8.97E-01	7.77E-01	1.94E+00
V86	0.00E+00	2.51E+00	3.76E+00	0.00E+00	2.67E+00	1.83E+00
V87	2.91E+00	2.19E+00	1.93E+00	7.18E-01	0.00E+00	9.33E-01
V88	1.76E+00	2.14E+00	0.00E+00	2.11E+00	2.33E+00	2.61E+00
V89	0.00E+00	1.23E+00	5.33E-01	2.79E+00	2.81E+00	2.14E+00
V90	2.32E+00	1.92E+00	1.92E+00	1.51E+00	2.36E+00	0.00E+00
V91	1.98E+00	3.58E+00	1.21E+00	1.98E+00	2.63E+00	4.30E+00
V92	3.51E+00	2.45E+00	3.20E+00	3.31E+00	2.00E-01	1.44E+00
V93	2.44E+00	1.73E+00	1.33E+00	1.87E+00	0.00E+00	2.81E+00
V94	4.54E+00	4.32E+00	3.14E-01	1.01E+00	1.32E+00	2.77E+00
V95	2.99E+00	1.67E+00	2.94E+00	9.71E-01	1.95E+00	1.16E+00
V96	2.58E+00	3.38E+00	2.34E+00	1.62E+00	2.42E+00	1.39E+00
V97	0.00E+00	3.99E+00	3.55E+00	1.55E+00	1.28E+00	5.82E-01
V98	2.24E+00	2.92E+00	3.55E+00	2.17E+00	2.18E+00	1.43E+00
V99	0.00E+00	1.81E+00	3.35E-01	0.00E+00	1.78E+00	3.96E-01
V100	0.00E+00	4.20E+00	1.25E+00	5.27E+00	3.44E+00	2.17E+00
