MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.8321019524591974e-06	0.0011964685081608194	1.5311755987568177e-07	2.7445023391692304e-07	0.002219465188909453	7.006492321624085e-46	0.6833709210157395	0.04264746661756362	0.0007130399426003465	0.005436859232054303	0.04704800714089288	0.16500480398535727	6.925107154529542e-05	0.058691655099391934
1:Del:C:1	2.5525534397274897e-08	0.0005760880652815103	0.0005573422445650067	0.00033431348491888004	0.00505557325668633	2.8025969286496343e-46	0.020358636055607348	0.039304575887285864	0.00045532194333617324	1.013099904412229e-07	0.23790421485900878	0.08082300743408269	0.03370502327621807	0.0024752460420131685
1:Del:C:2	0.00039724500093143436	0.0021085432963445783	0.0	0.001561813976150006	1.4012984643248171e-46	0.017791646934347226	0.0028534441255033014	0.020425664127105846	0.06402149200439453	0.004386287060333416	0.0021950151771306992	0.0010142459766939282	0.003070494160056114	0.008460011682473123
1:Del:C:3	2.1032460981729172e-07	2.5292397936027556e-07	1.441111757571889e-06	3.159976316169377e-07	0.0017924323259308039	0.8774701535701752	4.911866895440653e-07	0.03573963344097138	0.07498996117001297	0.00022355294492744094	8.407790785948902e-46	9.003084642245084e-08	1.3272352703097568e-06	0.0013197724547751478
1:Del:C:4	0.0010991980768380928	0.000366139761172235	0.0007935761124826968	0.0003384723257283895	0.0012396240141242742	0.0	0.005008409498259425	0.000715194782242179	0.002119284392599141	0.009230967692565173	0.016888151899911462	0.002984340162947774	0.027368126809597014	0.007432757417973335
1:Del:C:5	0.005856126764069813	0.0	2.307827671188534e-08	0.0014436523113545263	0.0	2.4060593659669396e-07	0.0008016999810934067	0.0008446459425613285	0.0017227877344339504	0.03085172255523503	0.012837478087458009	0.00023120856312743853	0.01744580501690507	0.018582402510958218
1:Del:T:0	0.007624875527108088	0.0	0.004186364639735984	0.00019634882919490338	0.0011296084034256638	0.005473254900425673	0.09987106323242187	0.13481092881411313	0.015667405538260938	0.013471398036926985	0.12399390526115894	0.030856059133703678	0.050632198434323074	0.058764833211898806
1:Del:T:1	0.0004594723363524622	5.789347881091089e-08	1.413299060004647e-07	2.98352756544773e-07	0.00032064381757663797	1.5358593259406915e-07	0.0016533902727132953	0.002329764710384552	0.00406528040766716	0.0013978345809618985	0.07762718249072123	0.12432664204388857	1.526981463939592e-07	0.024376390556629702
1:Del:T:2	0.00019904009532183408	0.00030873871874064206	0.0	0.00018338866357225925	0.0022180714178830383	0.0051121450441200976	0.02048994224751368	0.0026694485219195484	0.007258976809680462	0.0341411218047142	0.17194075472652912	0.042149193584918976	0.09824914447963237	0.004022118821740151
1:Del:T:3	1.4012984643248171e-46	0.0	0.003907378019300722	0.0	0.0018606648547574878	0.0003339912509545684	0.052601516246795654	0.0012001646682620049	1.4012984643248171e-46	0.08539708703756332	0.0782011477916967	0.32768169045448303	0.037536762235095014	0.02152429148554802
1:Del:T:4	0.00923065506419789	1.5896434319984109e-07	2.8584474875970046e-08	0.000513192790394612	9.624278902720107e-08	0.0004059363474583355	0.021402049145854106	0.0006854956497079456	1.4012984643248171e-46	0.012928732230648166	0.07877728635015861	0.04077157423171229	0.527506846189499	0.036410672551369316
1:Del:T:5	0.9331589818000794	8.382873234718397e-08	6.081392172063715e-08	3.6160594264530847e-07	0.0015931309490795798	0.0029294410882543254	8.033448466449044e-08	8.753662768867798e-07	0.01146508976817131	0.6937922716140748	0.01376048585460694	7.354547051363625e-07	0.02355804277869993	0.07523053300255925
1:Ins:C:0	5.758209154009819e-05	0.0003957163484301418	0.0	6.098336400981452e-05	0.0011684986066796909	3.457836641587164e-05	0.0	0.0013954382159795387	0.001774396322434768	0.0006364504594557729	0.0006628581099079156	0.0008602316491305828	0.00022138834096949723	0.0004696628060628427
1:Ins:C:1	3.496693784246219e-05	1.1926370291348575e-08	0.0	7.757771385286105e-08	0.003110366361215711	2.3331868177933757e-05	0.00017334421863779426	0.0017283870256505907	7.219072138298088e-07	0.001186325096178109	0.00045526149141892345	0.00021656585703908605	1.3016381217312301e-08	0.0017192555758633432
1:Ins:C:2	2.3687244876668957e-08	0.0004502339348011475	7.531095320700843e-08	1.2713406327691246e-08	0.0007585943842343568	9.420725177733402e-09	0.0	0.002673238597344607	2.005804105920106e-07	2.872553590549387e-08	0.0006808720121625811	0.0013421613784998954	8.584902388975025e-09	0.0
1:Ins:C:3	7.975241089752671e-09	5.2601351185899146e-08	3.292343855321178e-08	0.0007134675385628952	0.00022323487792164087	5.3191440940736355e-08	8.843533265689984e-08	0.00012434924264947966	5.8405010934592384e-05	4.341387409567687e-08	5.358910932784511e-08	5.028334367551679e-07	0.0	0.0008519190916530306
1:Ins:C:4	0.0024952170089818536	0.0002190387979226216	0.00021421864174513415	0.0013680033065355702	0.0	0.0	0.0	0.0005979162035259833	0.0	0.0042285978198151495	0.0	0.005095750279724598	0.0009013240567583125	0.008149998262524605
1:Ins:C:5	0.007023189449580159	0.0002413466791040264	0.0	0.013607871113345027	0.00033764358377084134	7.290828762052115e-07	0.00013601770624518394	0.001072598434984684	0.0026598213182296602	0.009614861011505127	0.0011559642811334926	0.006643714456004091	0.01132749579846859	0.07245261422358454
1:Ins:T:0	0.0007955148420961677	0.0002575882972450927	0.0	0.0008264835115369351	0.0012256155139766633	0.0006818554022174795	0.02376383278051435	0.02001092308200896	0.0016171058639883995	0.0005792835727334023	0.004556722062989138	0.011515920946840197	1.4012984643248171e-46	0.007590269891079515
1:Ins:T:1	5.727143843614613e-08	0.0018737359088845551	0.00045257102206335275	1.14217080238177e-08	0.0033056857105417947	0.0004609697381965816	0.008526964066550135	0.0018959727720357477	0.0025373360025696457	0.0	0.009927787631750108	0.000851823009859487	0.033883103631569614	0.0
1:Ins:T:2	0.00025876768148123117	5.4769681412381035e-08	4.076645709574223e-05	1.1209536839551503e-05	0.0007268671412020922	3.287207252924418e-05	0.0011074359115610833	0.005075287446379662	0.0017125273123383522	0.004399565933272243	0.004240281693637371	0.004657285229768604	0.0	0.004497502324704783
1:Ins:T:3	0.000822153966795014	0.00022128724726826475	1.4012984643248171e-46	0.0010356569561281504	0.00029859598726034164	0.00019366302294656634	0.00045491179334931073	0.0011716616922058166	0.00045501505588845247	0.0010193936817813666	0.004610084181274487	0.0046550901597097296	0.004140689832274802	0.001148772565403533
1:Ins:T:4	0.0011398669565096497	0.0	0.0019152065040543675	0.010604889085516333	0.0001328269368968904	0.002247583131486408	0.0019832530946587213	0.0	0.0004091227427124977	0.005569367995485663	0.00029099525418132546	0.028662223368883133	0.00012524923076853156	0.02750919359373256
1:Ins:T:5	6.978842463922774e-08	0.0037402132167017044	0.0004260702461749588	0.9296662330627441	0.0018421784738166026	1.4012984643248171e-46	3.8835864870634394e-07	0.006834891811013222	0.004663496969487824	0.00396204431178262	0.00569297148657597	0.023909248269978887	0.0014034853338671383	0.22635759897530078
2:Del:R:0	3.819107951130718e-06	0.0005767302820459009	0.0	0.0013836496136640619	5.3199962712824346e-05	0.0016274659720693307	0.011205673427321016	0.03805839482229203	0.004698539250784961	0.00016054189763963221	0.011408554925583302	0.012936417851597071	0.0	0.001110782625619322
2:Del:R:1	0.0028767230804078283	0.0	0.00039974036303078717	0.0016852631130191754	0.007297060824930668	3.901717207099864e-08	0.003201799944508821	0.015243701543658972	5.501365521922708e-05	0.001430980465374887	0.005518828984349966	0.006137274659704417	0.025895979907363652	0.003919184021651745
2:Del:R:2	0.0012558000647771906	6.13318800631646e-05	2.009700779126433e-08	0.0005852825616855739	0.001813071836841118	0.0	0.000783135904930532	0.0002890713385113486	0.0	0.0013792463155994027	7.79833328579116e-08	0.0062668848317116495	0.0033272651256993414	0.002763288887217641
2:Del:R:3	0.0004535083626649339	0.0	0.0002090547885416072	3.4778710755745126e-08	9.456476846025908e-09	1.2080893441179797e-08	6.889867165682517e-09	0.0	1.750966582392266e-07	0.0003607889299189537	0.0003763484609180523	2.5401146785952733e-07	0.0003188710477843415	6.622973387493403e-08
2:Del:R:4	2.9743457074005163e-05	2.8025969286496343e-46	8.169300258487056e-09	1.239843072653457e-07	0.0001850342434124741	3.753171800013888e-08	4.4156241711945654e-05	0.0009495530811818754	1.4164981102737785e-06	0.0008410655743432471	0.00043352255306672305	7.994335376118044e-05	0.004875219613688841	0.001855302562704253
2:Del:R:5	0.0	5.695145688378034e-09	1.8817239322288515e-08	1.2847343846544846e-07	0.0015697721857577563	0.0	0.00019797893581525728	0.00038304520421661437	5.283171233827488e-07	0.0002804796552752009	1.874085614872456e-06	5.107324170694482e-07	0.00019828296551338553	1.2591251561389071e-07
3:Del:R:0	0.0002847709450918501	2.537517502787523e-07	8.655986789563031e-08	0.008347513464870105	0.0020091763987267084	0.07533435935342822	2.693822978017124e-08	2.8585461706143176e-06	0.7161799192428588	1.2124177430905548e-07	0.002137840018491488	2.3751875630750873e-07	0.0008778203689871588	3.343903567554207e-06
