Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	35	50	49	43	0	12	0	0	9	26	0	0
V2	41	8	0	105	0	22	0	46	60	0	0	35
V3	79	0	0	3	84	0	155	10	12	1	0	0
V4	14	3	20	48	0	59	0	43	71	0	0	13
V5	6	19	82	1	69	10	6	0	0	0	0	3
V6	213	73	54	104	0	286	0	0	55	0	10	0
V7	22	25	15	33	57	26	22	0	12	0	0	108
V8	2	92	0	40	14	98	0	0	16	28	0	0
V9	0	57	62	34	0	32	0	4	0	19	17	39
V10	97	46	75	5	106	0	45	19	2	115	0	0
V11	79	57	0	26	115	0	125	71	10	0	62	0
V12	0	0	4	0	14	155	0	0	2	18	2	0
V13	68	6	0	505	8	1	0	0	96	0	0	0
V14	36	22	0	48	0	0	31	91	35	10	0	0
V15	72	72	5	38	354	4	25	19	0	25	83	3
V16	81	96	0	145	37	64	10	20	86	0	0	33
V17	142	24	47	10	0	11	28	14	5	0	0	0
V18	37	95	3	8	0	4	23	0	0	3	0	0
V19	8	3	0	9	5	1	6	14	0	0	0	6
V20	5	12	17	0	0	3	0	0	1	0	9	0
V21	0	14	233	35	153	0	28	36	7	0	8	0
V22	110	129	0	16	130	4	160	0	3	112	0	0
V23	39	23	0	84	99	0	0	0	45	7	1	0
V24	76	45	16	33	71	0	72	70	0	0	86	0
V25	36	0	44	7	411	33	126	53	0	80	7	0
V26	56	30	15	0	9	57	2	0	0	0	7	0
V27	209	28	16	5	28	34	5	0	5	0	0	0
V28	0	76	0	0	0	46	0	65	9	0	0	15
V29	131	9	0	37	19	14	0	1	73	0	0	3
V30	11	0	0	307	0	78	7	0	118	0	0	10
V31	99	0	70	8	60	0	27	7	3	0	19	14
V32	9	0	240	3	95	3	51	80	9	25	0	0
V33	10	64	0	173	16	0	0	31	83	51	4	0
V34	21	67	136	5	0	0	4	18	0	22	0	11
V35	4	33	0	51	181	43	65	83	45	0	0	0
V36	32	14	0	33	32	16	36	8	0	0	0	0
V37	20	48	0	0	15	8	30	0	2	0	19	0
V38	0	191	66	25	111	1	31	20	18	0	30	14
V39	30	20	19	39	14	69	13	0	13	0	13	0
V40	119	10	0	111	89	0	47	109	18	0	112	0
V41	2	98	24	0	7	7	81	0	0	81	1	0
V42	40	61	282	145	65	0	8	56	67	34	8	41
V43	99	0	0	0	9	3	0	0	2	0	0	0
V44	0	100	6	20	2	0	0	42	0	18	0	2
V45	91	0	12	0	0	7	24	24	4	11	0	2
V46	21	231	0	0	59	9	23	0	0	0	0	36
V47	13	174	25	0	0	12	0	3	0	18	3	0
V48	107	12	0	11	0	210	15	0	2	3	31	0
V49	436	39	0	33	0	0	0	0	0	18	0	12
V50	0	22	51	85	0	115	1	3	70	0	4	0
V51	99	12	0	0	0	71	0	4	1	0	19	7
V52	69	50	0	20	77	135	9	59	30	0	0	0
V53	116	35	0	21	152	3	19	27	0	18	13	0
V54	28	8	0	4	81	8	94	15	2	5	0	0
V55	53	83	0	1	1	27	0	1	0	13	21	0
V56	0	0	20	36	0	21	4	0	8	5	11	0
V57	295	64	110	53	2	4	12	0	94	0	87	0
V58	4	0	60	0	35	50	23	0	0	2	4	0
V59	34	69	0	35	60	21	27	0	62	29	15	0
V60	73	107	0	40	72	107	29	18	59	0	14	0
V61	0	22	46	62	48	1	0	12	45	0	0	0
V62	72	142	6	0	2	1	15	37	10	15	0	0
V63	0	16	51	10	0	2	0	116	20	1	4	0
V64	0	86	41	58	55	55	20	73	28	1	0	7
V65	5	36	0	80	0	0	0	17	13	0	0	17
V66	0	160	137	79	0	40	2	10	34	6	8	0
V67	1	80	4	60	29	0	41	0	57	82	0	0
V68	3	0	82	82	0	1	0	43	44	11	0	9
V69	40	1	242	0	34	223	0	105	2	0	0	0
V70	12	38	0	3	125	130	149	0	27	60	0	0
V71	0	3	69	2	8	10	0	4	15	0	22	0
V72	176	0	127	0	9	6	11	0	0	0	15	0
V73	21	0	30	29	0	0	0	2	12	0	55	0
V74	16	0	0	120	107	69	76	7	41	7	0	1
V75	1	100	57	0	11	0	39	0	0	150	0	7
V76	22	51	9	0	0	0	5	0	0	2	0	0
V77	51	49	61	3	0	0	0	29	0	0	0	0
V78	0	70	192	0	0	0	0	56	0	41	0	0
V79	79	39	182	10	0	11	0	133	0	68	0	0
V80	10	4	0	49	51	4	64	0	56	0	0	0
V81	18	2	0	136	39	12	52	0	20	0	0	0
V82	11	0	31	0	0	0	3	2	9	2	19	0
V83	20	13	0	102	0	1	0	0	16	0	66	0
V84	7	37	42	0	32	140	94	31	0	0	0	0
V85	1	77	3	35	0	17	0	15	61	0	0	49
V86	18	6	71	0	180	63	52	0	17	0	0	0
V87	0	163	6	35	0	7	11	14	9	0	0	0
V88	8	57	0	153	23	60	7	0	88	0	33	0
V89	21	48	64	18	7	0	12	15	0	0	48	0
V90	115	39	0	10	0	113	0	0	2	0	14	9
V91	36	16	3	3	2	81	1	4	11	0	2	0
V92	0	3	22	17	0	94	70	40	3	0	0	0
V93	456	0	114	0	0	51	0	11	0	22	17	0
V94	4	25	17	0	0	5	0	12	0	6	0	13
V95	0	24	53	58	47	0	19	22	17	12	64	0
V96	6	19	3	0	0	65	0	1	0	4	1	0
V97	14	10	0	0	21	38	0	3	0	54	0	0
V98	13	168	100	0	0	292	0	72	0	0	0	11
V99	27	28	203	10	27	126	23	97	4	51	0	28
V100	27	18	0	2	0	27	0	0	1	0	0	18
