MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	2.87E-08	7.67E-04	8.38E-04	8.88E-04	2.41E-03
1:Del:C:1	5.10E-05	2.10E-04	9.02E-07	4.01E-04	1.59E-03
1:Del:C:2	2.20E-04	8.92E-05	8.13E-05	8.62E-05	5.00E-04
1:Del:C:3	1.09E-03	8.31E-04	7.44E-04	8.27E-04	1.08E-03
1:Del:C:4	8.02E-09	2.26E-04	5.23E-06	3.76E-04	5.58E-04
1:Del:C:5	3.97E-04	2.39E-04	1.48E-07	6.32E-04	1.40E-08
1:Del:T:0	1.20E-03	7.37E-04	2.94E-04	9.23E-04	2.57E-03
1:Del:T:1	6.90E-04	5.34E-04	1.37E-03	5.66E-04	1.50E-03
1:Del:T:2	3.94E-04	3.94E-04	1.67E-04	6.49E-04	1.54E-03
1:Del:T:3	4.80E-04	3.04E-05	8.14E-04	1.56E-03	2.04E-03
1:Del:T:4	2.09E-05	3.60E-04	7.28E-04	1.71E-03	1.46E-03
1:Del:T:5	8.02E-08	3.71E-07	4.58E-08	4.54E-03	3.57E-08
1:Ins:C:0	4.90E-09	3.42E-08	3.13E-03	1.58E-07	2.00E-08
1:Ins:C:1	1.77E-04	0.00E+00	3.63E-05	6.51E-05	2.94E-04
1:Ins:C:2	2.06E-04	1.13E-04	8.02E-05	1.41E-04	2.63E-05
1:Ins:C:3	5.37E-05	5.96E-05	1.59E-08	1.02E-04	1.10E-04
1:Ins:C:4	0.00E+00	3.84E-04	2.49E-04	2.95E-04	1.47E-05
1:Ins:C:5	3.59E-04	7.13E-04	9.60E-08	7.28E-04	1.74E-05
1:Ins:T:0	2.00E-04	4.79E-04	9.00E-05	2.73E-04	7.63E-04
1:Ins:T:1	3.42E-04	0.00E+00	3.67E-04	0.00E+00	8.61E-04
1:Ins:T:2	1.84E-04	1.99E-04	7.57E-09	2.91E-04	2.49E-04
1:Ins:T:3	8.12E-05	2.66E-04	2.95E-04	3.36E-04	2.74E-04
1:Ins:T:4	6.63E-09	5.72E-04	2.47E-04	4.52E-04	1.06E-04
1:Ins:T:5	7.87E-08	3.23E-03	2.48E-04	3.96E-07	6.51E-07
2:Del:R:0	5.13E-04	3.21E-04	0.00E+00	3.19E-04	6.23E-04
2:Del:R:1	5.12E-04	2.57E-04	0.00E+00	5.15E-04	6.20E-04
2:Del:R:2	4.08E-08	1.68E-04	2.16E-08	3.64E-04	2.18E-04
2:Del:R:3	6.86E-05	8.94E-05	3.45E-08	1.09E-08	0.00E+00
2:Del:R:4	1.58E-05	1.40E-04	1.15E-07	1.24E-04	2.75E-05
2:Del:R:5	1.64E-04	6.60E-09	2.24E-05	4.07E-08	8.82E-09
3:Del:R:0	3.73E-04	7.72E-05	2.41E-04	0.00E+00	4.44E-04
3:Del:R:1	2.53E-04	2.89E-04	3.05E-04	3.90E-04	4.50E-04
3:Del:R:2	4.41E-04	2.27E-04	3.52E-04	4.27E-04	2.89E-05
3:Del:R:3	1.89E-08	0.00E+00	1.53E-08	8.87E-05	1.07E-04
3:Del:R:4	2.25E-04	6.02E-05	6.91E-05	1.04E-04	5.17E-05
3:Del:R:5	5.61E-08	3.00E-08	3.95E-08	4.84E-08	3.18E-05
4:Del:R:0	2.23E-04	0.00E+00	2.70E-04	4.82E-04	3.09E-04
4:Del:R:1	2.77E-04	2.09E-04	0.00E+00	4.20E-04	5.09E-04
4:Del:R:2	7.86E-05	5.89E-05	6.25E-09	9.80E-05	2.31E-05
4:Del:R:3	1.86E-05	6.65E-05	5.59E-08	8.54E-08	5.48E-08
4:Del:R:4	9.71E-05	3.42E-08	4.26E-08	4.31E-08	5.96E-08
4:Del:R:5	3.83E-05	0.00E+00	6.43E-09	7.95E-05	2.46E-08
5:Del:R:0	2.49E-03	1.81E-03	2.31E-03	0.00E+00	3.03E-03
5:Del:R:1	2.29E-04	0.00E+00	3.99E-05	4.63E-04	1.34E-04
5:Del:R:2	6.11E-05	3.66E-08	3.81E-08	3.22E-08	7.89E-05
5:Del:R:3	5.22E-08	2.35E-08	4.56E-08	4.91E-08	1.03E-04
5:Del:R:4	4.48E-08	4.28E-05	6.19E-08	5.57E-08	4.30E-08
5:Del:R:5	3.73E-09	2.57E-09	2.78E-09	3.85E-09	6.27E-09
2:Ins:R:0	1.91E-04	1.26E-04	8.27E-09	1.42E-04	4.11E-04
2:Ins:R:1	2.42E-04	0.00E+00	0.00E+00	9.71E-05	2.04E-04
2:Ins:R:2	1.72E-08	1.86E-08	1.20E-04	3.73E-05	2.02E-04
2:Ins:R:3	4.60E-05	1.56E-04	2.12E-08	1.46E-04	1.11E-08
2:Ins:R:4	5.36E-09	2.15E-04	1.70E-04	1.22E-04	0.00E+00
2:Ins:R:5	2.62E-04	9.18E-04	2.81E-04	1.11E-03	3.75E-04
3:Ins:R:0	2.16E-05	3.04E-08	4.16E-08	3.15E-08	5.30E-08
3:Ins:R:1	1.58E-03	4.96E-04	9.68E-04	6.30E-04	0.00E+00
3:Ins:R:2	5.48E-08	3.26E-08	3.57E-05	7.65E-05	5.56E-08
3:Ins:R:3	2.12E-05	6.26E-05	1.09E-04	6.69E-09	1.72E-04
3:Ins:R:4	8.01E-09	2.62E-09	1.71E-05	1.40E-04	2.20E-08
3:Ins:R:5	1.09E-04	4.55E-04	8.53E-04	3.74E-04	3.19E-04
4:Ins:R:0	6.37E-05	6.07E-09	5.28E-05	4.71E-08	1.36E-08
4:Ins:R:1	9.77E-05	0.00E+00	3.23E-05	1.07E-04	1.76E-04
4:Ins:R:2	3.64E-08	8.05E-05	3.43E-08	3.40E-08	3.76E-08
4:Ins:R:3	3.45E-05	2.49E-08	4.78E-08	3.41E-08	4.80E-08
4:Ins:R:4	1.80E-05	3.47E-05	6.42E-05	1.39E-08	9.59E-05
4:Ins:R:5	1.02E-04	3.05E-04	1.08E-04	3.69E-04	5.31E-05
5:Ins:R:0	7.67E-05	9.31E-09	6.38E-09	1.13E-08	1.41E-08
5:Ins:R:1	4.03E-04	1.73E-04	2.13E-04	2.32E-04	6.73E-04
5:Ins:R:2	3.52E-05	2.14E-08	3.93E-08	7.31E-08	1.21E-04
5:Ins:R:3	5.38E-08	2.01E-08	3.40E-08	4.49E-08	8.44E-05
