Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	14	0	9	9	31	10	0	7	7	17	0	0	0	0
V2	184	13	60	5	7	27	4	10	0	8	0	8	0	0
V3	24	18	0	1	15	14	23	9	34	5	27	67	0	0
V4	33	0	10	4	13	30	3	27	25	32	0	0	0	0
V5	0	312	4	3	34	2	17	6	4	3	57	0	1	0
V6	0	3	115	0	0	15	4	2	0	0	0	0	1	0
V7	54	169	47	15	26	1	12	12	0	7	18	73	0	0
V8	27	47	10	5	0	37	0	15	6	0	12	5	0	0
V9	255	0	33	5	82	0	84	0	0	0	6	0	0	19
V10	36	73	130	8	2	0	0	1	0	2	3	34	0	3
V11	81	18	0	35	32	11	0	5	26	0	4	4	0	20
V12	13	112	237	3	3	8	0	7	0	0	10	1	0	0
V13	54	0	0	31	51	4	0	5	46	13	8	0	1	4
V14	16	47	0	46	22	30	16	99	31	0	0	0	2	0
V15	63	19	59	9	0	7	12	10	31	1	4	0	0	37
V16	52	30	109	10	0	3	0	1	0	1	1	0	3	19
V17	46	19	23	4	20	8	0	0	0	0	18	23	23	5
V18	9	23	12	18	50	1	16	0	14	0	7	3	6	0
V19	14	16	11	6	12	58	10	137	1	41	0	0	0	0
V20	33	0	2	2	9	0	11	0	76	0	11	0	0	0
V21	7	89	231	87	67	1	53	0	0	0	0	8	110	0
V22	8	122	38	37	2	15	0	4	0	5	11	20	19	0
V23	124	96	10	18	99	9	242	11	0	0	0	0	8	2
V24	111	338	92	12	117	99	9	104	65	120	0	0	0	4
V25	35	205	78	3	22	33	0	51	0	62	11	19	1	0
V26	522	15	0	11	5	35	0	31	14	35	0	15	14	15
V27	3	120	54	0	2	31	0	66	6	44	0	25	0	0
V28	6	37	26	8	15	63	1	12	15	75	20	0	2	0
V29	33	0	187	31	35	0	34	0	0	0	39	0	13	0
V30	26	0	162	29	3	26	0	11	0	76	0	0	7	0
V31	46	23	17	0	4	2	7	0	0	14	0	16	0	2
V32	69	5	12	30	0	39	55	21	48	31	11	0	3	8
V33	0	26	4	16	7	1	0	0	3	1	0	6	3	1
V34	0	57	4	17	3	4	0	6	0	1	2	0	1	4
V35	40	96	4	0	0	2	0	12	5	7	10	23	0	5
V36	0	30	18	0	47	8	0	0	0	55	1	0	0	0
V37	70	36	2	49	6	1	0	0	0	0	17	7	0	12
V38	214	0	15	2	1	3	1	1	0	1	0	30	0	0
V39	73	317	70	34	12	7	23	2	0	0	28	2	1	0
V40	67	46	0	96	23	0	74	14	0	11	81	0	55	0
V41	11	48	7	67	4	8	1	3	0	0	8	0	11	3
V42	76	17	5	4	23	23	11	1	13	11	4	17	0	16
V43	50	17	52	170	16	2	5	0	0	0	12	0	0	5
V44	31	94	8	37	60	16	22	0	82	0	36	3	8	0
V45	49	262	53	3	25	25	18	13	62	16	0	0	0	0
V46	65	4	222	4	7	14	7	10	5	29	7	0	2	5
V47	242	138	0	0	0	2	0	4	0	3	46	16	0	0
V48	20	0	32	38	26	12	15	36	24	1	0	0	2	0
V49	4	21	15	0	38	24	44	53	0	32	18	0	0	0
V50	0	356	3	7	44	0	33	3	0	0	46	0	0	0
V51	1	8	24	25	18	0	4	10	20	0	42	0	0	0
V52	0	61	0	11	4	1	9	0	0	0	8	8	3	0
V53	1	0	35	82	14	79	0	57	12	11	0	0	28	0
