Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V54	0	73	3	0	12	1	4	29	0	19	14	14	1	0
V55	327	8	96	3	9	3	0	21	5	0	0	0	1	1
V56	22	21	6	47	175	49	31	10	0	0	8	22	21	0
V57	156	1	136	7	0	0	0	0	0	0	3	10	15	12
V58	34	7	38	13	103	0	44	3	150	0	4	0	6	9
V59	0	16	18	68	1	7	0	4	3	0	0	0	0	0
V60	29	54	33	3	11	0	15	0	0	0	0	35	0	0
V61	21	4	48	6	12	1	4	0	10	3	0	0	8	1
V62	0	211	56	4	9	0	11	0	13	0	25	0	0	0
V63	11	0	0	24	109	6	64	0	0	0	4	13	0	0
V64	49	56	7	0	10	37	0	35	12	65	0	0	3	22
V65	36	62	14	56	0	8	8	11	1	19	0	41	6	5
V66	69	21	25	13	8	1	0	1	0	0	10	0	3	50
V67	216	20	1	8	52	1	38	1	6	1	4	11	0	12
V68	58	3	32	12	0	7	3	8	0	0	3	7	1	2
V69	27	0	113	6	5	19	4	16	0	0	0	0	4	2
V70	320	5	5	144	44	10	10	7	0	0	2	0	74	18
V71	6	0	4	14	12	26	5	26	0	16	0	0	6	4
V72	32	9	0	54	0	0	0	0	0	0	0	0	36	0
V73	0	151	7	0	20	15	18	0	0	19	0	0	0	0
V74	34	47	58	46	1	0	0	1	10	0	3	8	23	0
V75	56	5	35	31	25	0	0	0	44	0	11	0	15	0
V76	7	92	7	0	12	3	41	5	32	2	16	11	0	0
V77	96	77	112	51	18	1	22	1	2	2	0	4	0	0
V78	48	35	7	105	6	33	45	8	66	69	0	0	52	0
V79	7	0	464	81	8	8	3	23	25	3	0	0	6	0
V80	156	116	3	10	5	89	14	169	0	0	4	3	0	34
V81	3	6	177	87	7	2	20	18	2	0	0	9	0	0
V82	191	59	41	0	7	0	6	0	0	0	14	26	0	11
V83	6	42	49	680	0	15	0	6	0	0	2	0	150	0
V84	8	158	124	19	53	10	0	16	29	0	33	14	9	4
V85	5	36	22	10	7	0	0	0	21	0	10	0	11	0
V86	6	81	91	2	4	0	0	0	0	0	0	15	0	15
V87	7	17	71	0	20	20	3	3	4	23	0	0	2	0
V88	225	38	11	2	6	18	3	4	0	22	4	45	1	0
V89	0	0	77	1	7	6	7	7	44	3	5	11	0	0
V90	0	0	33	5	42	100	13	17	13	0	17	0	0	0
V91	78	3	49	7	5	40	0	3	0	15	1	0	6	8
V92	118	2	1	8	0	6	1	5	0	0	0	0	0	2
V93	2	0	7	41	49	3	29	0	23	3	17	10	18	0
V94	9	236	8	315	2	0	0	1	0	0	0	50	0	26
V95	445	62	12	43	2	2	0	8	0	0	24	7	0	69
V96	34	3	11	1	7	4	15	6	16	4	18	0	0	0
V97	144	9	0	48	0	0	3	0	10	1	2	0	1	9
V98	14	12	4	40	18	104	4	0	78	70	44	0	6	0
V99	5	32	44	2	0	34	0	0	0	18	0	9	0	0
V100	10	241	0	0	9	2	7	3	8	0	20	15	0	7
