MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	1.78E-07	0.00E+00	1.16E-03	5.06E-08	5.31E-03	2.07E-02	5.78E-02	4.18E-02	8.36E-03	2.22E-02	2.35E-02	6.08E-02	3.46E-07	1.02E-02	6.40E-03	1.67E-02	4.40E-03	3.75E-06
1:Del:C:1	2.03E-03	0.00E+00	1.40E-46	1.40E-46	8.77E-04	2.92E-02	1.93E-02	1.45E-02	2.44E-03	8.21E-03	4.13E-02	2.77E-02	2.87E-03	8.21E-03	1.06E-02	4.54E-02	1.44E-02	2.52E-03
1:Del:C:2	1.80E-07	3.02E-08	0.00E+00	2.86E-08	1.78E-03	1.53E-03	1.42E-03	3.04E-03	1.95E-03	1.13E-03	1.67E-02	3.74E-03	7.83E-07	7.80E-04	5.70E-08	1.21E-02	5.13E-06	2.05E-03
1:Del:C:3	7.48E-05	6.13E-04	5.32E-04	4.13E-04	3.91E-04	2.43E-03	0.00E+00	1.54E-02	1.75E-03	3.99E-03	3.53E-03	5.94E-03	9.12E-03	2.28E-03	9.18E-03	9.06E-03	1.51E-02	7.03E-03
1:Del:C:4	3.14E-08	4.77E-04	6.83E-04	0.00E+00	0.00E+00	2.00E-03	5.63E-03	2.11E-03	6.84E-04	6.58E-08	1.43E-03	5.63E-03	1.75E-04	1.48E-03	8.45E-05	1.87E-46	8.35E-03	4.02E-03
1:Del:C:5	9.94E-05	2.26E-04	2.69E-03	0.00E+00	8.42E-05	0.00E+00	6.78E-03	2.40E-05	1.09E-03	4.16E-05	0.00E+00	1.00E-03	1.16E-03	1.98E-02	4.20E-07	1.83E-08	3.17E-02	3.44E-03
1:Del:T:0	3.22E-04	0.00E+00	2.52E-03	0.00E+00	8.82E-03	1.24E-02	1.53E-02	2.92E-02	1.32E-02	6.35E-03	2.71E-02	2.56E-02	3.74E-02	9.30E-03	1.25E-02	4.43E-02	2.57E-02	1.56E-02
1:Del:T:1	4.35E-04	0.00E+00	1.54E-04	5.73E-08	2.30E-03	8.73E-03	1.10E-02	7.13E-03	7.63E-03	2.74E-03	9.02E-03	1.93E-02	1.40E-46	1.26E-03	5.99E-03	1.13E-02	0.00E+00	1.96E-03
1:Del:T:2	1.46E-04	1.61E-03	8.54E-04	0.00E+00	0.00E+00	1.73E-02	1.31E-02	1.58E-02	9.27E-04	7.25E-03	1.24E-02	3.72E-02	4.43E-04	9.85E-03	7.94E-03	2.49E-02	1.94E-02	1.59E-03
1:Del:T:3	1.46E-07	4.78E-04	3.19E-03	3.72E-04	1.40E-46	2.06E-02	1.77E-02	3.04E-02	0.00E+00	6.92E-03	2.54E-02	3.22E-02	8.62E-03	2.31E-02	1.02E-02	1.99E-02	1.29E-02	1.40E-03
