MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	5.43E-03	3.14E-02	1.22E-03	2.29E-03	3.21E-03
1:Del:C:1	4.54E-03	8.70E-03	5.34E-04	1.31E-03	1.31E-03
1:Del:C:2	1.63E-02	1.18E-03	1.96E-03	1.08E-03	1.06E-03
1:Del:C:3	9.27E-04	8.04E-04	3.57E-04	4.10E-04	2.49E-04
1:Del:C:4	1.15E-02	7.06E-04	1.61E-03	9.18E-04	1.13E-03
1:Del:C:5	4.86E-05	2.50E-04	1.99E-04	2.35E-04	6.81E-04
1:Del:T:0	4.31E-03	6.14E-03	8.20E-04	7.60E-04	8.34E-04
1:Del:T:1	1.50E-03	2.85E-03	5.50E-04	2.13E-04	9.75E-04
1:Del:T:2	4.60E-03	8.59E-03	3.43E-04	1.01E-03	1.29E-03
1:Del:T:3	4.83E-03	9.76E-03	9.38E-04	1.45E-03	2.41E-03
1:Del:T:4	4.08E-03	8.97E-03	1.47E-03	1.08E-03	1.94E-03
1:Del:T:5	2.97E-08	1.03E-07	4.16E-08	3.89E-07	7.71E-03
1:Ins:C:0	7.27E-09	3.18E-04	1.26E-07	8.55E-05	3.68E-07
1:Ins:C:1	9.62E-05	1.60E-04	6.28E-05	6.21E-05	2.22E-05
1:Ins:C:2	2.42E-06	7.43E-05	3.73E-08	2.36E-05	4.00E-05
1:Ins:C:3	1.04E-08	7.46E-10	1.32E-04	5.95E-09	1.18E-08
1:Ins:C:4	5.65E-09	8.48E-05	3.12E-04	2.66E-04	1.73E-04
1:Ins:C:5	1.25E-04	1.91E-04	6.73E-04	2.30E-05	7.05E-04
1:Ins:T:0	4.13E-04	8.86E-04	3.36E-04	2.37E-04	4.17E-04
1:Ins:T:1	4.03E-04	4.19E-04	2.29E-04	4.05E-04	3.12E-04
1:Ins:T:2	7.19E-04	2.58E-04	2.82E-04	1.14E-04	3.23E-04
1:Ins:T:3	2.04E-04	2.44E-04	4.37E-04	2.10E-04	0.00E+00
1:Ins:T:4	2.68E-08	9.45E-05	5.55E-04	3.47E-04	4.11E-04
1:Ins:T:5	4.90E-08	1.80E-03	4.76E-03	2.58E-07	3.15E-07
2:Del:R:0	7.45E-04	9.14E-04	1.97E-04	3.79E-04	4.21E-04
2:Del:R:1	2.27E-04	7.90E-04	2.59E-04	5.88E-04	4.18E-04
2:Del:R:2	1.28E-04	1.61E-04	1.97E-08	1.35E-04	1.85E-04
2:Del:R:3	5.76E-05	1.62E-09	2.01E-04	5.42E-09	1.21E-04
2:Del:R:4	3.99E-05	5.49E-05	4.89E-09	2.50E-05	1.92E-04
2:Del:R:5	2.70E-03	1.75E-04	4.50E-04	3.84E-04	0.00E+00
3:Del:R:0	2.60E-04	1.35E-03	4.10E-04	8.26E-04	0.00E+00
3:Del:R:1	3.77E-04	7.41E-04	3.55E-04	3.31E-04	3.98E-04
3:Del:R:2	1.23E-04	1.37E-04	1.22E-04	1.34E-04	2.10E-04
3:Del:R:3	1.39E-04	1.45E-04	1.37E-06	6.56E-05	1.05E-04
3:Del:R:4	8.33E-09	1.54E-08	2.63E-09	3.45E-09	5.12E-09
