NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.347	20.987	12.028	13.704	0.116	0.987	30000.0
2	49.869	20.888	11.597	13.844	0.116	0.985	60000.0
3	53.014	21.411	12.896	14.65	0.112	0.982	60000.0
4	54.067	21.919	12.756	14.386	0.114	0.984	50000.0
5	51.664	21.415	12.472	14.239	0.117	0.981	60000.0
6	48.537	20.257	11.421	13.131	0.114	0.985	60000.0
7	49.038	19.925	11.657	13.232	0.11	0.986	30000.0
8	48.487	19.632	11.322	12.805	0.107	0.988	50000.0
9	52.758	21.285	12.775	14.245	0.112	0.985	50000.0
10	53.837	22.08	12.694	14.506	0.116	0.984	30000.0
