Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	129	22	3	186	9	0	0
V2	0	95	11	115	16	18	0
V3	162	48	29	6	17	19	20
V4	16	119	39	165	0	8	39
V5	5	61	82	29	15	3	0
V6	6	283	5	36	88	6	31
V7	122	657	0	30	180	22	58
V8	0	29	54	90	27	10	63
V9	0	18	40	170	56	2	0
V10	51	10	226	23	19	6	0
V11	96	112	18	23	13	0	0
V12	274	7	24	19	7	13	0
V13	20	1	149	77	32	9	0
V14	12	41	139	15	59	1	20
V15	63	10	37	48	41	42	40
V16	69	0	21	184	44	0	46
V17	1	2	60	7	38	26	0
V18	25	0	14	28	42	0	42
V19	11	140	1	62	10	10	22
V20	46	12	7	91	34	55	11
V21	22	149	21	185	8	47	0
V22	43	111	80	40	67	5	0
V23	19	13	3	18	240	39	0
V24	43	5	46	10	15	2	20
V25	49	128	155	3	113	13	23
V26	26	10	281	0	15	14	0
V27	45	46	190	4	9	21	7
V28	25	6	305	54	53	46	29
V29	221	108	2	0	1	4	0
V30	185	10	3	180	0	0	71
V31	44	3	66	0	12	9	40
V32	20	60	19	54	15	50	0
V33	2	45	7	189	50	209	1
V34	12	9	3	36	7	20	26
V35	30	3	77	1	16	3	0
V36	0	2	6	56	36	8	0
V37	5	57	53	30	57	73	21
V38	261	84	76	6	23	10	0
V39	379	5	0	74	16	15	16
V40	2	0	2	194	130	24	40
V41	12	32	16	18	0	0	12
V42	42	170	19	112	53	2	36
V43	1	2	0	53	55	26	0
V44	129	51	169	44	9	0	4
V45	22	4	286	38	1	23	0
V46	24	85	23	0	6	12	16
V47	11	0	12	103	35	89	20
V48	0	1	10	40	21	14	4
V49	0	69	51	55	18	10	22
V50	25	146	8	5	0	7	8
V51	69	141	2	47	56	172	28
V52	17	240	29	0	58	38	0
V53	3	98	81	59	102	30	0
V54	1	67	9	0	108	10	21
V55	25	0	0	82	52	80	20
V56	39	9	41	11	0	1	4
V57	0	88	38	178	1	0	24
V58	22	16	7	1	0	10	6
V59	2	3	41	11	20	7	15
V60	100	21	6	0	11	28	23
V61	69	14	76	19	0	4	16
V62	13	102	3	165	89	24	0
V63	400	44	3	59	0	65	55
V64	0	20	12	114	96	20	0
V65	0	16	1	0	0	9	5
V66	214	15	14	24	0	78	38
V67	33	18	3	0	60	6	6
V68	18	23	41	90	0	2	0
V69	194	9	120	0	23	5	5
V70	53	187	25	0	134	0	34
V71	3	7	264	105	341	20	0
V72	13	0	154	0	231	0	14
V73	34	102	2	253	9	11	0
V74	59	209	4	11	54	40	76
V75	272	8	57	34	26	11	0
V76	27	10	170	64	79	21	11
V77	93	68	0	15	60	82	0
V78	62	0	5	26	66	28	1
V79	24	28	171	8	15	13	11
V80	508	118	1	0	30	0	60
V81	37	100	21	1	278	7	0
V82	35	16	7	38	133	58	0
V83	53	0	4	197	61	0	7
V84	0	8	53	89	116	0	10
V85	3	7	51	88	37	4	0
V86	2	17	179	26	1	4	11
V87	7	29	95	51	117	189	0
V88	16	11	112	15	35	3	0
V89	9	5	41	17	15	83	0
V90	225	297	18	6	23	37	0
V91	168	124	0	31	60	22	7
V92	219	181	195	21	194	0	12
V93	3	101	5	0	9	3	6
V94	27	115	0	32	81	0	1
V95	73	41	51	2	0	4	0
V96	108	0	1	47	34	18	7
V97	46	9	23	151	8	70	0
V98	28	0	150	78	112	0	11
V99	0	3	102	15	60	0	5
V100	55	17	6	106	36	49	0
