Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V79	1.71E+00	3.98E+00	1.93E+00	1.25E+00	1.07E+00	1.21E+00	5.35E+00
V80	5.36E+01	1.63E+00	4.76E-01	0.00E+00	1.88E+00	0.00E+00	5.52E+01
V81	4.04E+00	4.72E+00	2.14E+00	6.23E-01	3.08E+00	1.46E+00	7.97E+00
V82	3.75E+00	2.26E+00	8.36E-01	3.83E+00	3.03E+00	2.35E+00	4.23E+00
V83	6.11E+00	0.00E+00	1.60E+00	6.43E+00	4.45E+00	4.00E-01	7.00E+00
V84	0.00E+00	1.60E+00	2.87E+00	3.98E+00	2.74E+00	3.06E-01	3.29E+00
V85	9.71E-01	2.06E+00	2.58E+00	4.27E+00	7.90E-01	8.06E-01	4.01E+00
V86	7.18E-01	3.47E+00	3.34E+00	1.92E+00	3.89E-01	8.33E-01	2.55E+00
V87	4.58E-01	3.69E+00	2.67E+00	4.80E+00	4.58E+00	3.38E+00	6.20E+00
V88	1.78E+00	2.26E+00	3.33E+00	1.10E+00	1.97E+00	4.77E-01	2.03E+00
V89	1.18E+00	9.80E-01	1.33E+00	2.17E+00	1.37E+00	1.65E+00	3.20E+00
V90	2.21E+01	4.16E+00	7.42E-01	1.11E+00	2.84E+00	2.21E+00	2.51E+01
V91	3.76E+00	1.19E+01	2.21E-01	2.61E+00	3.60E+00	2.03E+00	1.54E+01
V92	2.19E+01	3.99E+00	3.85E+00	2.74E+00	3.01E+00	0.00E+00	2.50E+01
V93	1.08E+00	1.01E+01	1.18E+00	0.00E+00	1.42E+00	7.15E-01	9.61E+00
V94	2.38E+00	4.45E+00	3.00E-01	3.35E+00	4.02E+00	0.00E+00	6.04E+00
V95	7.50E+00	1.36E+00	2.28E+00	4.77E-01	0.00E+00	7.63E-01	8.90E+00
V96	9.43E+00	1.53E-01	3.96E-01	1.60E+00	1.09E+00	1.52E+00	9.45E+00
V97	1.69E+00	1.53E+00	2.45E+00	9.35E+00	1.08E+00	2.46E+00	9.75E+00
V98	3.12E+00	1.36E+00	3.83E+00	3.03E+00	3.05E+00	5.86E-01	3.54E+00
V99	0.00E+00	1.23E+00	2.14E+00	2.27E+00	2.46E+00	0.00E+00	2.32E+00
V100	2.23E+00	2.27E+00	1.45E+00	6.76E+00	2.17E+00	2.30E+00	5.64E+00
