NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	37.661	16.506	9.132	9.646	0.096	0.992	40000.0
2	39.616	17.152	9.393	9.727	0.099	0.992	60000.0
3	37.794	16.426	9.173	9.491	0.095	0.993	30000.0
4	37.848	16.329	8.991	9.326	0.097	0.993	30000.0
5	39.344	17.193	9.3	9.485	0.095	0.994	60000.0
6	39.722	17.455	9.404	9.926	0.1	0.992	70000.0
7	40.07	17.561	9.581	10.194	0.098	0.992	50000.0
8	39.364	17.029	9.389	9.581	0.101	0.993	60000.0
9	37.742	16.373	9.002	9.15	0.095	0.994	40000.0
10	39.637	17.274	9.57	9.818	0.1	0.992	70000.0
