Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	0	19	214	11	0
V2	557	387	17	4	0
V3	38	39	71	47	39
V4	18	1	1	0	0
V5	73	30	13	10	6
V6	91	171	5	26	6
V7	107	15	4	254	14
V8	11	189	160	45	39
V9	300	0	1	8	187
V10	26	88	17	6	194
V11	108	12	8	36	0
V12	2	30	36	0	0
V13	74	32	23	147	0
V14	5	76	54	14	19
V15	54	59	12	7	0
V16	14	0	17	0	290
V17	2	39	82	34	15
V18	0	138	5	26	33
V19	1	5	0	1	0
V20	27	0	113	51	10
V21	53	61	121	1	75
V22	5	2	31	19	33
V23	214	0	27	216	0
V24	11	42	12	0	124
V25	116	4	14	24	0
V26	24	3	1	238	54
V27	286	18	0	1	10
V28	21	38	11	3	22
V29	3	6	39	2	107
V30	19	42	2	7	53
V31	4	0	95	0	102
V32	345	2	9	0	0
V33	26	23	10	5	30
V34	10	79	43	0	10
V35	0	37	1	0	28
V36	14	69	96	9	31
V37	98	4	79	55	18
V38	225	29	4	8	12
V39	22	24	82	71	14
V40	2	0	48	0	42
V41	50	0	1	78	130
V42	186	28	34	0	51
V43	31	32	25	9	0
V44	30	108	1	37	28
V45	53	20	45	2	22
V46	128	14	5	123	5
V47	280	8	37	18	9
V48	415	0	1	12	144
V49	103	277	196	6	0
V50	88	0	57	45	31
V51	35	60	32	17	32
V52	0	59	24	82	31
V53	61	3	23	138	0
V54	281	26	185	25	0
V55	18	34	44	25	1
V56	29	113	2	0	17
V57	7	41	21	13	104
V58	160	8	293	88	0
V59	57	0	139	38	122
V60	31	45	5	0	14
V61	8	234	126	20	82
V62	0	51	11	10	27
V63	17	271	30	91	121
V64	112	14	5	158	20
V65	92	25	1	6	25
V66	34	19	8	1	24
V67	3	270	59	21	63
V68	53	13	44	9	0
V69	77	0	13	2	83
V70	73	0	95	60	52
V71	20	79	5	91	49
V72	0	27	2	13	1
V73	177	0	1	2	191
V74	18	41	0	11	8
V75	119	84	1	17	2
V76	53	18	121	35	69
V77	52	0	12	5	147
V78	64	46	4	31	8
V79	96	27	5	2	0
V80	69	143	22	92	25
V81	20	98	105	0	32
V82	342	45	78	32	0
V83	6	0	8	0	29
V84	0	76	36	83	11
V85	3	38	2	18	0
V86	74	144	10	28	6
V87	21	185	4	2	29
V88	3	0	294	245	29
V89	16	0	135	46	7
V90	0	278	5	9	56
V91	169	15	66	75	81
V92	64	172	57	90	0
V93	10	435	84	106	40
V94	27	15	117	0	21
V95	9	182	3	187	0
V96	10	195	19	20	282
V97	24	27	91	147	0
V98	20	37	41	33	15
V99	32	68	20	154	7
V100	65	61	0	1	0
