Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	0.00E+00	1.69E+00	2.96E+00	1.74E+00	5.16E-01
V2	3.07E+00	4.83E+00	1.63E+00	7.19E-01	2.92E+00
V3	1.63E+00	8.07E+00	2.44E+00	2.46E+00	9.72E+00
V4	3.96E-01	3.00E-01	2.33E-01	0.00E+00	4.07E-01
V5	2.11E+00	7.74E+00	8.06E-01	9.19E-01	7.94E+00
V6	3.16E+00	2.99E+00	7.52E-01	1.48E+00	1.85E+00
V7	3.29E+00	1.46E+00	6.11E-01	2.61E+00	1.69E+00
V8	7.37E-01	5.13E+00	1.99E+00	3.03E+00	3.81E+00
V9	5.15E+00	8.31E+00	3.79E-01	7.27E-01	7.23E+00
V10	2.05E+00	1.68E+01	1.20E+00	6.40E-01	1.68E+01
V11	2.30E+00	1.56E+00	1.07E+00	2.60E+00	0.00E+00
V12	4.82E-01	2.27E+00	1.48E+00	0.00E+00	1.29E+00
V13	2.37E+00	2.73E+00	1.96E+00	3.32E+00	2.22E+00
V14	6.19E-01	1.24E+01	1.35E+00	1.06E+00	1.33E+01
V15	1.49E+00	1.58E+00	8.06E-01	1.25E+00	0.00E+00
V16	1.17E+00	2.13E-01	2.29E+00	0.00E+00	2.20E+00
V17	4.71E-01	8.60E+00	2.27E+00	2.03E+00	8.47E+00
V18	0.00E+00	2.37E+01	4.99E-01	1.20E+00	2.38E+01
V19	3.40E-01	3.27E-01	0.00E+00	3.00E-01	1.00E-01
V20	1.62E+00	9.17E-01	3.84E+00	2.52E+00	1.32E+00
V21	1.69E+00	1.57E+01	2.49E+00	3.07E-01	1.57E+01
V22	9.89E-01	8.60E-01	2.18E+00	1.48E+00	1.23E+00
V23	3.52E+00	7.81E-01	1.20E+00	3.12E+00	1.24E+00
V24	1.16E+00	1.12E+01	1.23E+00	0.00E+00	1.17E+01
V25	2.68E+00	7.33E-01	1.71E+00	1.28E+00	7.31E-01
V26	1.51E+00	4.05E+00	3.07E-01	3.60E+00	3.61E+00
V27	3.34E+00	5.98E+00	0.00E+00	2.58E-01	4.86E+00
V28	1.54E+00	3.92E+00	8.14E-01	3.89E-01	2.44E+00
V29	4.33E-01	4.45E+00	8.97E-01	6.96E-01	5.40E+00
V30	2.10E+00	1.12E+01	4.53E-01	7.15E-01	1.12E+01
V31	6.84E-01	0.00E+00	2.07E+00	0.00E+00	2.52E+00
V32	9.22E-01	4.67E-01	1.18E+00	0.00E+00	0.00E+00
V33	1.76E+00	3.13E+00	5.97E-01	8.17E-01	4.30E+00
V34	6.63E-01	9.48E+00	1.97E+00	0.00E+00	9.47E+00
V35	3.40E-01	2.09E+00	4.47E-01	0.00E+00	2.24E+00
V36	6.54E-01	1.97E+01	2.06E+00	1.10E+00	1.88E+01
V37	1.81E+00	1.38E+00	1.92E+00	1.79E+00	1.77E+00
V38	2.92E+00	3.50E+00	8.31E-01	1.25E+00	2.61E+00
V39	1.61E+00	1.89E+00	2.94E+00	2.62E+00	1.34E+00
V40	5.58E-01	0.00E+00	2.22E+00	0.00E+00	1.86E+00
V41	3.43E+00	8.14E-01	3.48E-01	8.67E+00	1.05E+01
V42	3.73E+00	2.12E+00	2.02E+00	0.00E+00	2.32E+00
V43	1.92E+00	1.46E+00	1.60E+00	8.47E-01	4.33E-01
V44	1.56E+00	2.38E+01	3.33E-01	1.56E+00	2.40E+01
V45	2.04E+00	5.23E+00	1.51E+00	3.27E-01	6.15E+00
V46	1.76E+00	2.24E+00	8.27E-01	2.15E+00	1.55E+00
V47	3.01E+00	1.82E+00	2.19E+00	1.17E+00	1.30E+00
V48	8.23E+00	6.54E-01	3.27E-01	1.81E+00	9.09E+00
V49	3.19E+00	3.82E+00	4.64E+00	8.69E-01	1.27E+00
V50	4.06E+00	5.59E-01	1.45E+00	1.54E+00	3.17E+00
V51	1.42E+00	8.29E+00	1.53E+00	1.61E+00	9.10E+00
V52	0.00E+00	4.63E+00	2.59E+00	2.69E+00	3.58E+00
V53	1.75E+00	1.04E+00	1.13E+00	1.95E+00	7.86E-01
V54	5.84E+00	3.19E+00	4.29E+00	2.05E+00	9.29E-01
V55	1.52E+00	1.81E+00	1.82E+00	1.24E+00	1.48E+00
V56	1.73E+00	2.10E+00	4.67E-01	0.00E+00	1.54E+00
V57	6.51E-01	2.34E+00	1.87E+00	7.60E-01	2.75E+00
V58	3.37E+00	1.31E+00	3.59E+00	2.21E+00	6.29E-01
V59	3.33E+00	6.83E-01	2.83E+00	1.92E+00	3.09E+00
V60	1.58E+00	2.08E+00	9.80E-01	0.00E+00	1.61E+00
V61	8.06E-01	5.74E+01	3.30E+00	1.06E+00	5.76E+01
V62	2.67E-01	3.14E+00	1.05E+00	7.86E-01	3.07E+00
V63	1.37E+00	2.20E+01	2.91E+00	2.54E+00	2.27E+01
V64	3.12E+00	1.93E+00	5.26E-01	2.72E+00	2.03E+00
V65	1.76E+00	1.32E+00	2.60E-01	8.92E-01	1.64E+00
V66	1.52E+00	1.55E+00	4.76E-01	1.67E-01	1.55E+00
V67	7.75E-01	2.20E+01	1.87E+00	1.66E+00	2.26E+01
V68	2.16E+00	1.32E+00	2.23E+00	9.87E-01	0.00E+00
V69	2.05E+00	1.15E+00	1.24E+00	3.71E-01	3.03E+00
V70	2.12E+00	1.08E+00	2.76E+00	2.31E+00	2.08E+00
V71	1.53E+00	3.58E+00	8.41E-01	3.98E+00	2.69E+00
V72	0.00E+00	9.52E-01	3.40E-01	7.63E-01	4.96E-01
V73	3.65E+00	1.30E+00	3.79E-01	4.96E-01	3.18E+00
V74	1.08E+00	2.05E+00	0.00E+00	1.63E+00	1.26E+00
V75	1.94E+00	2.70E+00	2.91E-01	1.29E+00	1.96E+00
V76	1.93E+00	2.00E+00	2.12E+00	1.74E+00	2.11E+00
V77	1.91E+00	4.23E-01	1.24E+00	7.95E-01	2.77E+00
V78	2.15E+00	2.31E+00	4.82E-01	1.54E+00	1.02E+00
V79	1.65E+00	2.34E+00	5.16E-01	5.22E-01	7.92E-01
V80	2.45E+00	2.76E+01	1.43E+00	2.81E+00	2.63E+01
V81	1.69E+00	5.49E+00	3.44E+00	0.00E+00	3.24E+00
V82	2.93E+00	3.47E+00	2.19E+00	1.24E+00	1.29E+00
V83	8.95E-01	0.00E+00	9.29E-01	0.00E+00	1.19E+00
V84	0.00E+00	2.23E+00	1.82E+00	2.41E+00	1.63E+00
V85	7.12E-01	1.60E+00	4.48E-01	7.18E-01	1.60E+00
V86	2.86E+00	2.57E+00	1.32E+00	1.24E+00	1.92E+00
V87	1.21E+00	9.13E+00	4.16E-01	8.19E-01	9.31E+00
V88	8.33E-01	8.14E-01	8.28E+00	8.45E+00	1.85E+00
V89	5.62E-01	0.00E+00	1.63E+00	1.80E+00	9.36E-01
V90	0.00E+00	6.93E+00	1.06E+00	1.69E+00	6.57E+00
V91	2.75E+00	9.67E+00	2.86E+00	3.71E+00	9.94E+00
V92	2.49E+00	3.37E+00	2.06E+00	3.39E+00	1.62E+00
V93	9.69E-01	1.93E+01	2.95E+00	3.64E+00	2.07E+01
V94	2.28E+00	3.45E+00	1.95E+00	0.00E+00	3.89E+00
V95	1.98E+00	3.58E+00	6.40E-01	3.74E+00	1.33E+00
V96	8.83E-01	5.88E+01	9.31E-01	9.19E-01	5.90E+01
V97	1.48E+00	1.97E+00	1.91E+00	2.81E+00	3.06E-01
V98	1.07E+00	9.96E+00	2.15E+00	1.33E+00	9.79E+00
V99	1.62E+00	8.17E+00	7.00E-01	2.11E+00	7.62E+00
V100	3.73E+00	4.37E+00	0.00E+00	5.54E-01	3.06E-01
