NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	39.297	15.114	9.511	9.887	0.081	0.992	70000.0
2	44.144	17.162	11.049	11.476	0.08	0.99	50000.0
3	40.861	15.684	9.933	9.986	0.081	0.993	40000.0
4	44.494	17.561	10.992	11.484	0.087	0.99	50000.0
5	46.657	18.586	11.897	12.529	0.089	0.989	50000.0
6	41.505	15.874	10.218	10.353	0.081	0.992	90000.0
7	42.763	17.172	10.597	11.613	0.087	0.988	40000.0
8	40.572	15.974	9.692	10.175	0.085	0.991	50000.0
9	41.061	16.059	9.93	10.47	0.085	0.991	60000.0
10	45.889	17.982	11.809	12.382	0.086	0.988	60000.0
