Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	116	0	56	37	15
V2	30	8	184	50	45
V3	0	244	14	84	2
V4	22	14	125	19	91
V5	60	112	0	7	17
V6	89	0	152	227	327
V7	54	122	55	25	64
V8	137	0	51	2	100
V9	143	8	50	9	54
V10	201	187	13	108	1
V11	104	258	58	119	6
V12	0	16	2	1	176
V13	1	0	614	69	0
V14	80	46	94	48	5
V15	123	392	63	113	9
V16	147	35	224	84	82
V17	53	38	14	160	16
V18	127	4	7	32	3
V19	9	18	11	10	4
V20	28	1	3	11	4
V21	128	316	53	8	9
V22	262	257	29	107	9
V23	36	94	126	41	1
V24	99	171	63	131	5
V25	70	618	14	46	49
V26	43	9	0	60	64
V27	36	32	8	216	38
V28	139	1	9	1	61
V29	9	18	98	142	20
V30	0	0	426	11	94
V31	23	130	17	130	7
V32	157	306	10	18	24
V33	159	1	258	14	0
V34	213	33	6	28	4
V35	65	275	96	9	60
V36	18	66	35	33	19
V37	67	33	7	27	8
V38	308	130	49	14	6
V39	27	25	56	38	84
V40	48	180	184	199	4
V41	212	72	4	3	10
V42	287	176	258	59	27
V43	0	9	1	100	3
V44	168	0	22	0	0
V45	17	36	3	106	13
V46	299	44	4	19	13
V47	228	0	0	12	8
V48	0	10	21	124	236
V49	59	0	34	444	1
V50	43	0	160	0	148
V51	9	0	5	114	85
V52	75	94	46	76	158
V53	65	181	27	126	5
V54	12	183	7	30	13
V55	115	0	6	54	25
V56	9	6	55	6	29
V57	143	29	156	379	14
V58	13	86	0	8	71
V59	124	75	86	41	26
V60	148	83	87	80	121
V61	58	60	112	1	5
V62	221	0	10	68	1
V63	111	43	39	9	18
V64	171	87	91	1	74
V65	61	0	97	5	5
V66	307	0	117	4	48
V67	188	54	108	2	2
V68	65	30	161	6	13
V69	101	139	0	60	347
V70	80	270	29	13	152
V71	40	33	25	15	20
V72	40	58	0	233	13
V73	12	8	66	59	4
V74	0	181	164	17	82
V75	300	54	8	1	2
V76	70	0	0	19	0
V77	117	10	4	61	1
V78	298	49	0	1	11
V79	280	78	14	115	35
V80	0	117	100	12	9
V81	0	81	165	19	14
V82	17	15	13	29	3
V83	19	0	143	53	3
V84	60	138	0	9	176
V85	135	0	87	2	34
V86	15	278	12	21	81
V87	205	0	36	0	4
V88	82	10	242	24	71
V89	114	32	34	51	2
V90	41	0	15	121	125
V91	16	1	12	38	92
V92	11	86	25	1	126
V93	39	29	0	533	70
V94	61	4	0	5	12
V95	82	92	107	35	0
V96	25	0	0	6	68
V97	56	24	1	15	44
V98	289	3	0	18	346
V99	209	150	18	41	206
V100	26	0	4	29	34
