Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83A	ID83C
V1	1:Del:C:0	0.0035587554513952266	0.7474850796688499	0.0	0.0	0.0077376534636967595	0.24121851141605818
V1	1:Del:C:1	0.054894132701985406	0.010918178665922608	0.0	0.0	2.4636426887032142e-06	0.9341852249894033
V1	1:Del:C:2	2.1875548189505465e-16	0.00143085810264403	0.0	0.0	4.38485212984874e-07	0.9985687034121428
V1	1:Del:C:3	0.09567671032809398	0.8631435037550759	0.0	0.0	7.270941850372531e-05	0.04110707649832636
V1	1:Del:C:4	0.022290723709387	0.8477694897030753	0.0	0.0	0.0009813394794078764	0.12895844710812965
V1	1:Del:C:5	0.03202108774717619	0.9667362544953038	0.0	0.0	0.0012420718943290583	5.858631908968163e-07
V1	1:Del:T:0	0.022140943557875145	0.9290802549531321	0.0	0.0	0.016895602291432953	0.03188319919755984
V1	1:Del:T:1	1.3287753457323693e-15	1.1038902317352513e-14	0.0	0.0	0.0	0.9999999999999876
V1	1:Del:T:2	0.014489886980465643	0.7579418205506824	0.0	0.0	0.00638251008634787	0.22118578238250414
V1	1:Del:T:3	0.015732828375010874	0.9653065856057467	0.0	0.0	0.008738976956391123	0.010221609062851241
V1	1:Del:T:4	0.012286405826014089	0.9391467292057701	0.0	0.0	0.0	0.048566864968215814
V1	1:Del:T:5	5.836145111342951e-19	0.9999989706984758	0.0	0.0	5.576394272143272e-07	4.716620969871101e-07
V1	1:Ins:C:0	6.61348154207531e-15	5.494200126082666e-14	0.0	0.0	0.2742356896854005	0.725764310314538
V1	1:Ins:C:1	1.2524600626767053e-15	0.5980213882436991	0.0	0.0	0.14315334032965563	0.258825271426644
V1	1:Ins:C:2	1.8137477734512638e-14	0.9994369848083411	0.0	0.0	0.0	0.0005630151916408393
V1	1:Ins:C:3	0.21617175821336118	0.7649973974909265	0.0	0.0	0.01882555698544175	5.287310270552865e-06
V1	1:Ins:C:4	0.07801375126587261	0.8856841147109981	0.0	0.0	0.023626273962728084	0.012675860060401275
V1	1:Ins:C:5	0.24529740140415585	0.6337846247904909	0.0	0.0	0.007380165612758243	0.11353780819259493
V1	1:Ins:T:0	0.16838343516061147	0.6819017809614772	0.0	0.0	0.0	0.1497147838779112
V1	1:Ins:T:1	0.0042980777251994395	2.9327263500967156e-15	0.0	0.0	0.0009579152718798166	0.9947440070029178
V1	1:Ins:T:2	0.02677802397050912	0.6253983951013138	0.0	0.0	0.050335429839120295	0.29748815108905685
V1	1:Ins:T:3	0.3104425842639933	0.5515261244564513	0.0	0.0	0.0	0.13803129127955532
V1	1:Ins:T:4	0.3809876145328148	0.5555638487533512	0.0	0.0	0.0	0.06344853671383399
