Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	125	5	19	8	139	0	31	0	0	22	0	0
V2	0	11	66	13	68	7	27	0	25	13	25	0
V3	135	25	48	17	10	14	0	52	0	0	0	0
V4	13	43	95	0	102	4	45	4	78	0	2	0
V5	4	78	56	6	14	2	10	0	0	11	0	14
V6	7	7	259	79	6	2	45	0	9	3	20	18
V7	77	0	623	179	18	15	34	108	0	15	0	0
V8	0	55	21	29	52	7	32	2	66	0	9	0
V9	0	43	14	53	113	0	57	0	0	0	6	0
V10	37	220	11	18	22	4	0	23	0	0	0	0
V11	95	20	105	13	13	0	16	0	0	0	0	0
V12	249	13	7	6	0	7	0	24	0	38	0	0
V13	11	141	0	29	60	3	1	17	0	21	5	0
V14	1	132	42	50	13	0	0	27	0	5	0	17
V15	58	25	11	20	14	36	17	9	24	28	0	39
V16	59	9	2	44	43	0	118	0	19	70	0	0
V17	0	60	2	35	4	25	3	0	0	0	0	5
V18	8	4	6	9	11	0	15	35	0	0	0	63
V19	9	0	132	12	37	8	24	8	0	26	0	0
V20	33	7	8	32	67	45	15	23	19	7	0	0
V21	17	26	119	5	137	34	36	5	37	0	16	0
V22	42	82	102	64	19	5	27	0	5	0	0	0
V23	19	0	0	231	11	27	0	0	0	14	30	0
V24	32	42	5	16	0	0	14	21	4	0	7	0
V25	31	151	120	109	0	10	11	38	14	0	0	0
V26	23	278	11	15	0	13	0	3	0	0	3	0
V27	30	186	45	9	5	18	0	29	0	0	0	0
V28	23	297	14	51	8	42	47	0	0	28	0	8
V29	179	0	95	0	2	0	0	60	0	0	0	0
V30	162	2	24	0	106	0	91	43	0	12	0	9
V31	35	63	5	16	0	6	0	29	8	0	12	0
V32	14	20	52	13	39	44	8	8	17	3	0	0
V33	0	5	21	47	109	172	61	0	21	30	37	0
V34	14	0	12	10	19	17	11	0	2	27	1	0
V35	30	75	2	15	0	2	1	0	3	0	2	0
V36	0	6	0	32	29	5	23	0	1	8	4	0
V37	7	41	50	45	9	62	0	0	7	43	11	21
V38	236	73	77	21	6	7	0	40	0	0	0	0
V39	313	0	5	13	41	7	29	91	6	0	0	0
V40	0	6	0	125	140	18	56	14	23	0	8	2
V41	10	11	24	0	0	0	4	1	19	21	0	0
V42	32	23	149	50	98	0	0	26	56	0	0	0
V43	1	0	2	53	37	23	20	0	0	0	1	0
V44	113	151	43	7	17	0	0	16	18	41	0	0
V45	19	284	5	1	17	20	24	0	0	1	3	0
V46	26	21	65	4	0	1	0	0	0	1	43	5
V47	9	14	0	36	66	78	43	2	13	0	9	0
V48	0	9	0	8	31	12	0	0	11	0	0	19
V49	0	49	61	5	39	8	8	0	31	0	0	24
V50	23	8	122	0	0	0	9	4	4	0	29	0
V51	56	0	108	57	27	137	23	27	4	12	64	0
V52	18	30	211	56	0	29	0	0	7	9	22	0
V53	3	85	92	101	44	28	20	0	0	0	0	0
V54	0	9	59	107	0	6	7	9	5	0	14	0
V55	15	0	0	50	68	70	9	24	23	0	0	0
V56	31	34	6	0	2	0	0	9	13	10	0	0
V57	0	41	65	0	120	0	31	0	70	2	0	0
V58	19	6	16	0	1	9	1	7	0	3	0	0
V59	0	40	0	21	12	3	0	7	1	0	15	0
V60	90	5	23	13	0	26	5	20	7	0	0	0
V61	65	69	12	0	0	3	18	1	16	10	4	0
V62	12	7	84	85	110	15	56	0	0	6	21	0
V63	343	0	46	0	27	53	40	96	21	0	0	0
V64	0	6	18	80	90	15	0	0	0	33	0	20
V65	0	1	9	1	0	5	0	0	7	0	8	0
V66	160	6	19	0	28	62	0	104	0	0	4	0
V67	25	2	16	59	0	3	0	17	0	0	4	0
V68	16	41	15	0	55	0	32	0	4	0	11	0
V69	171	114	10	21	0	2	0	38	0	0	0	0
V70	42	26	181	135	0	0	9	33	7	0	0	0
V71	3	252	0	287	85	13	0	0	0	9	21	70
V72	1	152	4	226	0	0	2	27	0	0	0	0
V73	27	11	86	7	151	7	102	0	20	0	0	0
V74	56	0	189	61	5	25	18	24	0	22	51	2
V75	236	51	8	23	21	7	12	50	0	0	0	0
V76	21	162	6	73	45	16	0	9	32	18	0	0
V77	90	0	42	57	14	61	2	0	0	0	52	0
V78	40	3	0	60	23	22	0	40	0	0	0	0
V79	12	165	24	15	9	8	0	26	0	0	11	0
V80	447	0	119	33	0	0	0	118	0	0	0	0
V81	29	18	82	251	0	0	0	15	0	0	25	24
V82	31	7	1	122	16	45	15	0	30	0	20	0
V83	41	9	0	57	72	0	143	0	0	0	0	0
V84	0	39	9	87	39	0	20	0	0	45	0	37
V85	2	52	3	33	63	2	17	0	18	0	0	0
V86	2	175	15	1	22	3	0	0	19	0	3	0
V87	3	95	18	110	28	171	15	0	48	0	0	0
V88	16	109	9	33	10	1	3	0	0	5	6	0
V89	9	38	5	16	12	77	0	0	0	13	0	0
V90	191	17	269	20	0	29	25	54	0	0	1	0
V91	127	0	113	55	13	16	22	66	0	0	0	0
V92	192	175	167	129	2	0	0	39	0	19	0	99
V93	1	6	94	5	0	2	0	5	7	0	0	7
V94	23	0	106	73	13	0	26	6	0	0	0	9
V95	69	48	37	0	0	3	0	3	0	9	2	0
V96	88	0	0	32	38	13	5	33	4	2	0	0
V97	44	19	8	8	99	58	33	0	0	38	0	0
V98	22	145	0	98	55	0	17	10	18	0	0	14
V99	0	98	4	39	9	0	0	0	1	0	0	34
V100	50	0	12	33	67	37	13	4	0	45	8	0
