Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V66	1.45E+01	1.90E+00	2.24E+00	4.22E-01	4.00E+00	6.05E+00	3.99E+00	1.38E+01	3.64E+00	2.49E+00	6.61E+00	1.23E+00
V67	3.53E+00	9.60E-01	2.40E+00	2.10E+00	1.00E-01	1.25E+00	2.00E-01	3.03E+00	0.00E+00	1.10E+00	2.15E+00	1.07E+00
V68	1.56E+00	4.36E+00	2.98E+00	0.00E+00	1.11E+01	5.73E-01	1.06E+01	2.88E+00	5.61E+00	5.05E+00	5.12E+00	0.00E+00
V69	1.10E+01	4.11E+00	1.97E+00	2.10E+00	0.00E+00	7.06E-01	4.00E-01	1.06E+01	0.00E+00	0.00E+00	4.22E-01	1.43E+00
V70	4.37E+00	3.38E+00	1.63E+01	8.81E+00	0.00E+00	0.00E+00	3.07E+00	5.12E+00	1.57E+01	3.28E+00	7.62E+00	1.17E+01
V71	1.10E+00	6.24E+00	2.47E+00	1.45E+01	7.49E+00	1.77E+00	6.44E+00	2.41E+00	3.09E+00	3.92E+00	2.49E+00	1.98E+01
V72	2.38E+00	4.84E+00	1.53E+00	5.95E+00	0.00E+00	4.73E-01	7.67E-01	2.06E+00	0.00E+00	3.00E-01	1.30E+00	5.15E+00
V73	3.03E+00	2.04E+00	8.82E+00	1.28E+00	2.48E+01	1.49E+00	2.66E+01	3.65E+00	1.04E+01	4.51E+00	9.15E+00	2.43E+00
V74	5.32E+00	6.74E-01	1.06E+01	8.14E+00	2.91E+00	7.12E+00	5.94E+00	6.08E+00	1.16E+01	6.31E+00	1.02E+01	1.23E+01
V75	1.39E+01	3.56E+00	1.60E+00	2.63E+00	4.34E+00	1.25E+00	5.04E+00	1.37E+01	2.88E+00	1.65E+00	2.22E+00	3.20E+00
V76	2.10E+00	1.13E+01	2.34E+00	5.61E+00	7.65E+00	2.11E+00	7.88E+00	2.94E+00	7.09E+00	1.38E+01	3.32E+00	1.21E+01
V77	2.30E+00	2.13E-01	4.87E+00	3.80E+00	2.13E+00	7.11E+00	3.27E+00	2.58E+00	5.52E+00	1.41E+00	6.54E+00	3.99E+00
V78	6.27E+00	9.55E-01	3.06E-01	4.15E+00	3.23E+00	1.38E+00	3.55E+00	6.33E+00	1.39E+00	2.69E+00	1.42E+00	6.30E+00
V79	2.68E+00	2.99E+00	1.76E+00	1.91E+00	1.37E+00	1.75E+00	1.85E+00	4.49E+00	1.83E+00	1.16E+00	1.97E+00	1.48E+00
V80	2.70E+01	4.67E-01	8.25E+00	4.30E+00	0.00E+00	0.00E+00	1.03E+00	2.71E+01	4.60E+00	5.97E-01	9.41E+00	6.37E+00
V81	4.71E+00	3.51E+00	8.88E+00	1.12E+01	4.00E-01	8.30E-01	7.27E-01	5.42E+00	2.28E+00	1.69E+00	1.05E+01	1.10E+01
V82	3.57E+00	1.33E+00	1.79E+00	4.27E+00	4.07E+00	4.48E+00	4.04E+00	1.79E+00	3.60E+00	2.36E+00	6.25E+00	5.67E+00
V83	5.74E+00	1.14E+00	0.00E+00	5.93E+00	1.75E+01	0.00E+00	2.16E+01	4.19E+00	1.01E+01	6.70E+00	0.00E+00	7.18E+00
V84	0.00E+00	3.73E+00	1.55E+00	6.92E+00	7.74E+00	3.33E-01	1.11E+01	1.84E+00	5.55E+00	3.99E+00	1.07E+00	1.29E+01
V85	1.04E+00	2.63E+00	1.62E+00	4.75E+00	9.24E+00	7.63E-01	9.66E+00	1.13E+00	5.41E+00	2.73E+00	1.70E+00	5.24E+00
V86	8.23E-01	2.47E+00	3.62E+00	3.33E-01	3.54E+00	7.22E-01	2.65E+00	1.59E+00	2.73E+00	7.27E-01	3.58E+00	1.09E+00
V87	5.77E-01	9.97E+00	4.14E+00	7.40E+00	5.16E+00	8.17E+00	4.96E+00	2.62E+00	6.21E+00	4.07E+00	9.93E+00	1.62E+01
V88	1.44E+00	3.08E+00	1.81E+00	2.06E+00	1.38E+00	3.59E-01	1.55E+00	1.13E+00	1.00E-01	1.00E-01	2.57E+00	1.65E+00
V89	9.60E-01	1.09E+00	9.78E-01	1.51E+00	3.30E+00	4.67E+00	1.26E+00	1.25E+00	8.98E-01	4.35E+00	3.97E+00	2.26E+00
V90	1.46E+01	2.59E+00	3.43E+01	3.14E+00	0.00E+00	2.60E+00	6.82E+00	1.43E+01	2.89E+01	3.26E+00	2.89E+01	5.48E+00
V91	9.78E+00	3.40E-01	9.73E+00	6.43E+00	3.85E+00	2.07E+00	1.70E+00	1.13E+01	2.43E+00	1.38E+00	1.27E+01	7.77E+00
V92	1.34E+01	5.33E+00	1.81E+01	9.48E+00	2.54E+00	0.00E+00	4.48E+00	1.18E+01	1.97E+01	5.34E+00	1.20E+01	8.03E+00
V93	1.06E+00	1.33E+00	4.12E+00	1.54E+00	0.00E+00	6.70E-01	1.20E+00	9.52E-01	1.81E+00	1.85E+00	4.92E+00	1.71E+00
V94	2.40E+00	3.06E-01	1.15E+01	6.66E+00	2.78E+00	0.00E+00	2.86E+00	2.97E+00	1.18E+01	5.18E+00	4.84E+00	7.97E+00
V95	3.83E+00	2.27E+00	1.59E+00	0.00E+00	4.00E-01	6.54E-01	7.12E-01	3.61E+00	1.13E+00	1.26E+00	1.65E+00	0.00E+00
V96	5.86E+00	0.00E+00	2.13E-01	3.22E+00	5.05E+00	1.71E+00	6.78E+00	7.05E+00	3.19E+00	3.24E+00	1.71E+00	5.66E+00
V97	3.25E+00	3.06E+00	1.26E+00	1.34E+00	1.57E+01	7.06E+00	1.50E+01	3.96E+00	4.30E+00	6.86E+00	7.68E+00	2.44E+00
V98	3.53E+00	6.86E+00	1.58E+00	6.39E+00	8.99E+00	3.00E-01	7.72E+00	4.04E+00	4.70E+00	3.04E+00	9.22E-01	1.39E+01
V99	0.00E+00	3.43E+00	1.42E+00	4.93E+00	3.05E+00	0.00E+00	1.61E+00	6.63E-01	9.17E-01	3.59E+00	1.65E+00	4.53E+00
V100	5.52E+00	2.15E+00	2.63E+00	2.78E+00	1.12E+01	4.22E+00	8.00E+00	5.58E+00	5.21E+00	8.46E+00	4.98E+00	8.91E+00
