Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	24	28	11	7	8	3	11	0	11	12	8	12
V2	134	11	311	43	17	0	5	35	12	0	41	7
V3	36	12	20	75	7	6	4	73	2	0	0	0
V4	26	0	9	23	0	51	6	25	0	4	15	0
V5	109	0	14	40	0	9	2	52	0	14	30	0
V6	11	25	15	25	23	0	19	3	13	4	14	20
V7	151	14	162	14	5	0	8	4	12	18	10	0
V8	7	58	26	8	0	0	45	0	52	75	0	0
V9	154	15	7	2	10	2	0	0	2	3	5	2
V10	10	15	14	0	102	0	22	12	7	38	11	6
V11	43	49	0	0	21	0	6	0	25	3	13	0
V12	37	160	185	6	0	79	4	22	0	21	11	37
V13	2	186	11	208	0	9	19	144	0	22	4	21
V14	2	39	9	56	11	0	47	61	69	30	1	19
V15	4	12	0	96	0	16	0	45	0	10	9	0
V16	28	124	34	31	17	47	1	33	1	4	0	0
V17	14	23	1	6	0	2	6	2	5	5	15	7
V18	21	8	17	1	26	9	46	0	116	25	2	0
V19	86	163	57	0	24	1	7	2	1	8	5	19
V20	232	3	96	7	16	0	14	20	10	13	0	10
V21	101	5	0	334	44	71	39	125	42	23	42	0
V22	46	28	73	17	2	71	5	56	7	3	20	0
V23	210	15	1	0	3	1	0	0	0	0	9	1
V24	53	27	4	13	0	0	8	7	22	0	0	2
V25	23	34	2	58	0	17	0	39	0	9	10	0
V26	56	1	83	1	177	50	0	0	0	0	0	0
V27	150	10	9	35	7	0	7	7	12	28	0	0
V28	0	277	155	8	27	83	6	0	0	0	2	59
V29	3	20	64	24	18	104	0	0	1	0	0	5
V30	17	2	0	65	3	0	24	39	13	0	1	0
V31	1	0	126	2	31	11	2	1	9	1	3	0
V32	5	34	0	32	38	43	25	1	0	27	0	0
V33	2	11	97	35	96	80	46	18	4	29	24	0
V34	4	23	1	13	179	33	1	39	5	5	0	0
V35	1	17	23	24	19	27	0	5	0	0	0	0
V36	19	6	34	6	4	41	39	3	148	36	20	0
V37	11	67	0	161	23	0	33	48	73	71	27	19
V38	229	389	163	34	0	7	0	20	0	3	18	0
V39	0	115	54	56	38	29	1	3	15	3	4	1
V40	19	273	6	44	88	0	0	100	9	0	0	0
V41	11	5	88	37	5	1	6	0	2	0	0	0
V42	37	0	0	2	11	12	11	0	0	7	0	0
V43	13	47	7	5	1	0	5	3	11	0	4	4
V44	0	8	0	0	59	77	70	14	56	90	4	0
V45	69	217	25	0	0	6	10	0	7	5	24	0
V46	151	180	101	15	4	0	0	7	0	0	13	42
V47	1	119	57	134	0	0	0	66	2	5	0	22
V48	5	1	47	86	0	64	4	11	2	3	0	3
V49	2	3	56	45	5	8	0	28	45	0	0	0
V50	1	0	114	0	5	16	19	0	24	8	0	27
V51	96	12	78	24	29	18	20	12	7	5	5	0
V52	14	2	25	103	80	50	6	42	3	12	19	0
V53	21	21	114	8	41	29	85	9	33	141	11	0
V54	3	6	20	6	9	21	21	15	44	27	0	0
V55	294	6	125	2	25	11	0	6	0	0	75	0
V56	6	32	75	17	0	10	15	14	0	0	4	7
V57	1	113	92	18	19	25	13	12	26	6	0	0
V58	1	21	4	0	3	31	39	0	8	16	2	7
V59	126	16	12	1	13	0	32	0	8	15	13	15
V60	0	0	23	7	32	55	0	20	0	12	4	0
V61	0	4	10	4	3	5	0	2	0	0	0	0
V62	70	33	65	4	10	0	37	5	14	36	21	0
V63	67	10	0	2	3	4	0	5	2	0	1	0
V64	1	0	31	3	0	9	23	3	34	0	0	5
V65	295	140	1	35	0	0	1	23	3	0	0	40
V66	0	17	3	39	4	0	7	2	14	24	0	0
V67	0	143	16	0	15	1	74	0	16	0	0	70
V68	85	35	0	2	5	0	13	2	2	7	0	3
V69	32	4	80	3	12	59	70	0	64	0	10	0
V70	11	71	7	27	0	14	0	43	7	0	0	33
V71	25	20	14	6	168	0	5	4	55	0	7	0
V72	129	0	0	1	5	0	2	0	5	9	3	0
V73	14	3	97	13	13	0	37	0	47	25	0	0
V74	43	4	13	11	66	0	416	1	207	0	9	0
V75	7	56	12	1	23	21	0	2	0	0	11	19
V76	141	23	16	2	18	0	0	0	39	9	31	0
V77	28	24	9	30	80	41	1	19	4	18	0	0
V78	41	5	4	182	21	10	7	53	28	0	0	0
V79	3	77	0	5	35	17	32	12	2	25	0	0
V80	4	203	58	27	69	0	19	15	26	19	0	46
V81	0	43	0	30	0	3	14	11	8	0	0	0
V82	8	4	39	28	2	0	0	22	2	1	3	0
V83	1	4	10	11	59	51	9	18	0	0	11	0
V84	46	26	16	0	6	2	0	5	6	0	0	10
V85	57	27	115	4	6	0	3	3	19	6	18	0
V86	19	1	16	1	10	0	2	2	0	0	8	5
V87	2	30	0	2	0	0	27	6	0	17	0	12
V88	75	50	13	9	117	60	15	6	13	11	43	0
V89	38	55	7	30	1	4	2	33	3	0	5	24
V90	1	0	53	47	0	14	1	40	2	8	17	0
V91	5	1	17	27	9	0	21	38	4	17	0	0
V92	9	11	7	117	71	258	29	80	0	57	0	0
V93	46	169	0	1	0	0	0	0	2	0	15	11
V94	25	0	126	5	53	0	24	0	0	55	0	6
V95	44	10	28	43	28	0	49	1	16	22	7	8
V96	1	0	15	0	0	0	15	0	12	48	0	1
V97	41	1	10	0	18	0	12	0	11	12	1	0
V98	0	27	68	3	2	12	15	0	10	2	0	18
V99	9	9	13	8	3	0	67	2	40	23	0	5
V100	153	14	53	2	2	9	0	0	1	0	13	10
