Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	75	240	9	102	1	0	22	0	16
V2	62	94	238	6	25	0	149	13	0
V3	581	140	0	65	7	36	5	7	0
V4	3	9	89	18	0	0	86	3	2
V5	55	0	13	3	19	0	40	56	5
V6	71	7	0	299	219	1	46	35	0
V7	1	0	44	52	20	0	0	0	3
V8	304	0	51	5	43	0	26	32	0
V9	29	48	0	91	3	0	0	0	26
V10	0	8	118	0	0	18	51	2	4
V11	58	9	81	52	0	0	0	0	23
V12	25	381	14	1	17	0	0	0	0
V13	332	110	17	0	2	142	12	49	9
V14	192	83	0	42	6	0	0	0	7
V15	44	10	125	1	111	0	73	0	6
V16	135	39	1	0	7	48	2	28	0
V17	6	2	7	21	59	182	8	0	0
V18	2	0	34	18	34	12	33	4	0
V19	6	4	69	17	123	267	11	0	15
V20	12	52	0	40	17	8	2	5	10
V21	6	656	102	120	26	75	20	2	17
V22	30	113	0	9	13	6	33	1	47
V23	3	0	4	18	0	4	0	2	3
V24	32	0	21	20	131	68	19	0	1
V25	86	540	38	15	20	7	21	58	17
V26	61	38	53	68	44	15	28	0	0
V27	0	367	16	0	1	21	19	0	0
V28	7	12	108	214	54	243	30	0	0
V29	24	3	0	95	4	0	5	24	0
V30	0	138	0	82	14	5	72	6	0
V31	123	0	81	33	9	103	35	0	7
V32	1	67	4	0	14	7	4	0	4
V33	7	7	1	0	0	112	17	0	4
V34	76	0	7	118	10	0	15	28	0
V35	281	0	35	97	8	12	0	0	19
V36	143	69	7	61	42	0	0	51	8
V37	75	5	19	471	88	34	19	42	0
V38	321	83	0	271	129	50	0	6	77
V39	212	251	0	0	51	0	0	103	0
V40	0	78	170	60	28	0	75	11	0
V41	222	1	212	6	96	0	78	55	0
V42	8	5	135	0	2	122	0	11	2
V43	16	43	64	22	19	180	14	0	0
V44	29	104	110	1	0	114	62	0	35
V45	157	331	73	41	137	31	0	0	0
V46	321	97	0	0	36	20	0	24	1
V47	0	27	41	12	54	15	14	0	0
V48	75	51	77	39	0	35	46	56	0
V49	185	11	285	52	1	92	76	65	0
V50	74	0	17	44	356	59	36	64	24
V51	160	0	23	74	3	90	0	0	30
V52	51	0	39	105	38	4	59	39	1
V53	26	29	0	4	4	1	0	0	1
V54	40	2	43	68	16	237	0	0	28
V55	0	0	0	289	2	13	0	0	3
V56	8	0	22	28	47	0	42	0	14
V57	0	8	121	14	113	0	19	0	0
V58	32	0	15	6	124	207	0	13	0
V59	69	5	126	130	37	97	74	57	107
V60	26	0	250	2	113	17	27	0	48
V61	37	58	33	15	81	0	36	55	0
V62	101	23	34	44	60	23	9	0	0
V63	3	171	0	40	0	0	0	0	0
V64	279	146	0	44	36	1	0	64	0
V65	1	42	50	60	175	75	61	0	82
V66	67	50	0	58	49	0	3	19	0
V67	29	0	49	85	2	15	34	2	9
V68	22	7	23	10	0	7	7	0	13
V69	13	0	133	12	0	23	18	0	17
V70	45	438	41	20	24	0	22	28	7
V71	43	1	46	40	4	39	0	0	0
V72	128	1	303	65	0	22	280	36	0
V73	172	82	19	19	31	0	88	0	2
V74	34	42	12	0	7	20	0	18	20
V75	396	0	6	7	29	0	15	1	0
V76	12	4	20	160	22	36	14	0	0
V77	18	196	44	118	0	0	31	4	2
V78	10	17	0	1	195	70	30	28	0
V79	24	1	0	3	46	0	43	2	0
V80	74	5	16	35	63	0	0	0	0
V81	11	0	88	66	1	0	48	5	0
V82	1	0	44	68	238	248	43	11	83
V83	26	74	49	49	0	0	22	20	0
V84	4	0	472	0	75	0	474	51	0
V85	237	0	123	274	0	21	69	0	15
V86	4	190	55	5	0	29	47	0	0
V87	39	339	314	26	41	86	117	0	18
V88	0	4	8	1	13	2	0	15	2
V89	31	40	4	28	168	12	17	99	0
V90	83	305	0	247	0	38	0	0	65
V91	3	11	66	3	0	0	27	0	11
V92	58	0	0	0	39	8	21	12	1
V93	187	38	0	13	3	98	5	43	37
V94	42	47	17	3	5	0	7	0	7
V95	12	0	0	48	28	2	4	0	9
V96	0	131	128	0	28	0	68	29	0
V97	1	113	41	51	1	203	35	0	92
V98	35	15	33	0	25	154	125	74	0
V99	0	0	8	7	0	9	0	0	0
V100	57	89	0	50	49	0	0	0	5
