NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	59.101	21.359	14.257	12.28	0.129	0.989	50000.0
2	59.107	21.632	14.41	12.773	0.131	0.988	60000.0
3	59.558	21.698	14.215	12.519	0.138	0.988	60000.0
4	60.723	22.326	14.432	12.921	0.137	0.986	30000.0
5	62.026	22.619	15.485	13.542	0.136	0.986	20000.0
6	61.995	22.654	15.512	13.796	0.136	0.984	40000.0
7	63.344	23.085	15.659	13.809	0.14	0.985	40000.0
8	63.27	23.085	15.52	13.729	0.135	0.985	60000.0
9	63.416	23.147	15.922	13.954	0.138	0.984	60000.0
10	62.24	22.588	15.23	13.11	0.135	0.987	40000.0
