NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	207.455	70.984	81.36	55.755	0.433	0.8	40000.0
2	175.554	63.194	59.914	49.615	0.432	0.835	20000.0
3	180.252	63.807	65.146	51.45	0.412	0.837	30000.0
4	208.622	71.507	80.603	55.87	0.44	0.8	40000.0
5	215.81	72.293	82.874	57.18	0.448	0.803	20000.0
6	182.067	64.281	65.018	51.939	0.411	0.836	40000.0
7	206.46	70.516	79.587	55.253	0.428	0.803	20000.0
8	184.325	65.266	65.798	52.562	0.423	0.834	40000.0
9	182.715	64.506	65.015	52.257	0.415	0.833	20000.0
10	183.15	65.03	64.858	52.442	0.42	0.832	30000.0
