Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	113	91	0	0	6	0	55	60	5	2	53	0	0	0
V2	155	0	2	0	152	8	12	0	17	0	23	0	0	8
V3	30	133	2	142	1	185	0	32	29	0	15	21	0	14
V4	47	15	180	0	13	3	0	0	43	0	0	0	43	0
V5	204	16	29	30	62	1	60	7	67	80	0	0	27	40
V6	35	0	10	8	0	20	0	2	0	0	8	16	0	0
V7	5	5	207	103	0	0	12	5	0	47	3	41	0	0
V8	2	31	2	33	97	30	0	8	9	0	23	0	0	0
V9	44	4	12	0	2	0	49	9	0	0	0	24	0	0
V10	39	32	25	12	23	89	9	8	1	7	15	27	0	14
V11	137	29	3	223	0	44	1	36	20	0	0	69	0	0
V12	10	151	22	0	77	9	0	82	37	8	0	0	1	0
V13	39	29	26	0	0	33	19	14	11	14	9	48	10	0
V14	19	5	32	0	0	29	29	32	2	18	5	0	0	0
V15	11	1	8	234	0	1	0	26	29	0	0	6	27	0
V16	48	23	0	0	0	7	76	22	0	1	26	0	0	5
V17	15	5	0	107	10	10	55	0	0	0	46	0	0	39
V18	0	27	1	0	0	0	6	0	0	0	0	0	0	0
V19	0	60	46	0	63	0	9	16	75	24	2	0	14	19
V20	296	376	50	37	8	12	16	108	0	42	26	0	0	0
V21	14	37	42	0	1	0	53	1	7	36	0	0	0	3
V22	12	2	0	0	52	2	24	5	79	0	0	4	33	0
V23	19	290	20	64	14	0	0	83	15	0	13	0	0	0
V24	94	0	339	0	15	7	16	0	0	63	0	9	0	0
V25	0	3	2	0	2	19	34	12	11	13	17	0	0	6
V26	15	25	33	1	70	0	4	10	0	6	10	0	0	0
V27	17	0	32	21	0	52	19	10	5	0	1	20	0	22
V28	70	1	69	0	99	0	0	0	0	0	23	50	16	0
V29	2	14	14	69	14	4	0	4	18	0	14	0	0	0
V30	70	19	8	0	2	16	0	0	14	0	0	21	19	0
V31	0	23	0	2	0	0	5	0	0	0	0	12	0	0
V32	38	31	17	4	8	36	4	9	0	2	0	63	0	0
V33	5	1	41	0	0	68	33	3	0	17	2	0	0	14
V34	108	0	11	0	10	10	0	1	4	2	0	19	0	5
V35	10	82	28	3	0	0	10	10	0	1	2	0	0	0
V36	7	20	133	0	50	28	5	7	0	8	0	0	0	0
V37	88	0	1	55	0	104	7	8	11	0	15	0	0	0
V38	162	0	114	90	32	16	20	0	0	118	1	79	29	0
V39	27	2	8	117	34	43	0	0	9	0	20	0	0	0
V40	22	3	11	211	0	107	0	4	53	0	0	0	57	0
V41	21	32	117	0	29	0	31	26	23	4	34	30	0	0
V42	0	24	8	2	2	0	11	21	18	2	0	0	4	0
V43	30	167	8	39	9	38	11	33	0	11	0	0	36	0
V44	7	18	27	0	2	54	16	3	0	18	10	0	0	10
V45	109	116	6	0	47	0	58	32	30	35	65	0	0	0
V46	15	79	0	79	0	12	26	50	40	5	26	0	26	0
V47	0	0	71	33	98	0	6	0	47	0	39	1	0	0
V48	0	0	5	33	0	6	11	0	0	0	0	0	2	0
V49	9	13	0	0	0	0	50	5	0	0	25	0	0	5
V50	22	0	117	48	62	18	0	0	28	0	7	33	17	3
V51	24	9	41	54	0	115	5	26	3	0	4	0	24	0
V52	26	15	0	69	0	11	6	16	7	0	0	2	19	34
V53	140	113	16	52	2	0	24	71	0	0	0	76	0	2
V54	0	89	4	13	40	78	21	28	34	33	30	0	9	40
V55	16	32	28	7	3	4	1	0	2	0	0	0	0	0
V56	53	93	17	0	16	20	0	62	6	0	0	35	0	7
V57	16	9	65	10	7	0	31	7	28	15	14	0	0	33
V58	66	35	32	25	1	0	6	9	0	11	9	0	0	4
V59	107	43	71	0	0	0	2	23	0	0	0	24	0	0
V60	3	158	50	0	6	0	88	52	0	97	21	0	0	0
V61	25	52	0	0	117	0	51	12	13	39	15	0	0	0
V62	63	0	0	68	30	40	13	0	15	40	4	0	0	0
V63	46	2	39	3	4	0	0	0	0	0	0	4	0	8
V64	69	12	45	0	2	0	4	4	1	0	0	11	4	13
V65	42	95	139	0	33	0	0	30	34	0	0	0	57	0
V66	7	11	5	71	41	0	31	4	13	0	4	0	0	0
V67	57	15	11	15	62	75	37	0	26	0	20	0	0	34
V68	182	199	3	0	0	0	50	27	0	35	0	17	0	0
V69	0	8	0	5	3	19	10	10	0	10	17	2	0	0
V70	84	49	0	0	0	0	122	8	4	15	31	0	0	13
V71	18	0	0	0	0	86	56	0	0	42	22	0	0	4
V72	67	7	12	23	5	44	11	2	3	0	1	0	24	8
V73	26	15	30	0	1	13	85	14	0	31	3	0	0	0
V74	48	3	28	0	0	0	44	2	0	10	4	0	0	3
V75	36	184	7	2	1	3	2	45	0	31	7	0	0	25
V76	20	32	35	34	0	14	1	3	0	0	20	0	0	0
V77	8	22	113	17	13	113	0	26	5	16	0	0	0	0
V78	88	54	102	1	7	10	10	17	0	0	0	20	0	0
V79	6	42	40	118	31	94	40	29	5	0	32	0	0	26
V80	48	94	4	2	0	7	2	19	4	0	0	0	0	0
V81	0	33	3	0	0	0	108	2	2	16	37	0	0	1
V82	34	19	36	20	25	41	9	11	28	10	0	0	0	25
V83	3	52	14	7	3	18	1	0	0	0	14	0	0	12
V84	0	2	138	152	95	122	8	30	96	0	49	0	36	0
V85	134	8	14	0	83	0	0	4	28	0	14	29	0	6
V86	128	50	34	58	7	79	25	18	0	69	10	0	0	0
V87	153	37	84	3	11	52	0	11	4	0	7	40	0	8
V88	121	8	4	2	0	18	8	11	0	0	0	0	0	0
V89	0	1	33	0	39	2	1	2	0	0	0	0	0	0
V90	86	8	0	71	0	21	157	0	0	25	23	0	0	31
V91	2	22	40	0	54	0	0	14	0	0	0	0	0	9
V92	0	4	46	0	0	0	0	19	1	0	0	0	0	0
V93	40	27	30	47	106	73	62	58	39	15	29	0	14	0
V94	0	75	0	2	6	1	0	20	14	0	3	0	0	5
V95	162	0	0	0	134	0	39	0	79	14	52	2	0	0
V96	24	118	131	13	113	14	13	12	37	19	0	0	86	12
V97	16	0	13	15	0	0	5	0	0	0	4	3	24	0
V98	356	157	0	0	139	18	16	52	64	37	10	4	68	26
V99	79	83	1	24	0	37	34	54	5	0	2	0	0	16
V100	0	76	117	36	1	15	12	90	0	21	7	0	0	0
