Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V15	4.09E+00	3.88E+00	1.49E+00	1.87E+01	3.73E+00	2.01E+01	2.67E-01	3.59E+00	4.42E+00	2.73E+00	6.40E+00	6.64E+00	2.95E+00	6.48E+00
V16	6.61E+00	5.19E+00	0.00E+00	1.67E+00	1.28E+00	2.22E+00	1.21E+01	5.24E+00	8.33E-01	1.03E+01	5.61E+00	5.30E+00	2.13E+00	5.52E+00
V17	3.05E+00	1.92E+00	0.00E+00	1.38E+01	4.58E+00	1.04E+01	1.03E+01	1.32E+00	3.54E+00	1.08E+01	7.41E+00	2.63E+00	2.50E+00	6.05E+00
V18	0.00E+00	2.93E+00	3.27E-01	0.00E+00	0.00E+00	0.00E+00	8.69E-01	1.85E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.80E+00
V19	1.89E+00	7.74E+00	5.86E+00	8.27E-01	9.61E+00	8.03E-01	2.11E+00	6.64E+00	1.13E+01	8.85E+00	2.77E+00	1.55E+00	3.86E+00	2.42E+00
V20	3.72E+01	4.96E+01	3.35E+00	6.79E+00	2.99E+00	8.27E+00	4.44E+00	4.79E+01	2.05E+00	6.03E+00	3.93E+00	3.45E+01	2.55E+01	4.28E+00
V21	2.13E+00	4.01E+00	2.56E+00	0.00E+00	2.53E+00	0.00E+00	7.13E+00	3.46E+00	1.81E+00	7.24E+00	1.88E+00	1.75E+00	1.67E+00	2.96E+00
V22	3.63E+00	1.27E+00	0.00E+00	1.02E+00	1.44E+01	9.71E-01	3.80E+00	1.38E+00	1.54E+01	4.67E+00	1.77E+00	3.69E+00	8.04E+00	1.54E+00
V23	2.53E+00	3.83E+01	3.23E+00	7.48E+00	3.90E+00	7.12E+00	1.33E-01	3.71E+01	3.71E+00	4.38E+00	2.16E+00	1.69E+00	3.52E+00	3.61E+00
V24	1.27E+01	3.27E-01	6.67E+00	0.00E+00	2.86E+00	1.88E+00	2.09E+00	2.67E-01	6.70E-01	7.88E+00	1.26E+00	1.47E+01	2.98E+00	3.73E+00
V25	0.00E+00	1.73E+00	1.03E+00	3.28E+00	2.18E+00	3.03E+00	5.00E+00	2.68E+00	2.20E+00	4.66E+00	4.04E+00	0.00E+00	1.30E+00	2.54E+00
V26	2.05E+00	4.31E+00	4.09E+00	2.24E-01	3.05E+00	1.00E-01	6.99E-01	4.58E+00	5.17E+00	4.74E+00	1.93E+00	1.69E+00	2.81E+00	4.00E-01
V27	3.52E+00	1.36E+00	2.48E+00	8.98E+00	4.00E-01	5.99E+00	2.23E+00	1.24E+00	2.04E+00	2.84E+00	1.56E+00	5.35E+00	6.12E+00	4.98E+00
V28	1.44E+01	5.78E-01	4.00E+00	8.70E-01	9.48E+00	1.30E+00	6.19E-01	0.00E+00	7.87E+00	6.47E+00	3.15E+00	1.43E+01	1.42E+01	2.52E+00
V29	6.70E-01	9.94E-01	1.67E+00	7.27E+00	5.35E+00	6.71E+00	1.00E-01	9.55E-01	4.27E+00	2.15E+00	4.07E+00	6.29E-01	2.40E+00	1.10E+00
V30	1.18E+01	1.92E+00	1.48E+00	1.99E+00	1.74E+00	3.20E+00	2.21E-01	5.54E-01	2.79E+00	1.94E+00	1.37E+00	1.29E+01	3.10E+00	3.70E+00
V31	1.45E+00	2.87E+00	0.00E+00	6.51E-01	0.00E+00	2.00E-01	1.09E+00	3.11E+00	0.00E+00	6.40E-01	3.42E-01	1.48E+00	8.14E-01	7.31E-01
V32	1.11E+01	2.90E+00	2.65E+00	6.17E+00	1.51E+00	6.32E+00	1.01E+00	3.27E+00	1.83E+00	5.10E+00	7.48E-01	9.44E+00	6.52E+00	3.07E+00
V33	1.07E+00	9.98E-01	2.86E+00	7.99E+00	1.58E+00	8.86E+00	6.58E+00	9.78E-01	7.95E-01	6.35E+00	1.87E+00	4.73E-01	1.07E+01	3.74E+00
V34	1.57E+01	2.21E-01	1.82E+00	1.51E+00	1.96E+00	1.83E+00	3.59E-01	5.47E-01	2.14E+00	2.99E+00	2.00E-01	1.41E+01	1.09E+01	8.03E-01
V35	1.42E+00	9.01E+00	1.95E+00	5.93E-01	0.00E+00	4.27E-01	1.80E+00	8.16E+00	3.33E-01	2.14E+00	9.00E-01	1.96E+00	1.22E+00	1.45E+00
V36	1.38E+00	2.95E+00	4.84E+00	3.17E+00	4.70E+00	3.16E+00	9.43E-01	2.38E+00	4.21E+00	4.92E+00	2.48E+00	1.00E+00	2.70E+00	8.41E-01
V37	1.04E+01	9.29E-01	4.33E-01	1.75E+01	1.03E+00	1.49E+01	1.26E+00	1.33E+00	2.33E+00	5.47E-01	4.67E+00	1.35E+01	8.85E+00	1.57E+00
V38	2.85E+01	1.53E-01	7.43E+00	1.20E+01	6.22E+00	1.45E+01	7.51E+00	2.00E-01	2.73E+00	1.10E+01	3.99E+00	2.92E+01	2.41E+01	4.25E+00
V39	3.93E+00	7.18E-01	1.99E+00	1.60E+01	6.56E+00	1.46E+01	0.00E+00	4.01E-01	6.38E+00	1.30E+00	4.78E+00	3.83E+00	4.41E+00	5.03E+00
V40	6.45E+00	1.31E+00	1.61E+00	3.31E+01	3.71E+00	3.76E+01	8.88E-01	1.06E+00	5.39E+00	2.23E+00	5.10E+00	5.25E+00	6.42E+00	1.20E+01
V41	6.24E+00	5.96E+00	4.76E+00	4.00E-01	8.27E+00	6.80E-01	4.18E+00	5.09E+00	8.47E+00	4.18E+00	3.46E+00	7.81E+00	5.45E+00	3.97E+00
V42	5.97E-01	5.91E+00	1.24E+00	3.07E-01	2.35E+00	2.13E-01	1.36E+00	5.61E+00	2.55E+00	1.67E+00	7.16E-01	1.00E-01	9.80E-01	4.04E+00
V43	5.25E+00	1.68E+01	2.03E+00	8.60E+00	3.10E+00	8.50E+00	1.88E+00	1.77E+01	1.63E+00	1.99E+00	1.20E+00	7.15E+00	7.05E+00	2.56E+00
V44	1.23E+00	3.50E+00	1.38E+00	5.79E+00	1.67E+00	7.16E+00	3.25E+00	2.95E+00	1.44E+00	3.19E+00	2.57E+00	1.26E+00	7.27E-01	1.16E+00
V45	1.44E+01	1.57E+01	2.75E+00	0.00E+00	1.05E+01	0.00E+00	1.24E+01	1.36E+01	8.49E+00	1.06E+01	4.60E+00	1.15E+01	1.59E+01	8.18E+00
V46	4.02E+00	1.35E+01	5.82E-01	1.16E+01	5.71E+00	1.18E+01	6.43E+00	1.15E+01	4.45E+00	4.20E+00	4.61E+00	4.66E+00	4.43E+00	1.10E+01
V47	3.00E-01	2.24E-01	4.85E+00	4.97E+00	1.13E+01	4.84E+00	1.30E+00	2.69E-01	1.16E+01	3.45E+00	7.38E+00	8.20E-01	2.49E+00	1.43E+00
V48	4.00E-01	0.00E+00	6.57E-01	4.57E+00	0.00E+00	5.37E+00	1.69E+00	0.00E+00	1.00E-01	1.40E+00	6.00E-01	5.00E-01	5.04E-01	1.67E+00
V49	2.18E+00	2.52E+00	0.00E+00	0.00E+00	1.10E+00	0.00E+00	8.32E+00	1.88E+00	2.00E+00	8.67E+00	2.28E+00	1.60E+00	2.27E+00	3.88E+00
V50	7.52E+00	0.00E+00	5.57E+00	8.77E+00	6.01E+00	1.08E+01	0.00E+00	0.00E+00	7.56E+00	7.95E+00	2.35E+00	1.14E+01	7.93E+00	8.25E+00
V51	4.37E+00	4.23E+00	2.12E+00	2.13E+01	2.04E+00	2.00E+01	1.24E+00	4.85E+00	2.30E+00	1.30E+00	7.61E-01	3.85E+00	7.71E+00	3.51E+00
V52	4.97E+00	3.32E+00	4.33E-01	1.22E+01	1.11E+00	1.37E+01	1.59E+00	2.33E+00	2.57E+00	1.38E+00	2.69E+00	6.92E+00	5.36E+00	9.37E+00
V53	2.82E+01	2.13E+01	1.80E+00	7.68E+00	7.33E-01	7.92E+00	2.46E+00	2.05E+01	7.64E-01	3.77E+00	1.10E+00	2.30E+01	1.57E+01	4.23E+00
V54	8.46E-01	1.38E+01	3.03E+00	9.97E+00	4.07E+00	1.12E+01	5.34E+00	1.12E+01	7.98E+00	5.19E+00	6.31E+00	6.18E-01	1.00E+01	1.79E+01
V55	1.89E+00	2.30E+00	2.89E+00	2.50E+00	9.75E-01	1.16E+00	5.39E-01	1.74E+00	1.53E+00	3.39E+00	9.83E-01	2.23E+00	1.66E+00	1.20E+00
V56	1.20E+01	1.81E+01	2.19E+00	2.71E+00	2.04E+00	3.37E+00	0.00E+00	2.00E+01	2.75E+00	3.40E+00	3.00E-01	1.08E+01	9.13E+00	4.10E+00
V57	2.91E+00	2.47E+00	3.89E+00	4.06E+00	4.17E+00	1.43E+00	4.78E+00	1.29E+00	4.29E+00	4.48E+00	5.77E+00	2.77E+00	2.73E+00	5.72E+00
V58	7.51E+00	4.08E+00	2.42E+00	3.52E+00	9.33E-01	2.08E+00	2.28E+00	3.75E+00	6.83E-01	2.55E+00	2.07E+00	9.58E+00	6.20E+00	8.79E-01
V59	1.39E+01	5.89E+00	4.36E+00	1.00E-01	3.00E-01	0.00E+00	4.27E-01	5.90E+00	2.00E-01	3.31E+00	6.00E-01	1.53E+01	3.00E-01	3.48E+00
V60	8.56E-01	1.38E+01	6.18E+00	0.00E+00	2.86E+00	0.00E+00	1.09E+01	1.33E+01	2.05E+00	1.19E+01	5.24E+00	1.06E+00	1.28E+00	8.22E+00
V61	4.22E+00	8.41E+00	1.45E+00	0.00E+00	9.21E+00	0.00E+00	7.58E+00	8.66E+00	9.06E+00	8.67E+00	4.68E+00	0.00E+00	4.10E+00	3.99E+00
V62	7.97E+00	5.39E-01	2.17E+00	1.21E+01	5.20E+00	1.19E+01	3.45E+00	4.00E-01	3.80E+00	2.82E+00	3.32E+00	8.61E+00	1.18E+01	2.45E+00
V63	7.24E+00	7.81E-01	1.79E+00	1.16E+00	1.04E+00	9.98E-01	0.00E+00	4.22E-01	2.00E-01	4.00E-01	0.00E+00	6.18E+00	5.99E+00	8.72E-01
V64	1.31E+01	2.61E+00	1.80E+00	1.33E-01	8.16E-01	0.00E+00	1.15E+00	2.67E+00	1.25E+00	1.62E+00	1.00E+00	1.18E+01	7.49E+00	1.70E+00
V65	6.73E+00	1.38E+01	1.03E+01	0.00E+00	9.35E+00	0.00E+00	1.04E+00	1.32E+01	7.19E+00	1.35E+01	1.91E+00	2.45E+00	1.33E+01	7.79E+00
V66	1.38E+00	2.09E+00	7.77E-01	7.61E+00	6.47E+00	6.45E+00	2.48E+00	2.35E+00	4.70E+00	3.18E+00	4.60E+00	1.20E+00	4.25E+00	4.45E+00
V67	5.48E+00	3.28E+00	1.36E+00	1.13E+01	7.78E+00	1.23E+01	4.78E+00	1.51E+00	5.09E+00	4.47E+00	5.03E+00	5.72E+00	1.75E+00	7.02E+00
V68	1.58E+01	2.19E+01	2.62E+00	0.00E+00	0.00E+00	0.00E+00	4.38E+00	2.09E+01	0.00E+00	4.36E+00	2.09E+00	1.79E+01	1.03E+01	3.44E+00
V69	4.27E-01	2.67E+00	7.95E-01	4.14E+00	1.56E+00	3.49E+00	2.17E+00	2.08E+00	1.98E+00	1.63E+00	2.34E+00	7.86E-01	5.39E-01	8.00E-01
V70	8.11E+00	4.99E+00	1.35E+00	1.06E+00	2.24E+00	5.16E-01	1.50E+01	4.40E+00	2.71E+00	1.55E+01	7.37E+00	5.94E+00	7.29E+00	6.91E+00
V71	2.23E+00	3.00E-01	2.31E+00	5.01E+00	2.06E+00	1.01E+01	1.08E+01	5.82E-01	1.20E+00	1.11E+01	4.98E+00	3.83E+00	2.03E+01	5.59E+00
V72	9.24E+00	1.56E+00	2.67E+00	1.01E+01	1.67E+00	9.42E+00	2.11E+00	1.12E+00	1.94E+00	4.01E+00	2.95E+00	7.73E+00	5.73E+00	4.18E+00
V73	3.49E+00	3.45E+00	3.25E+00	7.00E-01	1.23E+00	1.80E+00	7.18E+00	3.18E+00	4.82E-01	7.90E+00	3.44E+00	4.14E+00	3.67E+00	3.98E+00
V74	5.92E+00	8.72E-01	2.36E+00	5.00E-01	3.06E-01	0.00E+00	5.59E+00	7.64E-01	6.05E-01	5.62E+00	3.77E+00	4.99E+00	5.77E+00	1.37E+00
V75	5.83E+00	1.92E+01	2.43E+00	2.16E+00	2.09E+00	2.16E+00	2.25E+00	1.90E+01	2.62E+00	4.01E+00	2.71E+00	5.74E+00	6.00E-01	8.89E+00
V76	3.20E+00	4.66E+00	4.28E+00	7.10E+00	5.17E-01	6.53E+00	5.33E-01	4.49E+00	1.76E+00	5.38E+00	4.01E+00	2.12E+00	2.27E+00	5.33E-01
V77	1.76E+00	5.27E+00	1.24E+01	1.41E+01	2.47E+00	1.54E+01	9.45E-01	4.62E+00	2.51E+00	1.53E+01	2.18E+00	1.90E+00	2.53E+00	3.12E+00
V78	9.56E+00	8.09E+00	4.15E+00	1.59E+00	1.19E+00	1.41E+00	1.54E+00	7.71E+00	1.69E+00	3.80E+00	1.40E+00	3.70E+00	1.13E+01	1.53E+00
V79	7.31E-01	7.13E+00	4.81E+00	2.85E+01	6.17E+00	2.81E+01	6.63E+00	6.98E+00	5.03E+00	8.93E+00	3.28E+00	8.82E-01	2.50E+00	8.05E+00
V80	7.94E+00	7.64E+00	6.23E-01	9.83E-01	0.00E+00	1.38E+00	3.07E-01	7.63E+00	6.16E-01	3.00E-01	1.10E+00	6.49E+00	5.00E+00	2.13E-01
V81	0.00E+00	3.67E+00	1.65E+00	2.21E-01	2.29E+00	0.00E+00	1.41E+01	3.24E+00	2.57E+00	1.43E+01	4.72E+00	0.00E+00	5.00E-01	5.04E+00
V82	4.58E+00	2.45E+00	2.83E+00	7.31E+00	6.06E+00	8.63E+00	2.45E+00	1.67E+00	7.61E+00	3.53E+00	1.58E+00	3.94E+00	5.74E+00	4.27E+00
V83	6.50E-01	2.46E+00	2.44E+00	3.96E+00	1.73E+00	3.67E+00	1.13E+00	1.20E+00	1.19E+00	3.04E+00	1.41E+00	5.81E-01	1.33E-01	3.14E+00
V84	3.13E+00	3.53E+00	5.09E+00	2.83E+01	1.47E+01	3.06E+01	2.05E+00	4.14E+00	1.27E+01	8.43E+00	1.36E+01	1.84E+00	7.86E+00	1.17E+01
V85	1.66E+01	1.81E+00	1.60E+00	9.43E-01	1.04E+01	1.04E+00	5.04E-01	1.69E+00	1.10E+01	1.99E+00	3.37E+00	1.38E+01	1.64E+01	2.66E+00
V86	1.35E+01	6.08E+00	3.86E+00	1.11E+01	2.29E+00	9.09E+00	3.90E+00	5.91E+00	1.66E+00	5.18E+00	2.34E+00	1.30E+01	1.02E+01	5.41E+00
V87	2.67E+01	5.14E+00	4.05E+00	6.98E+00	1.88E+00	9.07E+00	0.00E+00	5.54E+00	1.75E+00	4.38E+00	3.19E+00	2.21E+01	1.78E+01	4.48E+00
V88	1.47E+01	2.27E+00	8.23E-01	1.75E+00	0.00E+00	2.96E+00	1.16E+00	2.15E+00	0.00E+00	1.30E+00	3.00E-01	1.30E+01	6.33E+00	4.00E-01
V89	0.00E+00	4.71E-01	1.60E+00	2.13E-01	3.00E+00	8.69E-01	2.33E-01	3.40E-01	2.55E+00	1.99E+00	1.30E+00	0.00E+00	0.00E+00	8.03E-01
V90	1.15E+01	2.57E+00	1.58E+00	1.36E+01	1.51E+00	1.15E+01	1.87E+01	2.50E+00	1.31E+00	2.23E+01	7.75E+00	1.46E+01	6.66E+00	1.11E+01
V91	4.07E-01	3.78E+00	2.17E+00	2.00E-01	5.75E+00	0.00E+00	1.33E-01	4.07E+00	6.01E+00	8.00E-01	3.40E-01	3.67E-01	4.58E-01	2.54E+00
V92	0.00E+00	2.11E+00	1.94E+00	0.00E+00	3.00E-01	0.00E+00	0.00E+00	2.67E+00	4.16E-01	1.73E+00	3.42E-01	3.00E-01	0.00E+00	8.06E-01
V93	6.11E+00	9.54E+00	4.61E+00	1.09E+01	1.10E+01	1.38E+01	9.55E+00	9.56E+00	8.08E+00	8.81E+00	4.34E+00	4.73E+00	1.80E+01	7.95E+00
V94	0.00E+00	7.38E+00	0.00E+00	8.19E-01	1.67E+00	5.47E-01	0.00E+00	7.98E+00	3.30E+00	0.00E+00	2.11E+00	0.00E+00	7.06E-01	2.35E+00
V95	2.05E+01	0.00E+00	1.05E+00	0.00E+00	2.49E+01	0.00E+00	6.23E+00	1.48E+00	2.65E+01	5.25E+00	6.18E+00	1.84E+01	1.76E+01	2.79E+00
V96	6.72E+00	1.36E+01	1.01E+01	4.72E+00	1.22E+01	3.28E+00	3.23E+00	1.10E+01	1.46E+01	1.71E+01	5.17E+00	6.91E+00	6.44E+00	2.97E+00
V97	3.76E+00	0.00E+00	1.54E+00	2.76E+00	6.99E-01	3.10E+00	1.16E+00	0.00E+00	8.95E-01	3.12E+00	2.13E+00	3.63E+00	4.82E+00	1.32E+00
V98	5.80E+01	2.48E+01	3.31E+00	5.64E+00	1.96E+01	3.88E+00	5.07E+00	2.37E+01	1.96E+01	5.51E+00	5.17E+00	4.74E+01	3.01E+01	9.41E+00
V99	9.73E+00	1.31E+01	5.17E-01	9.16E+00	8.00E-01	6.01E+00	3.09E+00	1.39E+01	1.71E+00	3.17E+00	2.70E+00	1.41E+01	1.07E+01	5.06E+00
V100	0.00E+00	1.87E+01	9.56E+00	8.05E+00	1.25E+00	7.06E+00	2.69E+00	1.50E+01	3.00E-01	1.14E+01	7.48E-01	0.00E+00	4.00E-01	7.98E+00
