MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	4.69E-07	7.43E-06	3.91E-07	1.43E-07	4.47E-02	8.44E-04	2.59E-06	4.25E-04	4.26E-02	8.42E-03	6.25E-02	3.56E-06	2.72E-02	1.67E-02	1.13E-02	2.52E-02	5.27E-03
1:Del:C:1	2.55E-03	0.00E+00	1.70E-03	0.00E+00	1.61E-02	1.23E-03	1.70E-03	3.18E-07	2.68E-02	1.00E-04	3.69E-02	1.01E-02	1.06E-02	1.16E-02	4.59E-02	2.57E-02	9.92E-03
1:Del:C:2	3.39E-04	0.00E+00	1.35E-07	1.39E-04	1.12E-03	2.35E-03	2.99E-04	4.37E-07	2.20E-03	2.07E-03	9.56E-04	1.55E-07	1.60E-03	7.10E-04	3.37E-03	0.00E+00	7.50E-04
1:Del:C:3	2.49E-04	7.03E-04	1.30E-03	5.85E-04	9.92E-04	2.64E-03	4.46E-04	7.68E-04	3.15E-03	2.37E-04	1.53E-02	3.17E-03	3.67E-03	1.43E-03	8.41E-03	4.95E-03	3.46E-03
1:Del:C:4	8.66E-05	3.37E-04	4.56E-04	8.94E-05	2.63E-03	4.39E-04	0.00E+00	0.00E+00	2.59E-02	0.00E+00	8.23E-03	2.70E-03	8.65E-03	1.22E-03	3.37E-03	1.53E-02	1.86E-03
1:Del:C:5	0.00E+00	3.53E-03	1.10E-03	1.26E-08	5.80E-05	1.15E-03	2.86E-08	4.99E-05	2.75E-02	0.00E+00	8.59E-07	1.68E-03	1.11E-07	3.02E-04	1.87E-07	5.37E-07	1.57E-02
1:Del:T:0	0.00E+00	1.55E-03	3.71E-03	7.82E-04	1.28E-02	1.36E-02	1.46E-03	0.00E+00	3.27E-02	1.17E-02	5.29E-02	3.68E-03	2.94E-02	1.87E-02	1.39E-02	1.02E-02	1.44E-02
1:Del:T:1	2.71E-05	1.96E-04	2.08E-03	0.00E+00	6.70E-03	2.00E-03	8.22E-04	1.07E-06	1.43E-02	2.12E-03	1.26E-02	3.56E-03	9.18E-03	4.95E-03	6.72E-03	1.94E-03	9.24E-04
1:Del:T:2	2.47E-04	7.58E-04	1.31E-03	8.73E-05	9.55E-03	1.06E-03	1.71E-04	0.00E+00	2.17E-02	4.84E-03	1.75E-02	3.44E-03	1.27E-02	7.75E-03	7.85E-03	4.80E-02	3.43E-02
1:Del:T:3	0.00E+00	3.29E-03	2.52E-08	3.81E-07	2.60E-02	1.67E-03	2.07E-03	1.78E-07	5.34E-02	1.87E-46	1.90E-02	5.33E-03	4.19E-02	4.25E-03	1.70E-02	7.32E-03	1.34E-02
1:Del:T:4	2.18E-03	9.53E-03	7.43E-08	0.00E+00	8.21E-03	0.00E+00	1.03E-02	3.59E-04	1.66E-02	0.00E+00	2.69E-02	0.00E+00	9.08E-02	2.25E-02	4.85E-02	6.57E-03	1.87E-02
1:Del:T:5	1.39E-07	8.62E-03	4.98E-08	1.01E-02	9.71E-08	6.01E-07	2.49E-08	9.97E-07	1.74E-02	1.82E-07	1.48E-03	9.03E-07	4.60E-03	7.88E-02	3.28E-07	4.91E-07	1.19E-01
1:Ins:C:0	1.42E-04	1.60E-08	3.19E-08	1.94E-07	3.57E-08	2.94E-04	0.00E+00	4.09E-08	1.36E-07	2.20E-03	1.36E-07	8.28E-09	2.43E-07	1.38E-03	2.59E-03	4.18E-06	2.40E-04
1:Ins:C:1	1.33E-04	6.96E-08	1.29E-07	1.45E-04	1.77E-04	6.77E-04	0.00E+00	4.71E-04	6.30E-04	5.58E-04	3.14E-03	1.56E-04	2.05E-07	1.16E-03	2.82E-03	1.60E-04	1.63E-03
1:Ins:C:2	3.01E-05	2.17E-08	3.76E-07	1.75E-08	5.98E-06	5.29E-04	2.14E-04	1.18E-07	1.15E-03	2.42E-07	4.77E-05	1.32E-03	1.07E-07	5.89E-04	1.81E-03	1.16E-03	1.04E-03
1:Ins:C:3	1.49E-03	0.00E+00	2.12E-04	0.00E+00	5.77E-04	0.00E+00	2.06E-03	6.25E-04	4.99E-04	0.00E+00	1.63E-04	2.50E-04	6.65E-03	7.92E-08	3.76E-05	1.13E-03	1.70E-03
1:Ins:C:4	4.87E-08	9.37E-04	2.55E-07	7.22E-04	3.90E-04	5.72E-04	8.15E-09	1.86E-03	8.31E-03	2.27E-03	2.29E-02	8.38E-03	3.43E-03	2.09E-03	0.00E+00	1.91E-03	3.10E-03
1:Ins:C:5	3.12E-04	1.11E-04	5.68E-03	3.06E-04	2.49E-04	4.68E-04	4.31E-04	3.85E-04	7.91E-03	6.94E-04	1.82E-07	6.28E-02	2.87E-08	9.08E-04	1.57E-04	2.88E-02	2.71E-02
1:Ins:T:0	0.00E+00	2.22E-04	4.17E-04	3.33E-04	3.07E-03	3.14E-03	3.58E-04	7.05E-04	8.51E-03	4.14E-04	4.43E-03	5.55E-03	2.28E-03	6.29E-04	8.71E-03	4.28E-03	3.66E-03
1:Ins:T:1	1.01E-07	3.39E-09	1.90E-05	1.27E-04	1.27E-03	8.24E-04	1.22E-07	2.11E-04	5.51E-03	1.96E-03	7.59E-03	8.04E-04	1.77E-02	1.84E-03	5.55E-03	4.11E-04	2.17E-03
1:Ins:T:2	2.88E-04	4.51E-05	1.79E-08	1.92E-08	0.00E+00	1.98E-04	2.22E-04	1.41E-07	1.07E-03	0.00E+00	1.78E-03	4.87E-08	1.95E-03	8.53E-05	1.75E-03	1.88E-03	6.47E-04
1:Ins:T:3	1.12E-04	0.00E+00	9.81E-04	6.74E-05	0.00E+00	3.60E-04	9.57E-05	0.00E+00	6.92E-05	0.00E+00	3.37E-07	1.60E-03	2.89E-07	6.06E-04	3.38E-04	5.29E-03	1.67E-04
1:Ins:T:4	2.28E-04	5.51E-04	2.86E-03	3.68E-04	2.88E-04	4.43E-04	0.00E+00	4.38E-07	1.86E-03	6.87E-04	5.29E-05	1.14E-02	1.77E-03	1.90E-03	1.18E-03	4.41E-02	7.79E-04
1:Ins:T:5	7.88E-08	4.91E-08	1.76E-02	7.95E-08	1.54E-05	5.01E-03	1.33E-07	1.57E-07	7.33E-03	9.47E-07	7.61E-03	1.04E-02	3.47E-03	3.59E-03	3.41E-03	1.03E-01	1.30E-03
2:Del:R:0	0.00E+00	2.73E-05	9.91E-04	4.64E-08	2.75E-03	2.61E-03	0.00E+00	5.16E-04	7.83E-03	5.88E-03	3.45E-03	3.92E-45	0.00E+00	2.33E-03	1.61E-02	5.65E-03	1.75E-04
2:Del:R:1	0.00E+00	7.04E-04	6.52E-04	3.83E-08	0.00E+00	2.27E-03	5.24E-04	0.00E+00	2.75E-03	1.38E-03	2.68E-03	0.00E+00	4.65E-03	2.40E-03	1.02E-02	8.75E-03	1.12E-03
2:Del:R:2	3.00E-10	2.08E-04	1.38E-08	3.27E-04	4.33E-05	1.59E-07	1.63E-07	9.56E-08	9.97E-04	1.77E-04	1.89E-04	1.21E-03	1.38E-03	4.11E-04	1.19E-03	1.03E-03	1.93E-03
2:Del:R:3	3.28E-08	8.98E-08	4.94E-08	3.54E-07	1.36E-07	1.05E-07	4.01E-08	4.59E-02	9.94E-08	2.34E-07	2.10E-07	7.40E-03	1.53E-07	6.98E-07	1.57E-07	3.33E-07	2.95E-07
2:Del:R:4	8.99E-09	9.51E-05	8.61E-08	1.35E-04	1.89E-07	1.03E-06	4.55E-08	3.03E-04	0.00E+00	2.29E-08	5.92E-04	7.42E-04	8.60E-08	3.22E-04	3.14E-04	6.18E-04	3.10E-04
2:Del:R:5	3.49E-08	2.37E-08	5.06E-08	4.03E-08	8.05E-08	1.72E-04	2.61E-05	5.91E-08	3.99E-04	1.88E-04	1.52E-04	3.15E-08	2.92E-04	1.83E-04	1.37E-03	2.94E-07	1.93E-07
3:Del:R:0	1.55E-04	5.22E-05	8.87E-04	7.58E-10	1.40E-46	4.49E-03	3.36E-08	0.00E+00	3.18E-04	6.51E-03	9.51E-04	2.55E-03	4.20E-04	3.00E-03	1.17E-02	5.86E-03	7.35E-05
3:Del:R:1	9.00E-05	8.81E-04	1.45E-03	5.85E-04	3.26E-03	0.00E+00	0.00E+00	0.00E+00	3.42E-03	1.71E-03	1.45E-03	1.67E-03	8.90E-04	2.60E-03	2.28E-03	1.05E-02	6.07E-03
3:Del:R:2	7.91E-05	6.04E-04	1.49E-04	0.00E+00	5.82E-04	2.50E-04	0.00E+00	0.00E+00	2.39E-03	2.99E-04	2.97E-03	1.62E-03	1.62E-03	8.75E-04	1.51E-03	8.75E-04	2.16E-03
