NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	140.903	64.786	49.358	49.872	0.418	0.83	20000.0
2	138.624	64.607	46.817	48.931	0.413	0.835	20000.0
3	141.454	64.559	49.822	49.967	0.418	0.83	30000.0
4	138.616	64.968	46.718	49.136	0.418	0.835	30000.0
5	132.077	61.579	44.847	48.563	0.417	0.839	20000.0
6	139.467	63.824	49.329	49.586	0.408	0.835	30000.0
7	141.353	65.536	48.203	49.699	0.422	0.833	30000.0
8	132.992	62.43	44.698	48.453	0.427	0.84	20000.0
9	141.884	65.459	49.779	50.328	0.424	0.829	30000.0
10	137.799	63.429	47.751	48.443	0.407	0.84	20000.0
