NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	96.122	33.608	27.381	23.262	0.182	0.964	20000.0
2	93.54	32.945	26.7	23.157	0.177	0.963	50000.0
3	95.757	34.348	27.113	24.027	0.188	0.961	20000.0
4	92.538	32.476	26.074	22.431	0.177	0.965	40000.0
5	94.659	32.804	27.498	22.764	0.178	0.965	40000.0
6	96.142	33.868	28.264	24.091	0.181	0.962	30000.0
7	92.3	32.833	26.615	22.978	0.176	0.963	30000.0
8	95.135	33.429	27.576	23.916	0.178	0.962	20000.0
9	94.917	33.505	27.865	23.657	0.18	0.962	30000.0
10	94.615	33.137	27.425	23.46	0.182	0.962	20000.0
