NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.533	21.334	12.788	13.032	0.111	0.989	20000.0
2	56.816	22.276	13.662	14.558	0.111	0.986	40000.0
3	57.6	21.897	13.415	13.845	0.113	0.987	50000.0
4	52.984	19.652	11.986	12.272	0.106	0.99	30000.0
5	54.757	20.674	13.004	13.077	0.104	0.989	90000.0
6	56.113	21.478	13.217	13.391	0.106	0.988	50000.0
7	55.887	22.07	13.007	13.705	0.113	0.987	30000.0
8	57.986	22.43	13.863	14.66	0.112	0.985	60000.0
9	51.803	19.37	11.763	11.931	0.107	0.991	60000.0
10	56.503	21.838	13.522	14.045	0.108	0.986	30000.0
