MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.12E-02	6.65E-04	1.40E-02
1:Del:C:1	3.66E-03	1.42E-04	4.16E-03
1:Del:C:2	2.79E-04	1.11E-04	2.52E-04
1:Del:C:3	4.08E-04	1.96E-04	5.80E-04
1:Del:C:4	4.21E-04	1.42E-04	5.77E-04
1:Del:C:5	2.25E-04	5.95E-04	9.34E-04
1:Del:T:0	3.92E-03	4.16E-04	4.80E-03
1:Del:T:1	1.79E-03	8.46E-06	2.01E-03
1:Del:T:2	3.46E-03	5.47E-04	4.34E-03
1:Del:T:3	4.15E-03	6.82E-04	5.14E-03
1:Del:T:4	3.89E-03	2.14E-03	6.22E-03
1:Del:T:5	7.49E-03	3.87E-02	5.61E-02
1:Ins:C:0	1.44E-04	2.10E-05	3.71E-05
1:Ins:C:1	1.05E-04	3.24E-05	2.90E-08
1:Ins:C:2	4.35E-05	8.39E-06	2.71E-05
1:Ins:C:3	9.18E-03	6.34E-03	1.38E-02
1:Ins:C:4	6.20E-05	1.01E-04	1.85E-04
1:Ins:C:5	2.27E-04	1.39E-03	2.40E-03
1:Ins:T:0	4.39E-04	2.01E-04	5.08E-04
1:Ins:T:1	5.86E-04	2.32E-05	3.82E-04
1:Ins:T:2	2.72E-04	2.51E-05	1.72E-04
1:Ins:T:3	1.22E-04	1.21E-04	2.45E-04
1:Ins:T:4	2.97E-04	9.77E-04	1.61E-03
1:Ins:T:5	8.83E-03	5.62E-02	1.01E-01
2:Del:R:0	6.15E-04	7.45E-05	5.20E-04
2:Del:R:1	6.76E-04	3.03E-04	6.91E-04
2:Del:R:2	1.21E-04	8.61E-05	1.98E-04
2:Del:R:3	3.15E-05	4.35E-05	8.28E-05
2:Del:R:4	2.27E-08	3.12E-03	3.03E-04
2:Del:R:5	4.27E-05	1.18E-08	2.43E-08
3:Del:R:0	4.06E-04	8.59E-05	1.38E-04
3:Del:R:1	3.48E-04	2.49E-04	3.04E-04
3:Del:R:2	1.28E-04	9.15E-05	3.10E-04
3:Del:R:3	3.94E-05	1.01E-05	4.51E-05
3:Del:R:4	7.90E-09	8.13E-09	1.38E-08
3:Del:R:5	7.90E-09	8.13E-09	1.38E-08
4:Del:R:0	2.95E-04	1.04E-04	1.50E-04
4:Del:R:1	1.70E-04	8.19E-05	2.40E-04
4:Del:R:2	5.13E-05	9.24E-06	6.67E-05
4:Del:R:3	2.07E-05	3.74E-08	5.39E-08
4:Del:R:4	7.90E-09	8.13E-09	1.38E-08
4:Del:R:5	5.74E-08	3.02E-05	4.06E-05
5:Del:R:0	3.86E-03	1.05E-03	1.13E-03
5:Del:R:1	8.37E-05	2.16E-04	3.09E-04
5:Del:R:2	7.61E-08	5.21E-05	7.79E-05
5:Del:R:3	7.90E-09	8.13E-09	1.38E-08
5:Del:R:4	7.84E-05	4.37E-05	8.95E-05
5:Del:R:5	2.10E-08	9.21E-03	7.85E-07
2:Ins:R:0	1.65E-04	1.02E-04	1.55E-04
2:Ins:R:1	1.16E-04	2.49E-05	1.63E-04
2:Ins:R:2	1.01E-04	5.26E-05	1.88E-04
2:Ins:R:3	4.90E-05	1.01E-04	1.84E-04
2:Ins:R:4	4.70E-05	1.15E-04	2.48E-04
2:Ins:R:5	2.90E-04	8.04E-04	9.28E-04
3:Ins:R:0	9.25E-05	1.23E-08	4.24E-05
3:Ins:R:1	1.66E-04	3.51E-05	1.12E-04
3:Ins:R:2	1.48E-07	2.55E-05	6.12E-08
3:Ins:R:3	3.19E-02	2.20E-02	4.88E-02
3:Ins:R:4	4.26E-05	6.38E-09	2.18E-08
3:Ins:R:5	7.70E-05	1.11E-04	1.47E-04
4:Ins:R:0	6.40E-05	5.00E-08	1.02E-04
4:Ins:R:1	9.98E-05	1.10E-04	1.67E-04
4:Ins:R:2	2.26E-05	6.20E-05	4.51E-05
4:Ins:R:3	5.14E-08	3.40E-05	4.71E-05
4:Ins:R:4	2.01E-08	6.27E-05	1.02E-07
4:Ins:R:5	1.53E-04	1.83E-04	2.06E-04
5:Ins:R:0	4.95E-05	2.88E-08	1.04E-04
5:Ins:R:1	4.20E-04	5.73E-05	1.51E-04
5:Ins:R:2	7.90E-09	8.13E-09	1.38E-08
5:Ins:R:3	1.23E-08	6.14E-05	5.64E-05
5:Ins:R:4	4.03E-05	3.26E-08	4.83E-08
5:Ins:R:5	5.08E-05	2.55E-08	2.58E-05
2:Del:M:1	2.59E-04	1.37E-04	2.64E-04
3:Del:M:1	2.85E-04	2.15E-04	9.17E-05
3:Del:M:2	2.01E-04	1.42E-04	2.99E-04
4:Del:M:1	1.92E-03	1.46E-03	3.35E-03
4:Del:M:2	2.00E-04	2.51E-05	1.70E-04
4:Del:M:3	1.74E-04	7.78E-05	1.11E-04
5:Del:M:1	5.65E-03	1.45E-03	7.87E-04
5:Del:M:2	2.14E-03	7.67E-04	7.55E-04
5:Del:M:3	7.70E-04	3.08E-04	1.05E-04
5:Del:M:4	7.91E-04	1.97E-02	1.56E-03
5:Del:M:5	3.16E-04	2.04E-04	5.10E-04
