Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83B	ID83F
V1	1:Del:C:0	0.0014406439334546512	0.0	0.9985593560665453	0.0	0.0	0.0
V1	1:Del:C:1	0.011489861735106785	0.0	0.9885101382648933	0.0	0.0	0.0
V1	1:Del:C:2	3.571571726505559e-16	0.0	0.9999999999999997	0.0	0.0	0.0
V1	1:Del:C:3	0.1125935358584043	0.0	0.8874064641415956	0.0	0.0	0.0
V1	1:Del:C:4	0.16588933502402955	0.0	0.8341106649759705	0.0	0.0	0.0
V1	1:Del:C:5	0.564667519250801	0.0	0.435332480749199	0.0	0.0	0.0
V1	1:Del:T:0	0.01357791834170271	0.0	0.9864220816582973	0.0	0.0	0.0
V1	1:Del:T:1	1.1380813247052548e-16	0.0	1.0	0.0	0.0	0.0
V1	1:Del:T:2	0.03607604127481794	0.0	0.9639239587251821	0.0	0.0	0.0
V1	1:Del:T:3	0.07747077535651399	0.0	0.922529224643486	0.0	0.0	0.0
V1	1:Del:T:4	0.5476649234383762	0.0	0.4523350765616237	0.0	0.0	0.0
V1	1:Del:T:5	1.1200498533851359e-16	0.0	1.0	0.0	0.0	0.0
V1	1:Ins:C:0	4.303236730407401e-16	0.0	0.9999999999999996	0.0	0.0	0.0
V1	1:Ins:C:1	5.483937257476419e-16	0.0	0.9999999999999993	0.0	0.0	0.0
V1	1:Ins:C:2	7.789988539620165e-16	0.0	0.9999999999999992	0.0	0.0	0.0
V1	1:Ins:C:3	0.7229248855312835	0.0	0.27707511446871647	0.0	0.0	0.0
V1	1:Ins:C:4	0.5365832016746769	0.0	0.46341679832532306	0.0	0.0	0.0
V1	1:Ins:C:5	0.9469161702496323	0.0	0.05308382975036767	0.0	0.0	0.0
V1	1:Ins:T:0	0.15402347642704428	0.0	0.8459765235729557	0.0	0.0	0.0
V1	1:Ins:T:1	0.002965857498997739	0.0	0.9970341425010023	0.0	0.0	0.0
V1	1:Ins:T:2	0.04623970419064744	0.0	0.9537602958093527	0.0	0.0	0.0
V1	1:Ins:T:3	0.5837677799710369	0.0	0.4162322200289632	0.0	0.0	0.0
V1	1:Ins:T:4	0.8791316005453753	0.0	0.12086839945462471	0.0	0.0	0.0
V1	1:Ins:T:5	0.9407598419734304	0.0	0.05924015802656954	0.0	0.0	0.0
V1	2:Del:R:0	0.02734629091812168	0.0	0.9726537090818782	0.0	0.0	0.0
V1	2:Del:R:1	0.04080065588997219	0.0	0.9591993441100278	0.0	0.0	0.0
V1	2:Del:R:2	0.24204201372525197	0.0	0.7579579862747479	0.0	0.0	0.0
V1	2:Del:R:3	0.8498219753120628	0.0	0.15017802468793728	0.0	0.0	0.0
V1	2:Del:R:4	0.06682087578234379	0.0	0.9331791242176561	0.0	0.0	0.0
V1	2:Del:R:5	1.4278732869271681e-15	0.0	0.9999999999999986	0.0	0.0	0.0
V1	3:Del:R:0	0.00417944433802638	0.0	0.9958205556619736	0.0	0.0	0.0
V1	3:Del:R:1	0.5717509584899713	0.0	0.4282490415100286	0.0	0.0	0.0
V1	3:Del:R:2	0.4233816524614002	0.0	0.5766183475385999	0.0	0.0	0.0
V1	3:Del:R:3	0.34481799476842173	0.0	0.6551820052315783	0.0	0.0	0.0
V1	3:Del:R:4	4.4385494402965374e-13	0.0	0.9999999999995562	0.0	0.0	0.0
V1	3:Del:R:5	1.3071771978021806e-14	0.0	0.9999999999999869	0.0	0.0	0.0
V1	4:Del:R:0	0.005326140750833152	0.0	0.9946738592491668	0.0	0.0	0.0
V1	4:Del:R:1	0.16625023642307837	0.0	0.8337497635769215	0.0	0.0	0.0
V1	4:Del:R:2	0.004239773607845882	0.0	0.9957602263921541	0.0	0.0	0.0
V1	4:Del:R:3	4.130316840277607e-14	0.0	0.9999999999999587	0.0	0.0	0.0
V1	4:Del:R:4	1.2225398252826161e-14	0.0	0.9999999999999878	0.0	0.0	0.0
V1	4:Del:R:5	0.6209480036619771	0.0	0.37905199633802295	0.0	0.0	0.0
V1	5:Del:R:0	1.2609285493148195e-05	0.0	0.9999873907145068	0.0	0.0	0.0
V1	5:Del:R:1	0.10693851323467576	0.0	0.8930614867653242	0.0	0.0	0.0
V1	5:Del:R:2	0.08076315570588617	0.0	0.9192368442941139	0.0	0.0	0.0
V1	5:Del:R:3	0.45426045520095304	0.0	0.5457395447990471	0.0	0.0	0.0
V1	5:Del:R:4	0.009802655940069634	0.0	0.9901973440599303	0.0	0.0	0.0
V1	5:Del:R:5	0.20249782003319178	0.0	0.7975021799668084	0.0	0.0	0.0
V1	2:Ins:R:0	0.07009619162361384	0.0	0.9299038083763861	0.0	0.0	0.0
V1	2:Ins:R:1	0.0017011856035919909	0.0	0.9982988143964079	0.0	0.0	0.0
V1	2:Ins:R:2	0.2070810513215957	0.0	0.7929189486784043	0.0	0.0	0.0
V1	2:Ins:R:3	0.5099780645212473	0.0	0.4900219354787527	0.0	0.0	0.0
V1	2:Ins:R:4	0.9843910924619144	0.0	0.015608907538085647	0.0	0.0	0.0
V1	2:Ins:R:5	0.7868284871079692	0.0	0.21317151289203082	0.0	0.0	0.0
V1	3:Ins:R:0	0.00016463053917554208	0.0	0.9998353694608245	0.0	0.0	0.0
V1	3:Ins:R:1	0.11992208851996498	0.0	0.880077911480035	0.0	0.0	0.0
V1	3:Ins:R:2	0.10452981062821767	0.0	0.8954701893717825	0.0	0.0	0.0
V1	3:Ins:R:3	0.6125082391521957	0.0	0.38749176084780446	0.0	0.0	0.0
V1	3:Ins:R:4	0.2074716163568037	0.0	0.7925283836431962	0.0	0.0	0.0
V1	3:Ins:R:5	0.9245905211212215	0.0	0.0754094788787785	0.0	0.0	0.0
V1	4:Ins:R:0	1.5294362128065519e-15	0.0	0.9999999999999986	0.0	0.0	0.0
V1	4:Ins:R:1	0.19506300225701304	0.0	0.8049369977429869	0.0	0.0	0.0
V1	4:Ins:R:2	0.2534999489058554	0.0	0.7465000510941446	0.0	0.0	0.0
V1	4:Ins:R:3	0.8683996096468608	0.0	0.1316003903531392	0.0	0.0	0.0
V1	4:Ins:R:4	0.35854798973459084	0.0	0.6414520102654092	0.0	0.0	0.0
V1	4:Ins:R:5	0.2890183769142305	0.0	0.7109816230857695	0.0	0.0	0.0
V1	5:Ins:R:0	3.736798249609667e-15	0.0	0.9999999999999962	0.0	0.0	0.0
V1	5:Ins:R:1	0.050451036417980974	0.0	0.949548963582019	0.0	0.0	0.0
V1	5:Ins:R:2	0.4751658055888125	0.0	0.5248341944111875	0.0	0.0	0.0
V1	5:Ins:R:3	0.5458131097418464	0.0	0.4541868902581537	0.0	0.0	0.0
V1	5:Ins:R:4	0.933166569960437	0.0	0.06683343003956305	0.0	0.0	0.0
V1	5:Ins:R:5	0.1843421699814185	0.0	0.8156578300185816	0.0	0.0	0.0
V1	2:Del:M:1	0.08054898003244812	0.0	0.9194510199675517	0.0	0.0	0.0
V1	3:Del:M:1	0.003158105091879382	0.0	0.9968418949081207	0.0	0.0	0.0
V1	3:Del:M:2	0.10998807377398626	0.0	0.8900119262260138	0.0	0.0	0.0
V1	4:Del:M:1	0.00515707949338632	0.0	0.9948429205066136	0.0	0.0	0.0
V1	4:Del:M:2	0.03180395215801219	0.0	0.9681960478419879	0.0	0.0	0.0
V1	4:Del:M:3	0.0499493307304457	0.0	0.9500506692695543	0.0	0.0	0.0
V1	5:Del:M:1	1.044618280107638e-06	0.0	0.9999989553817199	0.0	0.0	0.0
V1	5:Del:M:2	6.919435090528697e-10	0.0	0.9999999993080565	0.0	0.0	0.0
V1	5:Del:M:3	1.8151665816283282e-11	0.0	0.9999999999818482	0.0	0.0	0.0
V1	5:Del:M:4	0.0008512044424584958	0.0	0.9991487955575415	0.0	0.0	0.0
V1	5:Del:M:5	0.018310689898808994	0.0	0.9816893101011911	0.0	0.0	0.0
V2	1:Del:C:0	0.0007475859761478909	0.008826224611855978	0.10525476226447794	0.885166432807474	4.994340044284523e-06	0.0
V2	1:Del:C:1	0.01088049627026541	0.00012164168290410801	0.19014215336930113	0.7949977732897852	0.0038579353877440355	0.0
V2	1:Del:C:2	9.61782329976029e-16	0.0003536094498361888	0.5469917748719662	0.44189830100882027	0.010756314669376325	0.0
V2	1:Del:C:3	0.1594775824835603	0.08086970556489614	0.25531254338535747	0.502077580162448	0.002262588403738119	0.0
V2	1:Del:C:4	0.06459840749031533	0.1380971996742963	0.06597667091440604	0.6463103973583181	0.08501732456266446	0.0
V2	1:Del:C:5	0.3174496884736952	0.5387115374710632	0.049712608080850734	0.002385194035980582	0.09174097193841026	0.0
V2	1:Del:T:0	0.01577059297506299	0.03719757047567448	0.2327239044944412	0.714307801841099	1.3021372223921992e-07	0.0
V2	1:Del:T:1	1.0696975015799111e-16	4.9951065521037484e-17	0.19091984051727776	0.8090770556633491	3.1038193729148348e-06	0.0
V2	1:Del:T:2	0.01634212832706058	0.048049506942433914	0.08869433760900097	0.8469132457557622	7.813657423512313e-07	0.0
V2	1:Del:T:3	0.028482838906042602	0.09823159235206888	0.06889518685015901	0.7941363717203728	0.010254010171356813	0.0
V2	1:Del:T:4	0.0558681885877572	0.24003945449346425	0.009372885444205288	0.6947194714745732	0.0	0.0
V2	1:Del:T:5	1.017450131883177e-17	0.9799322487198316	0.018451817784195166	0.0016154984452823751	4.3505069091748945e-07	0.0
V2	1:Ins:C:0	1.907129960672683e-15	8.905618035191628e-16	0.9002195266746654	1.761834364036645e-15	0.09978047332532987	0.0
V2	1:Ins:C:1	2.3539175157287377e-15	0.06317620256577554	0.8718908932273749	0.0007757755217343233	0.06415712868511293	0.0
V2	1:Ins:C:2	3.085766412698902e-15	0.009557647709370827	0.8046177467290937	0.1858066298001658	1.797576136659311e-05	0.0
V2	1:Ins:C:3	0.7832276695109333	0.15579677767607172	0.06097555281299217	2.8309853825674337e-15	0.0	0.0
V2	1:Ins:C:4	0.48314791780636185	0.30831684474375276	0.08475751018060795	0.0003303569473112619	0.12344737032196627	0.0
V2	1:Ins:C:5	0.859877618779705	0.12488056169363686	0.009791534041340684	0.0014742640975523628	0.003976021387765037	0.0
V2	1:Ins:T:0	0.18041797236548052	0.041068770723174976	0.20128646169948078	0.5632512597163193	0.013975535495544377	0.0
V2	1:Ins:T:1	0.0046178782887518095	1.7711249667183822e-16	0.315330232158945	0.6726217577466853	0.007430131805617715	0.0
V2	1:Ins:T:2	0.07526515782795655	0.09880562271741462	0.3153418034680421	0.510556536657407	3.087932917984872e-05	0.0
V2	1:Ins:T:3	0.684208335584674	0.0683254665728324	0.09909398949214829	0.14590280879928355	0.0024693995510617814	0.0
V2	1:Ins:T:4	0.8226572247938317	0.06742973968474636	0.022974241107398027	0.0442761135919941	0.04266268082202969	0.0
V2	1:Ins:T:5	0.982483132128202	0.0013517940433382632	0.012566835177999112	0.0035980810676152744	1.5758284543707952e-07	0.0
V2	2:Del:R:0	0.007631708599563953	0.0007130516274085401	0.055137233965352986	0.08283737785238712	0.8536806279552873	0.0
V2	2:Del:R:1	0.11591031560632775	0.13268460030414178	0.553512196847781	0.17176739588098336	0.02612549136076625	0.0
V2	2:Del:R:2	0.21186658668490832	0.3243532367907313	0.13476596454935827	0.30135870000052234	0.027655511974479786	0.0
