Samples	ID83A	ID83B	ID83C	ID83D
V1	8.97E+00	1.12E+01	7.87E+00	5.37E-01
V2	2.50E+01	2.13E-01	2.56E+01	1.18E+00
V3	7.16E-01	3.74E+00	5.37E+00	3.29E+00
V4	7.15E+00	1.94E+00	8.16E+00	1.00E+00
V5	1.77E+01	7.85E+00	1.95E+01	2.63E+00
V6	4.53E+00	1.41E+00	5.91E+00	1.97E+00
V7	4.00E+00	1.70E+00	3.63E+00	2.97E+00
V8	5.49E+00	2.00E+00	1.08E+00	4.75E+00
V9	7.17E+00	5.52E+00	5.57E+00	5.26E-01
V10	3.12E+00	2.52E+00	5.21E+00	3.63E+00
V11	1.75E+00	1.45E+01	2.09E+01	5.25E+00
V12	4.81E+00	3.14E+00	2.33E+00	1.54E+00
V13	3.90E+00	6.10E+00	8.75E+00	1.70E+00
V14	4.56E+00	5.24E+00	3.85E+00	2.51E+00
V15	1.48E+00	1.93E+00	3.88E+00	3.13E+00
V16	1.52E+01	1.49E+01	1.28E+01	1.67E+00
V17	1.56E+01	1.09E+01	1.03E+01	6.91E+00
V18	3.27E-01	1.05E+00	1.21E+00	0.00E+00
V19	3.84E+00	3.62E+00	3.54E+00	9.29E-01
V20	1.01E+01	2.20E+01	2.92E+01	2.23E+00
V21	9.61E+00	9.77E+00	8.67E+00	0.00E+00
V22	1.51E+01	2.44E+00	1.38E+01	1.48E+00
V23	4.63E+00	4.58E+00	2.31E+00	2.22E+00
V24	1.09E+01	6.40E-01	1.09E+01	1.29E+00
V25	6.99E+00	7.52E+00	7.38E+00	2.11E+00
V26	3.24E+00	2.09E+00	2.53E+00	4.48E-01
V27	2.88E+00	2.47E+00	3.24E+00	2.03E+00
V28	1.39E+01	4.22E-01	1.43E+01	7.27E-01
V29	3.21E+00	1.10E+00	8.06E-01	3.63E+00
V30	7.37E+00	4.37E+00	1.13E+01	1.61E+00
V31	0.00E+00	1.11E+00	1.34E+00	5.97E-01
V32	3.88E+00	5.59E+00	9.35E+00	2.16E+00
V33	6.98E+00	5.99E+00	5.27E+00	2.63E+00
V34	9.36E+00	3.72E+00	1.39E+01	1.58E+00
V35	2.29E+00	2.51E+00	1.00E+00	6.67E-01
V36	2.68E+00	1.60E+00	1.26E+00	1.60E+00
V37	2.26E+00	3.02E+00	8.21E+00	4.45E+00
V38	2.18E+01	5.86E-01	2.34E+01	3.87E+00
V39	5.23E+00	9.87E-01	3.74E+00	5.93E+00
V40	2.93E+00	1.63E+00	5.42E+00	2.81E+00
V41	4.60E+00	3.58E+00	3.57E+00	8.44E-01
V42	1.81E+00	3.34E+00	2.71E+00	7.31E-01
V43	1.63E+00	3.42E+00	3.94E+00	2.23E+00
V44	4.34E+00	3.61E+00	3.10E+00	1.35E+00
V45	1.62E+01	1.32E+01	1.50E+01	0.00E+00
V46	7.17E+00	7.39E+00	5.02E+00	2.31E+00
V47	4.04E+00	4.07E-01	1.33E+00	3.66E+00
V48	2.11E+00	2.19E+00	1.66E+00	1.29E+00
V49	8.46E+00	1.02E+01	9.28E+00	0.00E+00
V50	7.71E+00	2.13E-01	7.63E+00	4.12E+00
V51	2.49E+00	2.39E+00	3.27E+00	3.74E+00
V52	1.09E+00	2.00E+00	3.09E+00	2.85E+00
V53	2.93E+00	1.63E+01	1.88E+01	1.55E+00
V54	8.90E+00	7.99E+00	5.79E+00	5.04E+00
V55	1.79E+00	1.93E+00	2.36E+00	1.75E+00
V56	4.26E+00	7.35E+00	1.03E+01	1.95E+00
V57	4.33E+00	4.23E+00	3.80E+00	1.25E+00
V58	4.79E+00	2.68E+00	7.51E+00	1.71E+00
V59	9.22E+00	9.05E+00	1.59E+01	0.00E+00
V60	1.46E+01	1.87E+01	1.71E+01	0.00E+00
V61	1.13E+01	9.11E+00	1.05E+01	0.00E+00
V62	6.45E+00	1.39E+00	6.74E+00	5.55E+00
V63	6.97E+00	1.10E+00	7.70E+00	8.79E-01
V64	6.65E+00	3.45E+00	9.83E+00	5.86E-01
V65	7.51E+00	2.90E+00	7.96E+00	0.00E+00
V66	6.02E+00	3.82E+00	4.85E+00	2.62E+00
V67	9.94E+00	4.48E+00	7.43E+00	5.60E+00
V68	3.45E+00	1.55E+01	1.67E+01	0.00E+00
V69	2.31E+00	2.89E+00	1.78E+00	2.55E+00
V70	2.03E+01	1.99E+01	1.57E+01	1.06E+00
V71	1.27E+01	9.82E+00	1.11E+01	3.82E+00
V72	6.31E+00	2.55E+00	6.88E+00	2.53E+00
V73	1.21E+01	1.23E+01	1.01E+01	1.13E+00
V74	7.47E+00	5.99E+00	5.50E+00	3.00E-01
V75	2.64E+00	5.36E+00	3.94E+00	2.01E+00
V76	1.76E+00	1.20E+00	2.45E+00	1.70E+00
V77	2.14E+00	1.37E+00	1.43E+00	2.28E+00
V78	9.44E+00	4.77E+00	1.19E+01	1.12E+00
V79	8.91E+00	7.91E+00	7.87E+00	3.14E+00
V80	6.23E-01	5.81E+00	5.98E+00	8.46E-01
V81	1.95E+01	2.10E+01	1.96E+01	8.20E-01
V82	3.13E+00	1.73E+00	3.23E+00	3.02E+00
V83	2.26E+00	2.22E+00	9.55E-01	1.88E+00
V84	8.03E+00	4.20E+00	1.99E+00	7.18E+00
V85	1.97E+01	1.66E+00	2.04E+01	1.82E+00
V86	7.38E+00	5.15E+00	1.07E+01	4.29E+00
V87	1.73E+01	7.99E+00	2.32E+01	3.04E+00
V88	1.00E-01	1.09E+01	1.25E+01	2.10E+00
V89	1.06E+00	7.81E-01	1.00E-01	8.92E-01
V90	2.80E+01	2.75E+01	2.52E+01	4.17E+00
V91	1.40E+00	1.50E+00	4.52E-01	1.53E-01
V92	1.50E+00	1.50E+00	0.00E+00	0.00E+00
V93	1.64E+01	1.24E+01	8.28E+00	5.85E+00
V94	2.63E+00	2.69E+00	0.00E+00	2.67E+00
V95	2.99E+01	5.58E-01	2.99E+01	0.00E+00
V96	5.94E+00	3.52E+00	6.04E+00	2.62E+00
V97	3.14E+00	0.00E+00	2.80E+00	1.78E+00
V98	2.50E+01	1.98E+01	4.24E+01	4.45E+00
V99	8.75E-01	7.33E+00	5.74E+00	2.50E+00
V100	1.81E+00	3.20E+00	1.49E+00	1.37E+00
