Samples	ID83A	ID83B	ID83C	ID83D
V1	5	208	165	7
V2	71	0	261	45
V3	0	197	42	365
V4	279	9	56	0
V5	182	55	316	70
V6	11	0	57	31
V7	327	6	25	70
V8	57	63	0	115
V9	27	23	94	0
V10	55	52	72	122
V11	0	60	222	280
V12	83	291	0	23
V13	58	51	101	42
V14	79	39	23	30
V15	14	28	31	270
V16	15	87	89	17
V17	26	40	30	191
V18	1	33	0	0
V19	188	117	0	23
V20	69	530	323	49
V21	116	59	19	0
V22	86	25	63	39
V23	25	424	0	69
V24	470	0	73	0
V25	43	34	3	39
V26	105	46	16	7
V27	61	15	39	84
V28	164	0	149	15
V29	37	24	0	92
V30	9	20	116	24
V31	0	28	11	3
V32	21	43	101	47
V33	93	14	6	71
V34	10	0	147	13
V35	42	100	4	0
V36	219	22	0	17
V37	0	7	107	175
V38	276	0	278	107
V39	27	5	32	196
V40	30	13	54	371
V41	236	65	46	0
V42	27	60	0	5
V43	15	238	43	86
V44	67	32	6	60
V45	89	230	165	14
V46	22	176	31	129
V47	231	1	0	63
V48	11	2	2	42
V49	22	55	27	3
V50	229	0	54	72
V51	65	31	34	175
V52	3	46	48	108
V53	0	199	237	60
V54	85	182	0	152
V55	41	30	14	8
V56	22	168	90	29
V57	161	33	19	22
V58	53	47	76	22
V59	91	55	124	0
V60	197	278	0	0
V61	128	129	47	20
V62	45	6	88	134
V63	55	1	48	2
V64	65	16	84	0
V65	245	126	59	0
V66	40	31	12	104
V67	72	43	89	148
V68	6	274	233	0
V69	16	27	3	38
V70	42	126	150	8
V71	57	20	35	116
V72	19	13	97	78
V73	106	56	44	12
V74	63	13	66	0
V75	28	272	30	13
V76	57	39	17	46
V77	184	38	0	111
V78	145	63	99	2
V79	101	100	1	261
V80	0	122	49	9
V81	75	107	15	5
V82	97	42	40	79
V83	26	67	0	31
V84	347	35	3	343
V85	58	11	228	23
V86	101	82	153	142
V87	117	41	198	54
V88	0	15	139	18
V89	74	1	0	3
V90	55	69	158	140
V91	98	41	0	2
V92	57	13	0	0
V93	159	123	69	189
V94	2	116	0	8
V95	127	7	305	43
V96	319	165	60	48
V97	24	0	37	19
V98	69	273	535	70
V99	0	163	97	75
V100	192	146	0	37
