Samples	ID83A	ID83B	ID83C
V1	62	25	48
V2	245	26	345
V3	0	185	50
V4	0	103	56
V5	0	107	163
V6	83	67	22
V7	41	4	353
V8	240	31	0
V9	0	0	202
V10	185	49	3
V11	65	14	81
V12	466	0	96
V13	168	449	9
V14	125	219	0
V15	0	192	0
V16	200	76	44
V17	36	21	29
V18	201	46	24
V19	237	0	136
V20	0	1	420
V21	0	743	83
V22	112	94	122
V23	0	0	240
V24	0	42	94
V25	0	152	40
V26	208	19	141
V27	0	61	204
V28	600	0	17
V29	169	57	13
V30	0	152	12
V31	161	0	26
V32	93	112	0
V33	307	128	7
V34	164	139	0
V35	59	53	4
V36	259	73	24
V37	79	442	12
V38	469	35	359
V39	230	86	3
V40	396	130	13
V41	78	40	37
V42	0	12	68
V43	70	10	20
V44	248	130	0
V45	265	0	98
V46	236	17	260
V47	152	237	17
V48	16	190	20
V49	73	105	14
V50	188	0	26
V51	10	72	224
V52	0	330	26
V53	411	50	52
V54	117	55	0
V55	0	0	544
V56	140	15	25
V57	302	12	11
V58	113	19	0
V59	0	9	242
V60	84	69	0
V61	19	7	2
V62	108	17	170
V63	0	1	93
V64	102	6	1
V65	0	94	444
V66	24	86	0
V67	334	1	0
V68	0	12	142
V69	242	12	80
V70	113	81	19
V71	206	72	26
V72	0	0	154
V73	201	6	42
V74	563	207	0
V75	132	7	13
V76	0	7	272
V77	68	136	50
V78	0	326	25
V79	175	33	0
V80	440	43	3
V81	50	59	0
V82	26	58	25
V83	82	92	0
V84	21	6	90
V85	126	0	132
V86	9	4	51
V87	81	15	0
V88	135	100	177
V89	47	87	68
V90	38	123	22
V91	17	110	12
V92	65	574	0
V93	183	1	60
V94	217	0	77
V95	27	135	94
V96	85	7	0
V97	0	7	99
V98	146	0	11
V99	128	49	2
V100	0	0	257
