Samples	ID83A	ID83B	ID83C
V1	4.09E+00	6.09E+00	5.27E+00
V2	3.94E+01	7.38E+00	3.52E+01
V3	2.10E+00	3.55E+00	3.63E+00
V4	7.61E+00	6.73E+00	2.67E+00
V5	2.89E+00	5.44E+00	4.30E+00
V6	7.15E+00	9.37E+00	5.22E+00
V7	1.97E+01	4.20E+00	1.77E+01
V8	1.99E+01	2.41E+01	9.13E+00
V9	2.22E+00	1.07E+00	2.52E+00
V10	2.63E+01	2.66E+01	2.83E+00
V11	8.53E+00	9.23E+00	8.64E+00
V12	3.24E+01	2.12E+01	3.60E+01
V13	4.41E+01	3.28E+01	2.78E+01
V14	1.93E+01	1.86E+01	6.14E+00
V15	1.93E+00	2.46E+00	1.28E+00
V16	1.83E+01	1.30E+01	2.22E+01
V17	4.72E+00	2.63E+00	5.60E+00
V18	3.49E+01	3.57E+01	2.48E+00
V19	2.90E+01	1.93E+01	3.16E+01
V20	1.55E+01	5.77E+00	1.44E+01
V21	2.50E+01	2.35E+01	1.48E+01
V22	1.28E+01	8.12E+00	7.35E+00
V23	2.42E+00	0.00E+00	2.42E+00
V24	3.63E+00	3.97E+00	4.81E+00
V25	7.01E+00	4.43E+00	4.24E+00
V26	4.71E+01	3.22E+01	1.69E+01
V27	4.74E+00	6.11E+00	2.45E+00
V28	5.75E+01	3.52E+01	6.86E+01
V29	1.65E+01	1.35E+01	4.28E+00
V30	5.23E+00	4.73E+00	2.22E+00
V31	2.90E+01	8.67E+00	2.12E+01
V32	1.65E+01	1.78E+01	4.24E+00
V33	4.98E+01	3.91E+01	1.22E+01
V34	3.31E+01	3.35E+01	2.08E+00
V35	3.75E+00	5.39E+00	3.30E+00
V36	4.57E+01	4.41E+01	3.78E+00
V37	2.21E+01	2.05E+01	8.22E+00
V38	7.83E+01	4.64E+01	7.01E+01
V39	1.39E+01	1.11E+01	2.07E+01
V40	3.91E+01	2.30E+01	4.16E+01
V41	9.01E+00	2.05E+00	9.17E+00
V42	5.59E+00	5.52E+00	1.12E+00
V43	8.31E+00	5.66E+00	8.64E+00
V44	5.50E+01	5.54E+01	1.01E+00
V45	3.53E+01	2.19E+01	3.70E+01
V46	3.83E+01	2.12E+01	3.35E+01
V47	3.53E+01	2.17E+01	2.37E+01
V48	1.64E+01	9.26E+00	7.56E+00
V49	1.57E+01	8.92E+00	7.47E+00
V50	2.47E+01	1.19E+01	1.42E+01
V51	1.30E+01	1.03E+01	6.73E+00
V52	2.29E+01	1.90E+01	6.31E+00
V53	5.71E+01	4.80E+01	1.42E+01
V54	1.83E+01	1.75E+01	1.57E+00
V55	2.18E+01	4.31E+00	1.97E+01
V56	5.76E+00	3.74E+00	7.57E+00
V57	1.52E+01	1.47E+01	2.22E+01
V58	1.22E+01	1.39E+01	3.85E+00
V59	7.65E+00	8.90E+00	4.31E+00
V60	1.77E+01	1.34E+01	4.76E+00
V61	1.15E+00	1.68E+00	1.93E+00
V62	1.39E+01	1.37E+01	6.32E+00
V63	1.58E+00	1.94E+00	2.38E+00
V64	1.33E+01	9.84E+00	4.06E+00
V65	2.92E+01	1.62E+01	2.55E+01
V66	4.37E+00	4.71E+00	8.03E-01
V67	2.70E+01	2.38E+01	3.45E+01
V68	4.93E+00	4.21E+00	5.62E+00
V69	3.98E+01	3.32E+01	9.97E+00
V70	1.96E+01	1.15E+01	1.52E+01
V71	3.33E+01	3.42E+01	3.08E+00
V72	2.57E+00	2.07E+00	1.48E+00
V73	2.81E+01	1.70E+01	1.37E+01
V74	1.12E+02	1.13E+02	1.32E+00
V75	9.94E+00	9.48E+00	1.35E+01
V76	8.30E+00	8.76E+00	3.58E+00
V77	1.55E+01	1.67E+01	2.89E+00
V78	5.85E+00	5.67E+00	5.39E+00
V79	1.31E+01	1.45E+01	1.29E+01
V80	3.28E+01	2.47E+01	4.16E+01
V81	6.64E+00	5.19E+00	6.59E+00
V82	5.38E+00	1.47E+00	5.33E+00
V83	2.02E+01	1.86E+01	2.27E+00
V84	5.43E+00	3.52E+00	6.45E+00
V85	1.15E+01	4.03E+00	1.15E+01
V86	2.98E+00	1.54E+00	2.52E+00
V87	5.71E+00	7.54E+00	6.62E+00
V88	3.15E+01	3.56E+01	7.41E+00
V89	1.39E+01	8.49E+00	1.01E+01
V90	9.12E+00	2.78E+00	8.93E+00
V91	9.25E+00	7.21E+00	2.65E+00
V92	5.32E+01	5.03E+01	3.66E+00
V93	2.99E+01	1.81E+01	3.02E+01
V94	3.41E+01	1.92E+01	1.69E+01
V95	1.90E+01	1.52E+01	4.63E+00
V96	1.35E+01	1.15E+01	2.72E+00
V97	7.82E+00	6.92E+00	1.33E+00
V98	6.58E+00	6.01E+00	7.63E+00
V99	2.07E+01	2.07E+01	1.90E+00
V100	8.95E+00	1.25E+00	8.58E+00
