NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	213.101	75.825	69.257	63.81	0.483	0.739	30000.0
2	213.239	75.86	70.086	63.879	0.48	0.739	30000.0
3	215.688	76.602	70.278	64.238	0.489	0.735	30000.0
4	223.57	77.299	72.049	63.895	0.51	0.736	20000.0
5	214.107	76.136	69.79	63.885	0.487	0.739	20000.0
6	216.134	76.271	70.724	63.93	0.481	0.738	20000.0
7	214.211	75.905	69.795	63.428	0.488	0.743	20000.0
8	213.765	75.576	70.467	63.627	0.477	0.742	20000.0
9	211.69	75.477	69.561	63.573	0.483	0.741	20000.0
10	214.09	76.127	70.187	63.546	0.489	0.743	30000.0
