NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	84.32	32.534	22.348	22.082	0.183	0.968	30000.0
2	80.61	30.538	20.039	19.665	0.174	0.975	40000.0
3	83.504	31.534	21.886	21.184	0.173	0.971	40000.0
4	82.53	31.145	20.976	20.6	0.178	0.974	30000.0
5	86.714	32.534	23.122	22.142	0.181	0.967	30000.0
6	82.829	31.89	20.966	21.13	0.183	0.97	40000.0
7	82.301	31.559	21.03	20.87	0.182	0.971	20000.0
8	86.076	33.077	22.675	22.416	0.183	0.967	20000.0
9	87.484	33.218	23.208	22.455	0.185	0.967	30000.0
10	86.744	32.923	22.778	22.543	0.184	0.967	20000.0
