NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	45.218	14.269	11.16	9.091	0.084	0.994	50000.0
2	44.976	14.304	10.502	8.685	0.085	0.994	60000.0
3	43.876	14.244	10.362	8.868	0.084	0.994	40000.0
4	42.495	13.536	9.984	8.4	0.08	0.995	50000.0
5	41.124	13.318	9.51	7.924	0.081	0.995	50000.0
6	44.309	14.148	10.858	9.057	0.084	0.994	40000.0
7	45.719	14.76	10.535	8.821	0.085	0.994	30000.0
8	45.75	14.323	11.129	8.985	0.084	0.994	40000.0
9	47.214	15.042	11.607	9.587	0.086	0.993	30000.0
10	41.342	12.988	9.724	7.94	0.079	0.995	30000.0
