Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	1	2	5	29	0	16	23	13	12	1	2	0	1	0	0	0	17	0
V2	82	42	0	1	5	36	7	0	0	14	43	0	6	7	0	0	0	20
V3	20	23	0	0	0	64	31	17	0	1	0	4	0	18	0	0	2	1
V4	24	21	6	3	0	3	0	0	0	8	0	0	0	0	6	0	0	1
V5	18	26	64	77	27	0	0	0	56	14	0	0	0	0	6	0	0	0
V6	6	140	149	56	0	59	24	5	41	18	0	0	62	14	21	0	0	10
V7	0	160	0	90	35	17	0	30	26	53	0	0	14	0	23	22	0	0
V8	2	50	51	43	46	0	10	0	11	9	0	0	18	2	0	0	0	0
V9	0	20	0	16	0	0	10	7	4	5	4	11	2	1	10	9	0	0
V10	6	8	12	23	18	0	0	0	2	12	0	16	2	1	29	0	0	3
V11	70	3	27	19	18	0	6	27	0	1	8	0	2	0	0	4	3	0
V12	72	81	0	17	96	0	0	44	5	17	23	35	34	11	15	68	0	0
V13	0	34	0	12	8	0	38	25	4	31	0	0	9	13	34	0	17	0
V14	40	0	205	127	90	0	17	1	60	5	0	0	3	7	0	0	0	3
V15	65	0	0	1	83	10	0	0	0	3	0	0	0	0	0	22	0	12
V16	54	15	15	72	37	3	16	0	45	5	2	0	9	8	0	34	0	0
V17	18	19	0	2	6	0	17	20	1	12	0	19	0	8	16	3	29	17
V18	61	101	0	0	0	0	16	0	0	48	0	0	6	0	0	0	0	7
V19	41	39	15	0	36	38	1	0	9	0	13	0	0	36	9	0	0	15
V20	10	0	39	8	48	0	0	18	10	2	8	19	0	0	0	0	2	0
V21	32	0	0	17	5	2	0	66	8	2	27	39	6	0	0	0	0	0
V22	5	5	0	0	40	32	14	50	0	3	0	27	0	5	0	12	0	4
V23	4	2	0	0	5	0	2	2	5	6	0	0	34	1	25	7	2	0
V24	27	106	130	27	57	0	21	16	19	43	0	34	58	0	0	0	17	18
V25	7	112	190	181	35	0	0	131	50	27	16	31	0	0	15	0	19	3
V26	8	0	0	2	3	12	23	72	2	0	0	33	0	0	1	6	10	5
V27	15	0	18	15	49	4	0	6	4	5	11	14	0	0	1	0	6	8
V28	0	1	87	73	20	1	0	7	32	0	0	0	14	0	0	0	1	0
V29	2	3	0	47	13	41	67	26	26	14	14	17	4	0	0	3	13	0
V30	1	53	168	29	63	9	7	43	3	29	16	23	0	14	24	0	11	5
V31	23	0	23	19	0	113	32	19	8	5	54	29	9	42	1	0	0	8
V32	59	111	92	10	0	0	0	32	0	43	0	21	44	0	36	0	20	0
V33	36	39	0	23	193	7	3	1	4	0	0	7	9	52	2	21	0	0
V34	27	9	31	44	98	0	6	25	45	5	1	0	44	27	29	0	14	5
V35	88	99	39	0	0	0	0	0	2	37	0	15	0	7	39	0	6	0
V36	42	0	62	45	0	144	84	0	49	0	26	0	0	4	0	0	0	0
V37	1	0	7	1	12	0	0	12	1	0	0	0	0	1	1	0	0	0
V38	15	30	22	44	3	20	17	0	33	15	0	0	6	0	1	1	0	4
V39	6	4	55	18	12	43	19	1	19	0	5	0	11	10	10	8	0	0
V40	30	0	0	5	66	63	113	19	1	1	25	3	7	13	9	34	2	2
V41	31	0	4	0	1	0	6	0	1	0	7	0	0	0	3	0	0	11
V42	1	0	0	1	21	0	0	9	3	0	0	0	0	1	0	0	9	0
V43	6	0	0	0	10	0	5	6	0	1	1	30	2	0	2	11	3	6
V44	5	17	37	21	5	16	30	72	4	0	0	0	0	0	0	0	24	0
V45	279	123	96	143	6	0	0	0	75	20	0	0	23	0	4	0	0	3
