NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.447	17.257	11.248	11.564	0.086	0.991	50000.0
2	50.225	19.469	12.344	12.363	0.095	0.99	60000.0
3	44.191	17.302	10.444	10.924	0.092	0.991	30000.0
4	40.067	15.718	9.718	10.155	0.092	0.992	40000.0
5	49.495	19.52	12.236	12.648	0.093	0.99	50000.0
6	46.526	18.367	11.475	11.989	0.095	0.99	70000.0
7	47.282	18.899	11.727	12.523	0.091	0.989	30000.0
8	47.64	18.704	11.731	12.161	0.099	0.989	30000.0
9	43.011	16.639	10.482	10.755	0.091	0.992	70000.0
10	46.384	17.877	11.853	12.169	0.088	0.989	30000.0
