MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	4.54E-03	5.14E-04	6.83E-04	1.94E-03
1:Del:C:1	1.49E-03	5.30E-04	1.80E-04	2.15E-03
1:Del:C:2	1.43E-04	1.87E-04	0.00E+00	2.58E-04
1:Del:C:3	2.57E-04	2.73E-04	3.00E-04	5.15E-04
1:Del:C:4	4.39E-04	2.09E-04	3.31E-04	3.68E-04
1:Del:C:5	2.35E-04	1.79E-04	3.35E-04	1.06E-03
1:Del:T:0	2.31E-03	7.42E-04	4.63E-04	3.22E-03
1:Del:T:1	8.26E-04	3.63E-04	1.41E-04	5.69E-04
1:Del:T:2	1.62E-03	1.51E-04	5.91E-38	6.24E-04
1:Del:T:3	1.83E-03	4.94E-04	5.35E-04	2.04E-03
1:Del:T:4	1.44E-03	3.85E-04	3.40E-04	2.87E-03
1:Del:T:5	2.04E-02	5.48E-03	1.08E-02	6.30E-02
1:Ins:C:0	4.19E-05	1.07E-04	2.20E-04	1.29E-04
1:Ins:C:1	1.39E-04	6.80E-05	7.48E-05	2.42E-05
1:Ins:C:2	9.23E-05	0.00E+00	2.31E-04	4.90E-05
1:Ins:C:3	3.66E-05	5.45E-04	5.26E-05	3.41E-04
1:Ins:C:4	1.53E-04	8.71E-05	1.42E-04	4.73E-04
1:Ins:C:5	3.65E-04	9.31E-03	5.24E-04	4.00E-03
1:Ins:T:0	4.84E-04	8.57E-05	2.43E-04	5.14E-04
1:Ins:T:1	3.50E-04	1.77E-04	1.12E-04	9.42E-04
1:Ins:T:2	1.48E-04	1.32E-04	0.00E+00	1.44E-04
1:Ins:T:3	5.52E-08	8.80E-04	1.10E-02	3.54E-04
1:Ins:T:4	3.45E-04	1.19E-04	4.69E-04	1.53E-03
1:Ins:T:5	1.26E-02	9.91E-03	4.37E-02	1.01E-01
2:Del:R:0	3.88E-04	1.37E-04	2.11E-04	6.40E-04
2:Del:R:1	3.47E-04	3.80E-04	1.25E-04	7.24E-04
2:Del:R:2	1.05E-04	1.24E-04	1.61E-05	6.62E-05
2:Del:R:3	5.36E-05	3.45E-05	1.74E-09	1.10E-04
2:Del:R:4	3.79E-04	4.61E-03	1.60E-03	1.67E-03
2:Del:R:5	4.68E-05	1.64E-05	5.72E-05	7.75E-05
3:Del:R:0	3.30E-04	2.52E-04	1.57E-04	1.26E-03
3:Del:R:1	3.00E-04	2.11E-04	4.49E-04	1.12E-03
3:Del:R:2	7.01E-05	7.34E-05	1.19E-04	3.75E-04
3:Del:R:3	2.37E-04	2.11E-03	6.05E-04	6.07E-04
3:Del:R:4	9.60E-09	7.73E-09	3.03E-09	3.28E-08
3:Del:R:5	6.17E-05	3.05E-08	4.51E-04	1.48E-07
4:Del:R:0	2.60E-04	5.22E-04	2.23E-04	4.31E-04
4:Del:R:1	2.75E-04	2.02E-04	2.20E-04	2.46E-04
4:Del:R:2	7.98E-05	1.20E-04	5.83E-05	2.51E-04
4:Del:R:3	9.60E-09	7.73E-09	3.03E-09	3.28E-08
4:Del:R:4	4.54E-05	5.77E-05	1.88E-09	1.03E-04
4:Del:R:5	4.89E-08	4.27E-05	1.41E-05	6.79E-08
5:Del:R:0	8.49E-03	9.50E-03	2.34E-03	2.55E-02
5:Del:R:1	1.75E-04	2.57E-03	1.84E-02	3.16E-04
5:Del:R:2	3.67E-05	5.68E-05	3.86E-05	1.76E-04
5:Del:R:3	4.52E-05	8.95E-06	4.83E-05	1.32E-04
5:Del:R:4	3.63E-05	3.31E-08	2.64E-08	5.16E-05
5:Del:R:5	9.60E-09	7.73E-09	3.03E-09	3.28E-08
2:Ins:R:0	1.39E-04	6.78E-05	3.82E-05	2.94E-04
2:Ins:R:1	2.32E-04	7.73E-06	4.16E-05	2.18E-04
2:Ins:R:2	1.55E-04	1.25E-04	3.26E-09	1.48E-04
2:Ins:R:3	8.85E-05	5.63E-05	5.19E-05	2.77E-04
2:Ins:R:4	1.47E-04	2.10E-04	2.64E-04	4.38E-04
2:Ins:R:5	4.95E-04	2.79E-04	9.78E-04	1.45E-03
3:Ins:R:0	9.51E-06	5.19E-05	1.07E-08	1.50E-04
3:Ins:R:1	1.61E-04	1.23E-04	0.00E+00	2.52E-04
3:Ins:R:2	4.08E-08	4.38E-05	3.19E-08	2.59E-05
3:Ins:R:3	0.00E+00	7.46E-03	2.30E-03	2.33E-03
3:Ins:R:4	4.06E-05	3.55E-05	3.62E-08	1.03E-04
3:Ins:R:5	1.38E-04	1.27E-04	1.23E-04	2.62E-04
4:Ins:R:0	1.85E-05	9.06E-05	4.45E-05	1.08E-08
4:Ins:R:1	1.05E-04	1.71E-03	5.48E-04	4.22E-04
4:Ins:R:2	9.60E-09	7.73E-09	3.03E-09	3.28E-08
4:Ins:R:3	3.44E-08	8.57E-05	3.31E-08	8.60E-08
4:Ins:R:4	3.88E-05	9.26E-06	1.30E-09	9.63E-08
4:Ins:R:5	1.18E-04	8.07E-05	9.41E-05	1.74E-04
5:Ins:R:0	4.63E-05	5.04E-08	2.94E-05	7.74E-05
5:Ins:R:1	5.07E-04	2.96E-04	1.19E-04	1.10E-03
5:Ins:R:2	1.62E-08	6.39E-05	1.86E-05	7.85E-05
5:Ins:R:3	4.91E-05	1.54E-05	2.16E-08	2.60E-05
5:Ins:R:4	5.20E-08	9.01E-08	3.32E-05	7.13E-08
5:Ins:R:5	2.15E-08	2.99E-09	7.47E-05	3.75E-05
2:Del:M:1	3.53E-04	2.65E-04	2.49E-04	4.94E-04
3:Del:M:1	3.48E-04	2.90E-04	2.22E-04	8.61E-04
3:Del:M:2	1.75E-04	2.57E-04	2.10E-04	4.18E-04
4:Del:M:1	2.24E-04	2.02E-04	1.08E-04	5.05E-04
4:Del:M:2	2.09E-04	1.24E-04	5.67E-05	2.15E-04
4:Del:M:3	1.76E-04	5.39E-05	1.01E-04	2.28E-04
5:Del:M:1	1.08E-02	1.15E-02	2.07E-03	2.99E-02
5:Del:M:2	4.01E-03	4.12E-03	1.32E-03	1.34E-02
5:Del:M:3	1.57E-03	1.42E-03	4.18E-04	4.30E-03
5:Del:M:4	3.87E-04	6.79E-04	2.38E-04	1.55E-03
5:Del:M:5	5.16E-04	5.50E-04	2.96E-04	1.80E-03
