NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.525	18.037	10.24	11.004	0.109	0.991	70000.0
2	42.676	18.229	10.156	10.898	0.114	0.991	50000.0
3	45.067	19.254	10.997	11.915	0.113	0.99	30000.0
4	43.144	18.62	10.666	11.725	0.107	0.99	70000.0
5	41.275	17.458	9.873	10.848	0.106	0.991	50000.0
6	45.197	19.308	10.954	11.841	0.113	0.989	40000.0
7	43.319	18.577	10.775	11.714	0.11	0.99	90000.0
8	41.554	17.923	10.035	11.192	0.11	0.991	40000.0
9	43.231	18.925	10.685	12.068	0.113	0.989	50000.0
10	42.296	18.106	10.328	11.535	0.109	0.989	50000.0
