Samples	ID83A	ID83B	ID83C	ID83D
V1	128	12	39	45
V2	21	47	188	61
V3	0	252	0	92
V4	24	26	200	21
V5	76	113	0	7
V6	111	0	421	263
V7	66	135	91	28
V8	154	0	136	0
V9	163	9	83	9
V10	209	183	0	118
V11	116	291	0	138
V12	10	0	185	0
V13	0	127	475	82
V14	89	70	56	58
V15	135	437	0	128
V16	149	88	233	102
V17	61	33	0	187
V18	129	7	0	37
V19	11	21	8	12
V20	33	0	1	13
V21	170	340	0	4
V22	272	274	0	118
V23	28	145	75	50
V24	113	199	0	157
V25	96	658	0	43
V26	54	0	51	71
V27	44	27	0	259
V28	154	0	57	0
V29	2	44	64	177
V30	0	75	446	10
V31	30	128	0	149
V32	207	294	0	14
V33	150	78	188	16
V34	231	22	0	31
V35	79	322	99	5
V36	20	80	31	40
V37	73	38	0	31
V38	336	156	0	15
V39	33	27	125	45
V40	47	246	74	248
V41	223	76	0	2
V42	328	234	177	68
V43	0	5	0	108
V44	188	2	0	0
V45	22	30	0	123
V46	309	50	0	20
V47	235	0	0	13
V48	7	0	244	140
V49	50	0	0	488
V50	46	11	294	0
V51	16	0	66	131
V52	98	83	180	88
V53	69	192	0	143
V54	17	195	0	33
V55	128	0	6	66
V56	8	14	77	6
V57	157	66	28	470
V58	28	77	66	7
V59	133	108	62	49
V60	169	97	159	94
V61	58	95	83	0
V62	224	1	0	75
V63	136	38	36	10
V64	195	103	126	0
V65	60	22	80	6
V66	340	17	115	4
V67	200	96	57	1
V68	68	63	138	6
V69	175	49	360	63
V70	106	283	146	9
V71	50	32	34	17
V72	49	36	0	259
V73	10	23	42	74
V74	0	231	197	16
V75	309	56	0	0
V76	69	0	0	20
V77	123	3	0	67
V78	332	27	0	0
V79	334	53	0	135
V80	0	157	69	12
V81	0	130	128	21
V82	22	16	4	35
V83	6	26	116	70
V84	91	114	172	6
V85	145	19	92	2
V86	35	294	58	20
V87	233	1	10	1
V88	69	69	263	28
V89	130	41	0	62
V90	52	0	111	139
V91	22	0	95	42
V92	27	70	152	0
V93	56	0	0	615
V94	71	0	5	6
V95	89	129	56	42
V96	29	0	64	6
V97	66	19	38	17
V98	325	0	318	13
V99	274	102	205	43
V100	30	0	30	33
