Samples	ID83A	ID83B	ID83C	ID83D
V35	1.01E+01	1.02E+01	1.12E+01	1.06E+01
V36	2.24E+00	4.74E+00	4.49E+00	4.03E+00
V37	2.86E+00	1.97E+00	1.51E+00	2.24E+00
V38	1.20E+01	1.20E+01	6.76E+00	5.55E+00
V39	8.13E+00	7.86E+00	6.33E+00	1.25E+01
V40	1.49E+01	1.93E+01	2.62E+01	2.28E+01
V41	6.46E+00	7.83E+00	2.75E+00	1.45E+00
V42	4.42E+01	3.99E+01	3.62E+01	2.59E+01
V43	6.40E-01	8.03E-01	6.57E-01	1.51E+00
V44	2.69E+00	5.00E+00	5.13E+00	2.64E+00
V45	4.45E+00	4.34E+00	3.57E+00	2.11E+00
V46	2.15E+00	4.60E+00	3.99E+00	3.36E+00
V47	3.11E+00	2.13E-01	2.79E+00	1.93E+00
V48	3.15E+01	3.08E+00	3.79E+01	3.21E+01
V49	6.58E+00	4.27E+00	6.63E+00	6.53E+00
V50	1.60E+01	2.23E+01	1.23E+01	2.10E+01
V51	1.20E+01	3.42E-01	1.46E+01	1.23E+01
V52	1.86E+01	8.14E+00	2.07E+01	1.95E+01
V53	9.51E+00	6.87E+00	4.39E+00	3.44E+00
V54	4.28E+00	4.10E+00	3.29E+00	2.25E+00
V55	5.06E+00	1.14E+00	4.16E+00	5.29E+00
V56	3.77E+00	6.32E+00	5.22E+00	6.13E+00
V57	1.43E+01	2.31E+01	2.08E+01	1.70E+01
V58	8.30E+00	5.91E+00	1.19E+01	7.33E+00
V59	2.18E+00	1.17E+01	1.15E+01	1.05E+01
V60	1.70E+01	1.12E+01	1.30E+01	1.78E+01
V61	8.77E+00	1.47E+01	1.56E+01	1.26E+01
V62	2.32E+00	1.90E+00	1.68E+00	1.99E+00
V63	2.03E+01	1.67E+01	1.42E+01	3.10E+00
V64	1.06E+01	1.17E+01	1.14E+01	1.18E+01
V65	3.33E+00	1.68E+01	1.66E+01	1.48E+01
V66	1.39E+01	1.90E+01	1.26E+01	1.38E+01
V67	5.64E+00	1.50E+01	1.91E+01	1.19E+01
V68	1.74E+01	2.08E+01	1.99E+01	1.65E+01
V69	4.10E+01	2.52E+01	5.83E+01	3.01E+01
V70	1.77E+01	6.60E+00	2.54E+01	2.16E+01
V71	9.57E+00	7.67E+00	7.52E+00	2.95E+00
V72	1.76E+01	1.26E+01	1.11E+01	3.62E+00
V73	5.97E+00	9.44E+00	7.90E+00	6.73E+00
V74	9.78E+00	2.14E+01	1.58E+01	1.76E+01
V75	9.77E+00	9.72E+00	1.45E+00	4.42E-01
V76	1.88E+00	5.81E-01	1.00E-01	1.77E+00
V77	8.63E+00	6.50E+00	6.36E+00	2.95E+00
V78	2.74E+01	2.36E+01	1.74E+01	5.73E-01
V79	3.59E+01	3.03E+01	2.55E+01	4.09E+00
V80	1.89E+00	1.29E+01	1.48E+01	1.21E+01
V81	9.64E-01	2.40E+01	2.52E+01	2.05E+01
V82	5.49E+00	3.80E+00	3.47E+00	1.65E+00
V83	1.87E+00	2.26E+01	2.45E+01	1.95E+01
V84	2.00E+01	8.34E+00	2.84E+01	2.20E+01
V85	4.83E+00	1.23E+01	1.07E+01	1.08E+01
V86	9.58E+00	9.13E+00	1.48E+01	9.06E+00
V87	3.79E+00	5.91E+00	8.11E+00	5.71E+00
V88	8.50E+00	3.58E+01	3.15E+01	2.84E+01
V89	8.06E+00	6.34E+00	6.38E+00	4.33E+00
V90	1.85E+01	2.64E+00	2.21E+01	1.93E+01
V91	1.14E+01	1.71E+00	1.24E+01	1.07E+01
V92	1.25E+01	4.03E+00	1.54E+01	1.26E+01
V93	1.33E+01	8.97E+00	1.61E+01	1.05E+01
V94	3.02E+00	1.78E+00	3.04E+00	1.54E+00
V95	1.21E+01	1.27E+01	1.45E+01	9.78E+00
V96	1.03E+01	0.00E+00	1.31E+01	1.02E+01
V97	5.12E+00	1.44E+00	7.09E+00	4.78E+00
V98	4.47E+01	2.19E+00	5.77E+01	4.11E+01
V99	3.06E+01	2.32E+01	3.92E+01	1.95E+01
V100	4.90E+00	6.33E-01	6.27E+00	4.84E+00
