MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	7.50E-04	0.00E+00	2.53E-03	1.30E-06	1.47E-02	9.57E-03	2.95E-02	3.44E-03	7.22E-03	1.70E-02	3.78E-02	1.97E-02
1:Del:C:1	5.85E-04	5.67E-04	5.67E-04	1.55E-03	7.41E-03	2.74E-03	2.30E-02	5.36E-03	8.24E-03	4.89E-03	9.21E-03	1.65E-02
1:Del:C:2	3.50E-04	2.15E-08	0.00E+00	4.12E-04	5.48E-04	8.17E-04	3.18E-04	2.44E-03	9.17E-04	2.39E-03	2.19E-03	1.07E-03
1:Del:C:3	1.46E-04	2.58E-04	9.25E-04	1.37E-04	2.37E-03	3.23E-05	1.20E-02	3.34E-02	1.96E-03	7.52E-04	6.31E-03	3.37E-02
1:Del:C:4	0.00E+00	3.11E-09	2.37E-04	8.20E-04	1.33E-03	2.30E-08	3.59E-03	8.76E-03	1.96E-03	9.15E-05	4.80E-03	4.03E-03
1:Del:C:5	5.68E-04	1.77E-04	9.29E-05	2.09E-03	7.08E-05	0.00E+00	1.40E-46	4.31E-03	9.70E-04	2.54E-03	3.25E-03	5.26E-03
1:Del:T:0	1.43E-03	2.08E-04	0.00E+00	1.36E-03	1.60E-02	6.24E-03	3.28E-02	1.94E-02	1.84E-02	1.54E-02	3.48E-02	1.80E-02
1:Del:T:1	2.74E-04	5.05E-04	1.72E-03	1.08E-04	5.06E-03	2.02E-03	1.18E-02	7.25E-03	2.26E-03	6.95E-03	1.25E-02	1.45E-02
1:Del:T:2	2.54E-07	1.58E-04	6.07E-04	1.26E-03	8.09E-03	7.55E-04	1.10E-02	3.56E-03	1.66E-02	1.97E-07	1.27E-02	8.40E-03
1:Del:T:3	8.63E-04	0.00E+00	1.07E-03	4.09E-03	1.02E-02	1.50E-03	1.18E-02	1.29E-03	1.60E-02	2.83E-02	1.58E-02	1.90E-03
1:Del:T:4	2.51E-03	8.42E-04	3.26E-03	4.53E-03	8.08E-03	3.26E-04	1.60E-02	1.45E-03	1.22E-02	4.65E-03	2.28E-02	5.40E-02
1:Del:T:5	6.92E-08	1.09E-07	1.90E-07	1.68E-02	4.56E-09	6.92E-07	2.68E-03	4.60E-03	9.89E-02	1.47E-07	9.61E-02	1.43E-06
1:Ins:C:0	4.63E-04	1.45E-07	8.20E-03	1.66E-04	2.39E-08	2.34E-04	1.65E-03	2.85E-06	9.56E-04	2.40E-03	6.04E-03	1.14E-02
1:Ins:C:1	1.72E-07	1.77E-08	5.15E-08	2.83E-05	8.72E-08	5.50E-04	1.20E-03	8.83E-04	1.17E-03	1.01E-04	2.88E-04	6.36E-04
1:Ins:C:2	4.14E-08	3.49E-08	2.31E-08	3.99E-08	2.08E-04	4.35E-04	1.14E-03	8.64E-08	4.32E-04	1.52E-07	2.07E-04	4.43E-04
1:Ins:C:3	2.95E-04	1.26E-05	3.86E-08	1.09E-06	0.00E+00	1.38E-04	5.78E-08	9.48E-04	4.96E-04	1.45E-03	2.87E-08	4.16E-04
1:Ins:C:4	5.54E-04	3.69E-08	3.15E-08	7.92E-04	3.87E-08	2.52E-04	2.52E-03	3.40E-03	6.63E-04	2.24E-03	3.62E-03	1.25E-03
