M,N,L,L_actual,rep,Kused,Kselected,time,ess_mu_min,ess_mu_median,ess_mu_mean,ess_logpost,sweep
96,120,15000,15000,1,20,5,8.066751718521118,9.952173764282003,20,17.9904347528564,20,L
96,120,15000,15000,2,20,5,8.093086242675781,2.8821095045721434,19.999999999999996,14.200592801828302,6.520226944735397,L
96,120,15000,15000,3,20,5,7.463754177093506,5.84184928531974,20,14.687561465206548,20.000000000000004,L
96,120,15000,15000,4,20,5,6.481802225112915,5.927220272506388,20,17.18544405450128,19.999999999999996,L
96,120,15000,15000,5,20,5,8.216578483581543,6.631251145744141,20.000000000000004,17.46088781558293,20,L
96,120,15000,15000,6,20,6,8.183844566345215,9.41074055679553,19.999999999999996,29.35329736324384,8.424019696473257,L
96,120,15000,15000,7,20,4,6.271039724349976,9.037530596885814,14.921300294470637,15.044700827109807,19.999999999999996,L
96,120,15000,15000,8,20,4,8.063069581985474,4.8156257096910045,12.47026011114874,12.439036482997121,2.720003266618354,L
96,120,15000,15000,9,20,4,7.419025897979736,19.99999999999999,20,20,3.9365007617147802,L
96,120,15000,15000,10,20,5,7.423265218734741,7.879238179044034,19.999999999999996,15.57702329797666,20,L
96,120,30000,30000,1,20,9,9.896574020385742,1.3846917588020766,19.999999999999996,16.038696650160798,1.5640765765407951,L
96,120,30000,30000,2,20,8,9.708046436309814,3.1662833225763762,19.999999999999996,14.595917697312286,1.2731779863993742,L
96,120,30000,30000,3,20,8,9.688741683959961,2.141102009970132,20,22.261082348189053,1.2554352145281897,L
96,120,30000,30000,4,20,11,9.304406642913818,1.4392677690701932,8.980150714110987,12.930824376566637,2.0741370662792473,L
96,120,30000,30000,5,20,8,10.018368005752563,3.6490269222587255,19.999999999999993,14.017773822107173,1.4123071066592845,L
96,120,30000,30000,6,20,8,8.470642805099487,1.4461390419719367,19.999999999999996,16.786562020451793,1.7317397517787185,L
96,120,30000,30000,7,20,8,10.054749250411987,1.4154363090304345,8.023307583670418,10.428926107518473,2.690712647182081,L
96,120,30000,30000,8,20,7,8.922123670578003,1.6575751077045344,20,18.38874668078928,20,L
96,120,30000,30000,9,20,7,10.14435362815857,1.7170791673700398,3.999886588287976,10.268299776879282,3.1895738162417033,L
96,120,30000,30000,10,20,7,9.74842119216919,1.615899882807742,19.999999999999996,15.25658592010326,4.031350777032005,L
96,120,60000,60000,1,20,10,10.249085903167725,1.59655011514522,5.126003951518991,16.074672232837383,1.5620000169032509,L
96,120,60000,60000,2,20,11,10.408358812332153,1.746616338737567,6.629018723156437,11.30916439506696,1.5310682143103171,L
96,120,60000,60000,3,20,12,10.421931982040405,2.933460754903901,20,18.96696658637267,1.268579153523652,L
96,120,60000,60000,4,20,14,11.160971403121948,1.36778985373834,3.110769511813442,7.369400779798575,1.160900924549394,L
96,120,60000,60000,5,20,14,10.576850652694702,1.2827282191558764,6.336667454213112,8.274320887222,2.397891881021542,L
96,120,60000,60000,6,20,14,10.788109540939331,1.6755643821415291,19.999999999999993,13.397892880244285,1.6911210986537109,L
96,120,60000,60000,7,20,15,11.383439302444458,1.375412268288884,6.842502373921921,16.279044911495284,1.6642843355907504,L
96,120,60000,60000,8,20,13,9.928200244903564,1.5461541303260546,7.277018024427841,10.739648956112362,1.662652737958748,L
96,120,60000,60000,9,20,14,10.587882041931152,1.1013704627077259,6.376811030566152,11.920509038813982,1.4657536536976894,L
96,120,60000,60000,10,20,10,10.303658723831177,1.3778175856977133,13.163045616624167,14.019065523997588,1.7748719439321365,L
96,120,90000,90000,1,20,15,10.316231727600098,1.5293466170904861,6.038355538240357,13.212899172773799,1.5732693460228253,L
96,120,90000,90000,2,20,15,9.729600667953491,1.4511151506539959,6.107647834627794,9.310606658872661,1.98296150631612,L
96,120,90000,90000,3,20,17,10.335540771484375,1.372545124951788,5.241034959683554,7.882273781503536,1.649167149157887,L
96,120,90000,90000,4,20,15,10.457246780395508,1.0307751161082468,5.5329114697363755,16.231720728814626,1.5699686298215192,L
96,120,90000,90000,5,20,15,9.709813833236694,1.460135884115982,5.409936439734555,24.402167325269602,1.380485156061226,L
96,120,90000,90000,6,20,13,10.301979064941406,1.6003850457806676,9.118117297548388,11.451709393357765,1.6837639149178452,L
96,120,90000,90000,7,20,17,9.866336107254028,1.4830277054478282,3.306760627403252,6.685541405788348,1.1955890599461017,L
96,120,90000,90000,8,20,11,10.510236263275146,1.4359427411905288,6.2387339506757655,10.568170136902793,1.205655509608945,L
96,120,90000,90000,9,20,18,9.72589373588562,1.3143221952926045,5.626453910178736,9.135079596926479,1.1893537453970395,L
96,120,90000,90000,10,20,15,10.133018016815186,1.3639162629001895,4.010992580883415,8.421557192678875,1.419581484844272,L
