NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	74.742	30.669	18.23	20.472	0.188	0.969	20000.0
2	75.65	30.377	18.583	20.45	0.182	0.969	40000.0
3	72.31	29.118	17.225	18.904	0.173	0.974	40000.0
4	72.685	28.884	17.429	18.819	0.173	0.976	40000.0
5	70.7	28.221	16.537	18.066	0.169	0.977	100000.0
6	76.3	29.638	19.624	19.877	0.176	0.973	40000.0
7	69.694	27.419	16.612	17.567	0.168	0.978	30000.0
8	72.384	29.622	17.731	19.731	0.181	0.974	30000.0
9	74.284	29.98	18.016	19.805	0.179	0.973	30000.0
10	72.853	29.294	17.787	19.108	0.18	0.974	50000.0
