Samples	ID83A	ID83B	ID83C
V1	0	212	174
V2	27	2	304
V3	172	0	8
V4	17	0	15
V5	0	0	340
V6	268	90	304
V7	116	128	31
V8	529	77	0
V9	129	0	146
V10	88	103	16
V11	9	28	1
V12	4	0	180
V13	103	58	8
V14	0	336	519
V15	137	74	58
V16	25	27	10
V17	172	0	157
V18	112	30	73
V19	122	41	45
V20	105	0	423
V21	0	13	232
V22	150	0	9
V23	139	18	23
V24	115	0	17
V25	0	0	542
V26	232	477	0
V27	42	0	186
V28	250	51	31
V29	17	59	165
V30	0	0	338
V31	45	242	0
V32	42	66	229
V33	15	52	98
V34	67	0	183
V35	218	60	203
V36	5	0	82
V37	0	78	36
V38	0	239	9
V39	111	0	220
V40	0	60	136
V41	594	31	88
V42	128	187	48
V43	126	26	2
V44	0	137	0
V45	319	206	71
V46	379	70	22
V47	85	72	32
V48	207	40	23
V49	232	0	13
V50	95	456	130
V51	114	20	21
V52	140	126	31
V53	380	0	88
V54	14	1	5
V55	68	4	35
V56	0	85	7
V57	0	445	40
V58	0	82	226
V59	282	8	9
V60	159	25	97
V61	52	0	48
V62	370	42	166
V63	0	175	118
V64	86	79	10
V65	47	31	22
V66	423	21	18
V67	68	13	36
V68	302	2	111
V69	37	247	294
V70	41	7	3
V71	69	0	19
V72	38	14	3
V73	0	206	21
V74	198	110	81
V75	181	409	52
V76	212	34	33
V77	428	89	0
V78	241	46	0
V79	520	16	17
V80	268	127	18
V81	30	3	0
V82	54	15	0
V83	40	172	4
V84	60	3	3
V85	101	72	52
V86	138	2	16
V87	0	70	91
V88	0	92	36
V89	0	212	135
V90	18	1	65
V91	0	235	81
V92	0	428	0
V93	13	16	50
V94	243	63	63
V95	61	34	45
V96	44	136	23
V97	0	647	76
V98	226	202	0
V99	113	69	17
V100	437	27	26
