MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	4.41E-03	1.23E-03	1.67E-03	7.25E-04	2.12E-02	3.50E-03	1.04E-02	5.85E-02	1.72E-02	1.85E-02	2.38E-02
1:Del:C:1	1.07E-03	0.00E+00	4.64E-08	6.54E-04	8.40E-03	6.19E-03	4.26E-03	8.32E-03	7.02E-03	1.79E-02	3.08E-02
1:Del:C:2	1.93E-07	1.68E-04	7.39E-05	2.26E-05	7.12E-04	9.06E-04	1.49E-04	4.29E-04	4.33E-08	5.06E-03	4.39E-03
1:Del:C:3	9.21E-05	4.03E-04	3.15E-09	4.68E-04	2.12E-03	1.23E-03	1.03E-03	1.31E-02	3.12E-03	5.94E-03	6.64E-03
1:Del:C:4	3.10E-04	7.75E-04	9.63E-05	0.00E+00	1.91E-03	1.97E-04	1.58E-08	2.87E-03	8.11E-03	1.41E-03	1.47E-03
1:Del:C:5	1.11E-04	1.51E-03	2.58E-04	6.41E-04	0.00E+00	0.00E+00	0.00E+00	3.68E-08	6.51E-03	4.52E-03	1.24E-03
1:Del:T:0	0.00E+00	2.06E-03	8.39E-04	4.09E-04	7.69E-03	4.79E-03	1.14E-02	2.37E-02	7.61E-03	4.96E-03	2.38E-02
1:Del:T:1	9.76E-05	0.00E+00	2.57E-04	2.66E-07	4.41E-03	6.07E-03	3.20E-03	1.93E-02	1.94E-03	8.84E-03	5.34E-03
1:Del:T:2	4.30E-04	1.47E-03	1.21E-03	1.13E-04	5.81E-03	5.26E-04	2.36E-03	1.23E-02	7.21E-03	5.61E-03	1.20E-02
1:Del:T:3	0.00E+00	2.32E-03	0.00E+00	3.49E-04	1.45E-02	3.34E-03	5.02E-03	1.32E-02	1.48E-02	5.31E-02	7.66E-03
1:Del:T:4	2.66E-07	2.77E-03	0.00E+00	3.64E-04	5.26E-03	1.01E-03	7.67E-04	1.61E-02	1.76E-02	2.30E-02	3.69E-02
1:Del:T:5	8.92E-08	4.65E-03	4.70E-05	4.97E-08	1.39E-07	4.64E-08	4.91E-08	3.78E-02	6.40E-02	2.96E-02	2.37E-07
1:Ins:C:0	3.62E-08	9.19E-07	2.48E-08	6.59E-08	2.62E-08	8.64E-04	1.15E-03	4.01E-05	4.91E-04	2.95E-04	1.07E-03
1:Ins:C:1	7.03E-07	1.71E-07	2.06E-08	1.95E-08	1.48E-05	7.53E-04	5.10E-04	6.53E-04	4.26E-04	1.21E-06	1.07E-03
1:Ins:C:2	2.17E-07	2.38E-08	3.00E-08	1.85E-07	1.18E-04	3.55E-04	7.85E-04	1.63E-04	1.78E-04	1.43E-03	2.02E-03
1:Ins:C:3	1.63E-08	6.58E-05	2.41E-08	1.84E-04	2.39E-04	2.25E-08	8.84E-07	8.84E-05	1.24E-04	1.10E-03	8.03E-07
1:Ins:C:4	3.22E-04	2.01E-04	0.00E+00	3.00E-04	5.38E-04	4.71E-04	4.02E-04	1.87E-03	3.20E-03	1.90E-03	1.04E-03
1:Ins:C:5	4.04E-04	1.47E-03	3.44E-04	1.39E-03	1.80E-04	1.19E-03	1.90E-03	6.96E-04	7.90E-03	6.04E-03	4.39E-03
1:Ins:T:0	0.00E+00	1.87E-04	5.65E-04	3.23E-04	1.15E-03	1.92E-03	1.05E-03	1.12E-02	8.41E-04	7.30E-03	5.70E-03
1:Ins:T:1	1.40E-04	6.96E-05	6.10E-05	7.56E-09	1.04E-03	2.01E-03	2.54E-03	7.44E-03	1.29E-03	4.28E-03	3.26E-03
1:Ins:T:2	1.87E-07	2.22E-04	3.77E-08	3.88E-08	3.36E-04	1.74E-04	7.53E-08	7.47E-04	2.59E-03	8.67E-04	9.61E-05
1:Ins:T:3	9.10E-05	5.06E-05	3.69E-04	7.41E-04	2.91E-04	1.26E-04	3.85E-03	1.69E-03	1.31E-03	4.41E-03	3.55E-03
1:Ins:T:4	0.00E+00	3.86E-04	7.38E-08	1.39E-03	3.82E-04	6.22E-04	1.95E-03	4.64E-04	4.35E-03	1.04E-02	5.76E-03
1:Ins:T:5	2.92E-08	8.20E-08	8.52E-08	3.84E-03	5.90E-07	3.20E-03	9.17E-03	7.35E-03	3.11E-02	7.58E-02	6.47E-03
2:Del:R:0	0.00E+00	8.56E-05	2.53E-04	2.69E-04	1.43E-03	1.22E-03	2.07E-03	4.35E-03	1.98E-03	6.16E-03	4.44E-03
2:Del:R:1	0.00E+00	5.54E-04	4.13E-04	3.54E-04	1.31E-03	2.20E-03	5.77E-03	8.43E-03	9.70E-04	4.38E-03	4.41E-03
2:Del:R:2	3.50E-05	4.75E-04	5.20E-08	3.44E-08	2.91E-04	1.69E-04	3.03E-04	4.52E-04	3.80E-03	2.42E-07	4.57E-04
2:Del:R:3	1.90E-08	3.25E-04	1.02E-04	9.54E-07	5.53E-05	9.77E-09	9.55E-09	2.68E-04	1.04E-03	9.06E-04	1.08E-07
2:Del:R:4	3.80E-03	2.36E-09	3.23E-07	4.16E-04	4.05E-08	1.27E-03	3.67E-07	2.57E-02	2.60E-03	5.77E-07	2.52E-02
2:Del:R:5	6.57E-08	3.19E-08	4.03E-04	1.59E-04	1.84E-09	6.13E-04	3.62E-04	7.00E-05	4.15E-08	2.97E-04	3.78E-04
3:Del:R:0	6.83E-07	2.43E-04	7.12E-04	1.70E-04	2.89E-04	2.51E-03	6.97E-03	4.78E-03	1.12E-03	1.36E-03	9.36E-03
3:Del:R:1	1.42E-04	8.40E-04	0.00E+00	5.97E-04	1.29E-03	1.35E-03	1.57E-03	5.44E-04	3.35E-03	7.93E-03	8.42E-03
3:Del:R:2	4.17E-04	6.13E-04	2.08E-03	1.20E-04	5.52E-04	2.83E-08	3.08E-04	4.46E-03	2.59E-03	1.23E-03	2.65E-04
3:Del:R:3	4.23E-04	2.75E-04	3.08E-08	2.51E-04	2.15E-04	3.61E-04	8.20E-04	2.75E-03	4.27E-04	1.54E-03	1.23E-03
3:Del:R:4	4.09E-09	9.73E-09	1.46E-08	1.84E-08	3.36E-08	3.42E-08	4.66E-08	9.84E-08	7.71E-08	1.24E-07	1.47E-07
3:Del:R:5	4.06E-04	1.35E-08	1.26E-08	2.71E-05	6.73E-08	1.56E-04	6.60E-04	2.08E-07	9.05E-08	2.26E-03	3.61E-04
4:Del:R:0	0.00E+00	1.01E-07	1.01E-07	2.24E-04	7.30E-04	2.05E-03	1.77E-03	1.98E-03	1.44E-03	3.99E-04	5.12E-03
4:Del:R:1	1.45E-04	3.66E-04	2.48E-04	1.76E-04	1.28E-03	1.91E-03	1.72E-03	4.65E-03	5.97E-03	9.35E-03	7.35E-03
4:Del:R:2	7.31E-07	1.48E-04	0.00E+00	1.22E-04	5.07E-04	3.36E-08	4.43E-04	8.86E-04	1.09E-03	3.60E-04	1.54E-03
