NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	73.699	30.095	19.796	19.856	0.184	0.973	30000.0
2	75.111	29.936	19.923	19.657	0.172	0.973	20000.0
3	74.522	30.514	20.007	20.457	0.18	0.97	20000.0
4	75.844	30.791	20.298	20.061	0.177	0.972	40000.0
5	72.985	29.353	19.894	19.311	0.173	0.974	40000.0
6	78.509	31.77	21.791	21.491	0.181	0.965	20000.0
7	75.119	30.186	20.168	20.049	0.18	0.972	20000.0
8	75.531	30.449	20.099	19.841	0.181	0.972	30000.0
9	76.924	31.206	21.298	21.289	0.178	0.966	30000.0
10	75.635	30.928	20.692	20.567	0.179	0.971	50000.0
