NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.398	17.771	10.451	11.401	0.1	0.99	60000.0
2	50.276	19.606	12.309	12.669	0.103	0.989	50000.0
3	41.724	16.2	9.948	10.279	0.091	0.993	30000.0
4	43.04	17.052	9.984	10.646	0.095	0.992	40000.0
5	43.144	16.935	10.563	10.936	0.094	0.992	50000.0
6	46.282	18.241	10.776	11.342	0.101	0.991	50000.0
7	40.784	16.242	9.542	10.332	0.094	0.992	30000.0
8	41.796	16.647	9.954	10.694	0.097	0.992	40000.0
9	42.832	17.088	10.339	11.261	0.099	0.991	60000.0
10	49.065	19.445	11.63	12.07	0.103	0.991	60000.0
