NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.848	20.746	12.908	11.914	0.116	0.991	70000.0
2	56.032	20.545	13.035	11.748	0.113	0.992	60000.0
3	54.089	20.329	12.62	11.735	0.112	0.991	20000.0
4	53.944	20.018	12.296	11.077	0.116	0.992	40000.0
5	52.472	19.414	12.423	11.387	0.109	0.992	40000.0
6	55.34	20.799	12.764	11.903	0.117	0.991	50000.0
7	53.284	19.266	12.027	10.708	0.109	0.993	80000.0
8	55.387	20.523	12.907	11.901	0.112	0.991	50000.0
9	54.213	20.076	12.138	11.118	0.116	0.992	70000.0
10	56.388	20.925	13.129	12.021	0.116	0.991	40000.0
