NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	81.046	29.564	23.768	19.949	0.163	0.973	50000.0
2	83.177	30.134	24.027	20.07	0.166	0.973	30000.0
3	82.24	29.944	24.049	19.873	0.165	0.974	20000.0
4	84.151	30.623	24.491	20.702	0.172	0.971	30000.0
5	82.341	30.073	24.146	20.398	0.168	0.972	30000.0
6	81.891	29.946	23.996	20.144	0.164	0.973	20000.0
7	81.879	30.261	23.397	20.1	0.166	0.974	60000.0
8	83.647	30.55	24.297	20.354	0.171	0.974	30000.0
9	82.84	30.201	24.018	20.286	0.164	0.973	40000.0
10	81.659	29.335	23.654	19.592	0.163	0.975	30000.0
